# Raw Website: http://yys.moe.edu.cn/wenziguifan/shanghi/014c.htm
# Characters are not numbered in raw material.
# 8 duplicate characters in raw website: 蔽, 弊, 憋, 鹡, 脊, 瞥, 鳐, 烝.

1003	财
1004	囵
1005	囫
1006	钉
1007	针
1008	钊
1009	钋
1010	钌
1011	迕
1012	氙
1013	氚
1014	牡
1015	告
1016	我
1017	乱
1018	利
1019	秃
1020	秀
1021	私
1022	岙
1023	每
1024	佞
1025	兵
1026	邱
1027	估
1028	体
1029	何
1030	佐
1031	伾
1032	佑
1033	攸
1034	但
1035	伸
1036	佃
1037	佚
1038	作
1039	伯
1040	伶
1041	佣
1042	低
1043	你
1044	佝
1045	佟
1046	住
1047	位
1048	伴
1049	佗
1050	身
1051	皂
1052	伺
1053	佛
1054	伽
1055	囱
1056	近
1057	彻
1058	役
1059	彷
1060	返
1061	佘
1062	余
1063	希
1064	佥
1065	坐
1066	谷
1067	孚
1068	妥
1069	豸
1070	含
1071	邻
1072	坌
1073	岔
1074	肝
1075	肟
1076	肛
1077	肚
1078	肘
1079	肠
1080	邸
1081	龟
1082	甸
1083	奂
1084	免
1085	劬
1086	狂
1087	犹
1088	狈
1089	狄
1090	角
1091	删
1092	狃
1093	狁
1094	鸠
1095	条
1096	彤
1097	卵
1098	灸
1099	岛
1100	邹
1101	刨
1102	饨
1103	迎
1104	饩
1105	饪
1106	饫
1107	饬
1108	饭
1109	饮
1110	系
1111	言
1112	冻
1113	状
1114	亩
1115	况
1116	亨
1117	庑
1118	床
1119	庋
1120	库
1121	庇
1122	疔
1123	疖
1124	疗
1125	吝
1126	应
1127	冷
1128	这
1129	庐
1130	序
1131	辛
1132	肓
1133	弃
1134	冶
1135	忘
1136	闰
1137	闱
1138	闲
1139	闳
1140	间
1141	闵
1142	闶
1143	闷
1144	羌
1145	判
1146	兑
1147	灶
1148	灿
1149	灼
1150	炀
1151	弟
1152	沣
1153	汪
1154	沅
1155	沄
1156	沐
1157	沛
1158	沔
1159	汰
1160	沤
1161	沥
1162	沌
1163	沘
1164	沏
1165	沚
1166	沙
1167	汩
1168	汨
1169	汭
1170	汽
1171	沃
1172	沂
1173	沦
1174	汹
1175	汾
1176	泛
1177	沧
1178	沨
1179	沟
1180	没
1181	汴
1182	汶
1183	沆
1184	沩
1185	沪
1186	沈
1187	沉
1188	沁
1189	泐
1190	怃
1191	忮
1192	怀
1193	怄
1194	忧
1195	忡
1196	忤
1197	忾
1198	怅
1199	忻
1200	忪
1201	怆
1202	忭
1203	忱
1204	快
1205	忸
1206	完
1207	宋
1208	宏
1209	牢
1210	究
1211	穷
1212	灾
1213	良
1214	证
1215	诂
1216	诃
1217	启
1218	评
1219	补
1220	初
1221	社
1222	祀
1223	祃
1224	诅
1225	识
1226	诈
1227	诉
1228	罕
1229	诊
1230	诋
1231	诌
1232	词
1233	诎
1234	诏
1235	诐
1236	译
1237	诒
1238	君
1239	灵
1240	即
1241	层
1242	屁
1243	屃
1244	尿
1245	尾
1246	迟
1247	局
1248	改
1249	张
1250	忌
1251	际
1252	陆
1253	阿
1254	孜
1255	陇
1256	陈
1257	阽
1258	阻
1259	阼
1260	附
1261	坠
1262	陀
1263	陂
1264	陉
1265	妍
1266	妩
1267	妓
1268	妪
1269	妣
1270	妙
1271	妊
1272	妖
1273	妗
1274	姊
1275	妨
1276	妫
1277	妒
1278	妞
1279	姒
1280	妤
1281	努
1282	邵
1283	劭
1284	忍
1285	刭
1286	劲
1287	甬
1288	邰
1289	矣
1290	鸡
1291	纬
1292	纭
1293	驱
1294	纯
1295	纰
1296	纱
1297	纲
1298	纳
1299	纴
1300	纵
1301	驳
1302	纶
1303	纷
1304	纸
1305	纹
1306	纺
1307	纻
1308	驴
1309	纽
1310	纾
