num	glyph	G1-source	description
397	吹	G1-3435	GB/T 12345—1990，20—21
398	炊	G1-3436	GB/T 12345—1990，20—22
399	捶	G1-3437	GB/T 12345—1990，20—23
400	錘	G1-3438	GB/T 12345—1990，20—24
401	垂	G1-3439	GB/T 12345—1990，20—25
402	春	G1-343A	GB/T 12345—1990，20—26
403	椿	G1-343B	GB/T 12345—1990，20—27
404	醇	G1-343C	GB/T 12345—1990，20—28
405	唇	G1-343D	GB/T 12345—1990，20—29
406	淳	G1-343E	GB/T 12345—1990，20—30
407	純	G1-343F	GB/T 12345—1990，20—31
408	蠢	G1-3440	GB/T 12345—1990，20—32
409	戳	G1-3441	GB/T 12345—1990，20—33
410	綽	G1-3442	GB/T 12345—1990，20—34
411	疵	G1-3443	GB/T 12345—1990，20—35
412	茨	G1-3444	GB/T 12345—1990，20—36
413	磁	G1-3445	GB/T 12345—1990，20—37
414	雌	G1-3446	GB/T 12345—1990，20—38
415	辭	G1-3447	GB/T 12345—1990，20—39
416	慈	G1-3448	GB/T 12345—1990，20—40
417	瓷	G1-3449	GB/T 12345—1990，20—41
418	詞	G1-344A	GB/T 12345—1990，20—42
419	此	G1-344B	GB/T 12345—1990，20—43
420	刺	G1-344C	GB/T 12345—1990，20—44
421	賜	G1-344D	GB/T 12345—1990，20—45
422	次	G1-344E	GB/T 12345—1990，20—46
423	聰	G1-344F	GB/T 12345—1990，20—47
424	葱	G1-3450	GB/T 12345—1990，20—48
425	囱	G1-3451	GB/T 12345—1990，20—49
426	匆	G1-3452	GB/T 12345—1990，20—50
427	從	G1-3453	GB/T 12345—1990，20—51
428	叢	G1-3454	GB/T 12345—1990，20—52
429	凑	G1-3455	GB/T 12345—1990，20—53
430	粗	G1-3456	GB/T 12345—1990，20—54
431	醋	G1-3457	GB/T 12345—1990，20—55
432	簇	G1-3458	GB/T 12345—1990，20—56
433	促	G1-3459	GB/T 12345—1990，20—57
434	躥	G1-345A	GB/T 12345—1990，20—58
435	篡	G1-345B	GB/T 12345—1990，20—59
436	竄	G1-345C	GB/T 12345—1990，20—60
437	摧	G1-345D	GB/T 12345—1990，20—61
438	崔	G1-345E	GB/T 12345—1990，20—62
439	催	G1-345F	GB/T 12345—1990，20—63
440	脆	G1-3460	GB/T 12345—1990，20—64
441	瘁	G1-3461	GB/T 12345—1990，20—65
442	粹	G1-3462	GB/T 12345—1990，20—66
443	淬	G1-3463	GB/T 12345—1990，20—67
444	翠	G1-3464	GB/T 12345—1990，20—68
445	村	G1-3465	GB/T 12345—1990，20—69
446	存	G1-3466	GB/T 12345—1990，20—70
447	寸	G1-3467	GB/T 12345—1990，20—71
448	磋	G1-3468	GB/T 12345—1990，20—72
449	撮	G1-3469	GB/T 12345—1990，20—73
450	搓	G1-346A	GB/T 12345—1990，20—74
451	措	G1-346B	GB/T 12345—1990，20—75
452	挫	G1-346C	GB/T 12345—1990，20—76
453	錯	G1-346D	GB/T 12345—1990，20—77
454	搭	G1-346E	GB/T 12345—1990，20—78
455	達	G1-346F	GB/T 12345—1990，20—79
456	答	G1-3470	GB/T 12345—1990，20—80
457	瘩	G1-3471	GB/T 12345—1990，20—81
458	打	G1-3472	GB/T 12345—1990，20—82
459	大	G1-3473	GB/T 12345—1990，20—83
460	呆	G1-3474	GB/T 12345—1990，20—84
461	歹	G1-3475	GB/T 12345—1990，20—85
462	傣	G1-3476	GB/T 12345—1990，20—86
463	戴	G1-3477	GB/T 12345—1990，20—87
464	帶	G1-3478	GB/T 12345—1990，20—88
465	殆	G1-3479	GB/T 12345—1990，20—89
466	代	G1-347A	GB/T 12345—1990，20—90
467	貸	G1-347B	GB/T 12345—1990，20—91
468	袋	G1-347C	GB/T 12345—1990，20—92
469	待	G1-347D	GB/T 12345—1990，20—93
470	逮	G1-347E	GB/T 12345—1990，20—94
471	怠	G1-3521	GB/T 12345—1990，21—01
472	耽	G1-3522	GB/T 12345—1990，21—02
473	擔	G1-3523	GB/T 12345—1990，21—03
474	丹	G1-3524	GB/T 12345—1990，21—04
475	單	G1-3525	GB/T 12345—1990，21—05
476	鄲	G1-3526	GB/T 12345—1990，21—06
477	撣	G1-3527	GB/T 12345—1990，21—07
478	膽	G1-3528	GB/T 12345—1990，21—08
479	旦	G1-3529	GB/T 12345—1990，21—09
480	氮	G1-352A	GB/T 12345—1990，21—10
481	但	G1-352B	GB/T 12345—1990，21—11
482	憚	G1-352C	GB/T 12345—1990，21—12
483	淡	G1-352D	GB/T 12345—1990，21—13
484	誕	G1-352E	GB/T 12345—1990，21—14
485	彈	G1-352F	GB/T 12345—1990，21—15
486	蛋	G1-3530	GB/T 12345—1990，21—16
487	當	G1-3531	GB/T 12345—1990，21—17
488	擋	G1-3532	GB/T 12345—1990，21—18
489	黨	G1-3533	GB/T 12345—1990，21—19
490	蕩	G1-3534	GB/T 12345—1990，21—20
491	檔	G1-3535	GB/T 12345—1990，21—21
492	刀	G1-3536	GB/T 12345—1990，21—22
493	搗	G1-3537	GB/T 12345—1990，21—23
494	蹈	G1-3538	GB/T 12345—1990，21—24
495	倒	G1-3539	GB/T 12345—1990，21—25
496	島	G1-353A	GB/T 12345—1990，21—26
497	禱	G1-353B	GB/T 12345—1990，21—27
498	導	G1-353C	GB/T 12345—1990，21—28
499	到	G1-353D	GB/T 12345—1990，21—29
500	稻	G1-353E	GB/T 12345—1990，21—30
501	悼	G1-353F	GB/T 12345—1990，21—31
502	道	G1-3540	GB/T 12345—1990，21—32
503	盗	G1-3541	GB/T 12345—1990，21—33
504	德	G1-3542	GB/T 12345—1990，21—34
505	得	G1-3543	GB/T 12345—1990，21—35
506	的	G1-3544	GB/T 12345—1990，21—36
507	蹬	G1-3545	GB/T 12345—1990，21—37
508	燈	G1-3546	GB/T 12345—1990，21—38
509	登	G1-3547	GB/T 12345—1990，21—39
510	等	G1-3548	GB/T 12345—1990，21—40
511	瞪	G1-3549	GB/T 12345—1990，21—41
512	凳	G1-354A	GB/T 12345—1990，21—42
513	鄧	G1-354B	GB/T 12345—1990，21—43
514	堤	G1-354C	GB/T 12345—1990，21—44
515	低	G1-354D	GB/T 12345—1990，21—45
516	滴	G1-354E	GB/T 12345—1990，21—46
517	迪	G1-354F	GB/T 12345—1990，21—47
518	敵	G1-3550	GB/T 12345—1990，21—48
519	笛	G1-3551	GB/T 12345—1990，21—49
520	狄	G1-3552	GB/T 12345—1990，21—50
521	滌	G1-3553	GB/T 12345—1990，21—51
522	翟	G1-3554	GB/T 12345—1990，21—52
523	嫡	G1-3555	GB/T 12345—1990，21—53
524	抵	G1-3556	GB/T 12345—1990，21—54
525	底	G1-3557	GB/T 12345—1990，21—55
526	地	G1-3558	GB/T 12345—1990，21—56
527	蒂	G1-3559	GB/T 12345—1990，21—57
528	第	G1-355A	GB/T 12345—1990，21—58
529	帝	G1-355B	GB/T 12345—1990，21—59
530	弟	G1-355C	GB/T 12345—1990，21—60
531	遞	G1-355D	GB/T 12345—1990，21—61
532	締	G1-355E	GB/T 12345—1990，21—62
533	顛	G1-355F	GB/T 12345—1990，21—63
534	掂	G1-3560	GB/T 12345—1990，21—64
535	滇	G1-3561	GB/T 12345—1990，21—65
536	碘	G1-3562	GB/T 12345—1990，21—66
537	點	G1-3563	GB/T 12345—1990，21—67
538	典	G1-3564	GB/T 12345—1990，21—68
539	靛	G1-3565	GB/T 12345—1990，21—69
540	墊	G1-3566	GB/T 12345—1990，21—70
