num	glyph	G1-source	description
1235	江	G1-3D2D	GB/T 12345—1990，29—13
1236	疆	G1-3D2E	GB/T 12345—1990，29—14
1237	蔣	G1-3D2F	GB/T 12345—1990，29—15
1238	槳	G1-3D30	GB/T 12345—1990，29—16
1239	奬	G1-3D31	GB/T 12345—1990，29—17
1240	講	G1-3D32	GB/T 12345—1990，29—18
1241	匠	G1-3D33	GB/T 12345—1990，29—19
1242	醬	G1-3D34	GB/T 12345—1990，29—20
1243	降	G1-3D35	GB/T 12345—1990，29—21
1244	蕉	G1-3D36	GB/T 12345—1990，29—22
1245	椒	G1-3D37	GB/T 12345—1990，29—23
1246	礁	G1-3D38	GB/T 12345—1990，29—24
1247	焦	G1-3D39	GB/T 12345—1990，29—25
1248	膠	G1-3D3A	GB/T 12345—1990，29—26
1249	交	G1-3D3B	GB/T 12345—1990，29—27
1250	郊	G1-3D3C	GB/T 12345—1990，29—28
1251	澆	G1-3D3D	GB/T 12345—1990，29—29
1252	驕	G1-3D3E	GB/T 12345—1990，29—30
1253	嬌	G1-3D3F	GB/T 12345—1990，29—31
1254	嚼	G1-3D40	GB/T 12345—1990，29—32
1255	攪	G1-3D41	GB/T 12345—1990，29—33
1256	鉸	G1-3D42	GB/T 12345—1990，29—34
1257	矯	G1-3D43	GB/T 12345—1990，29—35
1258	僥	G1-3D44	GB/T 12345—1990，29—36
1259	脚	G1-3D45	GB/T 12345—1990，29—37
1260	狡	G1-3D46	GB/T 12345—1990，29—38
1261	角	G1-3D47	GB/T 12345—1990，29—39
1262	餃	G1-3D48	GB/T 12345—1990，29—40
1263	繳	G1-3D49	GB/T 12345—1990，29—41
1264	絞	G1-3D4A	GB/T 12345—1990，29—42
1265	剿	G1-3D4B	GB/T 12345—1990，29—43
1266	教	G1-3D4C	GB/T 12345—1990，29—44
1267	酵	G1-3D4D	GB/T 12345—1990，29—45
1268	轎	G1-3D4E	GB/T 12345—1990，29—46
1269	較	G1-3D4F	GB/T 12345—1990，29—47
1270	叫	G1-3D50	GB/T 12345—1990，29—48
1271	窖	G1-3D51	GB/T 12345—1990，29—49
1272	揭	G1-3D52	GB/T 12345—1990，29—50
1273	接	G1-3D53	GB/T 12345—1990，29—51
1274	皆	G1-3D54	GB/T 12345—1990，29—52
1275	秸	G1-3D55	GB/T 12345—1990，29—53
1276	街	G1-3D56	GB/T 12345—1990，29—54
1277	階	G1-3D57	GB/T 12345—1990，29—55
1278	截	G1-3D58	GB/T 12345—1990，29—56
1279	劫	G1-3D59	GB/T 12345—1990，29—57
1280	節	G1-3D5A	GB/T 12345—1990，29—58
1281	桔	G1-3D5B	GB/T 12345—1990，29—59
1282	杰	G1-3D5C	GB/T 12345—1990，29—60
1283	捷	G1-3D5D	GB/T 12345—1990，29—61
1284	睫	G1-3D5E	GB/T 12345—1990，29—62
1285	竭	G1-3D5F	GB/T 12345—1990，29—63
1286	潔	G1-3D60	GB/T 12345—1990，29—64
1287	結	G1-3D61	GB/T 12345—1990，29—65
1288	解	G1-3D62	GB/T 12345—1990，29—66
1289	姐	G1-3D63	GB/T 12345—1990，29—67
1290	戒	G1-3D64	GB/T 12345—1990，29—68
1291	藉	G1-3D65	GB/T 12345—1990，29—69
1292	芥	G1-3D66	GB/T 12345—1990，29—70
1293	界	G1-3D67	GB/T 12345—1990，29—71
1294	借	G1-3D68	GB/T 12345—1990，29—72
1295	介	G1-3D69	GB/T 12345—1990，29—73
1296	疥	G1-3D6A	GB/T 12345—1990，29—74
1297	誡	G1-3D6B	GB/T 12345—1990，29—75
1298	届	G1-3D6C	GB/T 12345—1990，29—76
1299	巾	G1-3D6D	GB/T 12345—1990，29—77
1300	筋	G1-3D6E	GB/T 12345—1990，29—78
1301	斤	G1-3D6F	GB/T 12345—1990，29—79
1302	金	G1-3D70	GB/T 12345—1990，29—80
1303	今	G1-3D71	GB/T 12345—1990，29—81
1304	津	G1-3D72	GB/T 12345—1990，29—82
1305	襟	G1-3D73	GB/T 12345—1990，29—83
1306	緊	G1-3D74	GB/T 12345—1990，29—84
1307	錦	G1-3D75	GB/T 12345—1990，29—85
1308	僅	G1-3D76	GB/T 12345—1990，29—86
1309	謹	G1-3D77	GB/T 12345—1990，29—87
1310	進	G1-3D78	GB/T 12345—1990，29—88
1311	靳	G1-3D79	GB/T 12345—1990，29—89
1312	晉	G1-3D7A	GB/T 12345—1990，29—90
1313	禁	G1-3D7B	GB/T 12345—1990，29—91
1314	近	G1-3D7C	GB/T 12345—1990，29—92
1315	燼	G1-3D7D	GB/T 12345—1990，29—93
1316	浸	G1-3D7E	GB/T 12345—1990，29—94
1317	盡	G1-3E21	GB/T 12345—1990，30—01
1318	勁	G1-3E22	GB/T 12345—1990，30—02
1319	荆	G1-3E23	GB/T 12345—1990，30—03
1320	兢	G1-3E24	GB/T 12345—1990，30—04
1321	莖	G1-3E25	GB/T 12345—1990，30—05
1322	睛	G1-3E26	GB/T 12345—1990，30—06
1323	晶	G1-3E27	GB/T 12345—1990，30—07
1324	鯨	G1-3E28	GB/T 12345—1990，30—08
1325	京	G1-3E29	GB/T 12345—1990，30—09
1326	驚	G1-3E2A	GB/T 12345—1990，30—10
1327	精	G1-3E2B	GB/T 12345—1990，30—11
1328	粳	G1-3E2C	GB/T 12345—1990，30—12
1329	經	G1-3E2D	GB/T 12345—1990，30—13
1330	井	G1-3E2E	GB/T 12345—1990，30—14
1331	警	G1-3E2F	GB/T 12345—1990，30—15
1332	景	G1-3E30	GB/T 12345—1990，30—16
1333	頸	G1-3E31	GB/T 12345—1990，30—17
1334	靜	G1-3E32	GB/T 12345—1990，30—18
1335	境	G1-3E33	GB/T 12345—1990，30—19
1336	敬	G1-3E34	GB/T 12345—1990，30—20
1337	鏡	G1-3E35	GB/T 12345—1990，30—21
1338	徑	G1-3E36	GB/T 12345—1990，30—22
1339	痙	G1-3E37	GB/T 12345—1990，30—23
1340	靖	G1-3E38	GB/T 12345—1990，30—24
1341	竟	G1-3E39	GB/T 12345—1990，30—25
1342	競	G1-3E3A	GB/T 12345—1990，30—26
1343	凈	G1-3E3B	GB/T 12345—1990，30—27
1344	炯	G1-3E3C	GB/T 12345—1990，30—28
1345	窘	G1-3E3D	GB/T 12345—1990，30—29
1346	揪	G1-3E3E	GB/T 12345—1990，30—30
1347	究	G1-3E3F	GB/T 12345—1990，30—31
1348	糾	G1-3E40	GB/T 12345—1990，30—32
1349	玖	G1-3E41	GB/T 12345—1990，30—33
1350	韭	G1-3E42	GB/T 12345—1990，30—34
1351	久	G1-3E43	GB/T 12345—1990，30—35
1352	灸	G1-3E44	GB/T 12345—1990，30—36
1353	九	G1-3E45	GB/T 12345—1990，30—37
1354	酒	G1-3E46	GB/T 12345—1990，30—38
1355	厩	G1-3E47	GB/T 12345—1990，30—39
1356	救	G1-3E48	GB/T 12345—1990，30—40
1357	舊	G1-3E49	GB/T 12345—1990，30—41
1358	臼	G1-3E4A	GB/T 12345—1990，30—42
1359	舅	G1-3E4B	GB/T 12345—1990，30—43
1360	咎	G1-3E4C	GB/T 12345—1990，30—44
1361	就	G1-3E4D	GB/T 12345—1990，30—45
1362	疚	G1-3E4E	GB/T 12345—1990，30—46
1363	鞠	G1-3E4F	GB/T 12345—1990，30—47
1364	拘	G1-3E50	GB/T 12345—1990，30—48
1365	狙	G1-3E51	GB/T 12345—1990，30—49
1366	疽	G1-3E52	GB/T 12345—1990，30—50
1367	居	G1-3E53	GB/T 12345—1990，30—51
1368	駒	G1-3E54	GB/T 12345—1990，30—52
1369	菊	G1-3E55	GB/T 12345—1990，30—53
1370	局	G1-3E56	GB/T 12345—1990，30—54
1371	咀	G1-3E57	GB/T 12345—1990，30—55
1372	矩	G1-3E58	GB/T 12345—1990，30—56
1373	舉	G1-3E59	GB/T 12345—1990，30—57
1374	沮	G1-3E5A	GB/T 12345—1990，30—58
1375	聚	G1-3E5B	GB/T 12345—1990，30—59
1376	拒	G1-3E5C	GB/T 12345—1990，30—60
1377	據	G1-3E5D	GB/T 12345—1990，30—61
1378	巨	G1-3E5E	GB/T 12345—1990，30—62
1379	具	G1-3E5F	GB/T 12345—1990，30—63
1380	距	G1-3E60	GB/T 12345—1990，30—64
1381	踞	G1-3E61	GB/T 12345—1990，30—65
1382	鋸	G1-3E62	GB/T 12345—1990，30—66
1383	俱	G1-3E63	GB/T 12345—1990，30—67
1384	句	G1-3E64	GB/T 12345—1990，30—68
1385	懼	G1-3E65	GB/T 12345—1990，30—69
1386	炬	G1-3E66	GB/T 12345—1990，30—70
1387	劇	G1-3E67	GB/T 12345—1990，30—71
1388	捐	G1-3E68	GB/T 12345—1990，30—72
1389	鵑	G1-3E69	GB/T 12345—1990，30—73
1390	娟	G1-3E6A	GB/T 12345—1990，30—74
1391	倦	G1-3E6B	GB/T 12345—1990，30—75
1392	眷	G1-3E6C	GB/T 12345—1990，30—76
1393	卷	G1-3E6D	GB/T 12345—1990，30—77
1394	絹	G1-3E6E	GB/T 12345—1990，30—78
1395	撅	G1-3E6F	GB/T 12345—1990，30—79
1396	攫	G1-3E70	GB/T 12345—1990，30—80
1397	抉	G1-3E71	GB/T 12345—1990，30—81
1398	掘	G1-3E72	GB/T 12345—1990，30—82
1399	倔	G1-3E73	GB/T 12345—1990，30—83
1400	爵	G1-3E74	GB/T 12345—1990，30—84
1401	覺	G1-3E75	GB/T 12345—1990，30—85
1402	决	G1-3E76	GB/T 12345—1990，30—86
1403	訣	G1-3E77	GB/T 12345—1990，30—87
1404	絶	G1-3E78	GB/T 12345—1990，30—88
1405	均	G1-3E79	GB/T 12345—1990，30—89
1406	菌	G1-3E7A	GB/T 12345—1990，30—90
1407	鈞	G1-3E7B	GB/T 12345—1990，30—91
1408	軍	G1-3E7C	GB/T 12345—1990，30—92
1409	君	G1-3E7D	GB/T 12345—1990，30—93
1410	峻	G1-3E7E	GB/T 12345—1990，30—94
1411	俊	G1-3F21	GB/T 12345—1990，31—01
1412	竣	G1-3F22	GB/T 12345—1990，31—02
1413	浚	G1-3F23	GB/T 12345—1990，31—03
1414	郡	G1-3F24	GB/T 12345—1990，31—04
1415	駿	G1-3F25	GB/T 12345—1990，31—05
1416	喀	G1-3F26	GB/T 12345—1990，31—06
1417	咖	G1-3F27	GB/T 12345—1990，31—07
1418	卡	G1-3F28	GB/T 12345—1990，31—08
1419	咯	G1-3F29	GB/T 12345—1990，31—09
1420	開	G1-3F2A	GB/T 12345—1990，31—10
1421	揩	G1-3F2B	GB/T 12345—1990，31—11
1422	楷	G1-3F2C	GB/T 12345—1990，31—12
1423	凱	G1-3F2D	GB/T 12345—1990，31—13
1424	慨	G1-3F2E	GB/T 12345—1990，31—14
1425	刊	G1-3F2F	GB/T 12345—1990，31—15
1426	堪	G1-3F30	GB/T 12345—1990，31—16
1427	勘	G1-3F31	GB/T 12345—1990，31—17
1428	坎	G1-3F32	GB/T 12345—1990，31—18
1429	砍	G1-3F33	GB/T 12345—1990，31—19
1430	看	G1-3F34	GB/T 12345—1990，31—20
1431	康	G1-3F35	GB/T 12345—1990，31—21
1432	慷	G1-3F36	GB/T 12345—1990，31—22
1433	糠	G1-3F37	GB/T 12345—1990，31—23
1434	扛	G1-3F38	GB/T 12345—1990，31—24
1435	抗	G1-3F39	GB/T 12345—1990，31—25
1436	亢	G1-3F3A	GB/T 12345—1990，31—26
1437	炕	G1-3F3B	GB/T 12345—1990，31—27
1438	考	G1-3F3C	GB/T 12345—1990，31—28
1439	拷	G1-3F3D	GB/T 12345—1990，31—29
1440	烤	G1-3F3E	GB/T 12345—1990，31—30
1441	靠	G1-3F3F	GB/T 12345—1990，31—31
1442	坷	G1-3F40	GB/T 12345—1990，31—32
1443	苛	G1-3F41	GB/T 12345—1990，31—33
1444	柯	G1-3F42	GB/T 12345—1990，31—34
1445	棵	G1-3F43	GB/T 12345—1990，31—35
1446	磕	G1-3F44	GB/T 12345—1990，31—36
1447	顆	G1-3F45	GB/T 12345—1990，31—37
1448	科	G1-3F46	GB/T 12345—1990，31—38
1449	殻	G1-3F47	GB/T 12345—1990，31—39
1450	咳	G1-3F48	GB/T 12345—1990，31—40
1451	可	G1-3F49	GB/T 12345—1990，31—41
1452	渴	G1-3F4A	GB/T 12345—1990，31—42
1453	克	G1-3F4B	GB/T 12345—1990，31—43
1454	刻	G1-3F4C	GB/T 12345—1990，31—44
1455	客	G1-3F4D	GB/T 12345—1990，31—45
1456	課	G1-3F4E	GB/T 12345—1990，31—46
1457	肯	G1-3F4F	GB/T 12345—1990，31—47
1458	啃	G1-3F50	GB/T 12345—1990，31—48
1459	墾	G1-3F51	GB/T 12345—1990，31—49
1460	懇	G1-3F52	GB/T 12345—1990，31—50
1461	坑	G1-3F53	GB/T 12345—1990，31—51
1462	吭	G1-3F54	GB/T 12345—1990，31—52
1463	空	G1-3F55	GB/T 12345—1990，31—53
1464	恐	G1-3F56	GB/T 12345—1990，31—54
1465	孔	G1-3F57	GB/T 12345—1990，31—55
1466	控	G1-3F58	GB/T 12345—1990，31—56
1467	摳	G1-3F59	GB/T 12345—1990，31—57
1468	口	G1-3F5A	GB/T 12345—1990，31—58
1469	扣	G1-3F5B	GB/T 12345—1990，31—59
1470	寇	G1-3F5C	GB/T 12345—1990，31—60
1471	枯	G1-3F5D	GB/T 12345—1990，31—61
1472	哭	G1-3F5E	GB/T 12345—1990，31—62
1473	窟	G1-3F5F	GB/T 12345—1990，31—63
1474	苦	G1-3F60	GB/T 12345—1990，31—64
1475	酷	G1-3F61	GB/T 12345—1990，31—65
1476	庫	G1-3F62	GB/T 12345—1990，31—66
1477	褲	G1-3F63	GB/T 12345—1990，31—67
1478	誇	G1-3F64	GB/T 12345—1990，31—68
1479	垮	G1-3F65	GB/T 12345—1990，31—69
1480	挎	G1-3F66	GB/T 12345—1990，31—70
1481	跨	G1-3F67	GB/T 12345—1990，31—71
1482	胯	G1-3F68	GB/T 12345—1990，31—72
1483	塊	G1-3F69	GB/T 12345—1990，31—73
1484	筷	G1-3F6A	GB/T 12345—1990，31—74
1485	儈	G1-3F6B	GB/T 12345—1990，31—75
1486	快	G1-3F6C	GB/T 12345—1990，31—76
1487	寬	G1-3F6D	GB/T 12345—1990，31—77
1488	款	G1-3F6E	GB/T 12345—1990，31—78
1489	匡	G1-3F6F	GB/T 12345—1990，31—79
1490	筐	G1-3F70	GB/T 12345—1990，31—80
1491	狂	G1-3F71	GB/T 12345—1990，31—81
1492	框	G1-3F72	GB/T 12345—1990，31—82
1493	礦	G1-3F73	GB/T 12345—1990，31—83
1494	眶	G1-3F74	GB/T 12345—1990，31—84
1495	曠	G1-3F75	GB/T 12345—1990，31—85
1496	况	G1-3F76	GB/T 12345—1990，31—86
1497	虧	G1-3F77	GB/T 12345—1990，31—87
1498	盔	G1-3F78	GB/T 12345—1990，31—88
1499	巋	G1-3F79	GB/T 12345—1990，31—89
1500	窺	G1-3F7A	GB/T 12345—1990，31—90
1501	葵	G1-3F7B	GB/T 12345—1990，31—91
1502	奎	G1-3F7C	GB/T 12345—1990，31—92
1503	魁	G1-3F7D	GB/T 12345—1990，31—93
1504	傀	G1-3F7E	GB/T 12345—1990，31—94
1505	饋	G1-4021	GB/T 12345—1990，32—01
1506	愧	G1-4022	GB/T 12345—1990，32—02
1507	潰	G1-4023	GB/T 12345—1990，32—03
1508	坤	G1-4024	GB/T 12345—1990，32—04
1509	昆	G1-4025	GB/T 12345—1990，32—05
1510	捆	G1-4026	GB/T 12345—1990，32—06
1511	困	G1-4027	GB/T 12345—1990，32—07
1512	括	G1-4028	GB/T 12345—1990，32—08
1513	擴	G1-4029	GB/T 12345—1990，32—09
1514	廓	G1-402A	GB/T 12345—1990，32—10
1515	闊	G1-402B	GB/T 12345—1990，32—11
1516	垃	G1-402C	GB/T 12345—1990，32—12
1517	拉	G1-402D	GB/T 12345—1990，32—13
1518	喇	G1-402E	GB/T 12345—1990，32—14
1519	蠟	G1-402F	GB/T 12345—1990，32—15
1520	臘	G1-4030	GB/T 12345—1990，32—16
1521	辣	G1-4031	GB/T 12345—1990，32—17
1522	啦	G1-4032	GB/T 12345—1990，32—18
1523	萊	G1-4033	GB/T 12345—1990，32—19
1524	來	G1-4034	GB/T 12345—1990，32—20
1525	賴	G1-4035	GB/T 12345—1990，32—21
1526	藍	G1-4036	GB/T 12345—1990，32—22
1527	婪	G1-4037	GB/T 12345—1990，32—23
1528	欄	G1-4038	GB/T 12345—1990，32—24
1529	攔	G1-4039	GB/T 12345—1990，32—25
1530	籃	G1-403A	GB/T 12345—1990，32—26
1531	闌	G1-403B	GB/T 12345—1990，32—27
1532	蘭	G1-403C	GB/T 12345—1990，32—28
1533	瀾	G1-403D	GB/T 12345—1990，32—29
1534	讕	G1-403E	GB/T 12345—1990，32—30
1535	攬	G1-403F	GB/T 12345—1990，32—31
1536	覽	G1-4040	GB/T 12345—1990，32—32
1537	懶	G1-4041	GB/T 12345—1990，32—33
1538	纜	G1-4042	GB/T 12345—1990，32—34
1539	爛	G1-4043	GB/T 12345—1990，32—35
1540	濫	G1-4044	GB/T 12345—1990，32—36
1541	琅	G1-4045	GB/T 12345—1990，32—37
1542	榔	G1-4046	GB/T 12345—1990，32—38
1543	狼	G1-4047	GB/T 12345—1990，32—39
1544	廊	G1-4048	GB/T 12345—1990，32—40
1545	郎	G1-4049	GB/T 12345—1990，32—41
1546	朗	G1-404A	GB/T 12345—1990，32—42
1547	浪	G1-404B	GB/T 12345—1990，32—43
1548	撈	G1-404C	GB/T 12345—1990，32—44
1549	勞	G1-404D	GB/T 12345—1990，32—45
1550	牢	G1-404E	GB/T 12345—1990，32—46
1551	老	G1-404F	GB/T 12345—1990，32—47
1552	佬	G1-4050	GB/T 12345—1990，32—48
1553	姥	G1-4051	GB/T 12345—1990，32—49
1554	酪	G1-4052	GB/T 12345—1990，32—50
1555	烙	G1-4053	GB/T 12345—1990，32—51
1556	澇	G1-4054	GB/T 12345—1990，32—52
1557	勒	G1-4055	GB/T 12345—1990，32—53
1558	樂	G1-4056	GB/T 12345—1990，32—54
1559	雷	G1-4057	GB/T 12345—1990，32—55
1560	鐳	G1-4058	GB/T 12345—1990，32—56
1561	蕾	G1-4059	GB/T 12345—1990，32—57
1562	磊	G1-405A	GB/T 12345—1990，32—58
1563	累	G1-405B	GB/T 12345—1990，32—59
1564	儡	G1-405C	GB/T 12345—1990，32—60
1565	壘	G1-405D	GB/T 12345—1990，32—61
1566	擂	G1-405E	GB/T 12345—1990，32—62
1567	肋	G1-405F	GB/T 12345—1990，32—63
1568	類	G1-4060	GB/T 12345—1990，32—64
1569	泪	G1-4061	GB/T 12345—1990，32—65
1570	棱	G1-4062	GB/T 12345—1990，32—66
1571	楞	G1-4063	GB/T 12345—1990，32—67
1572	冷	G1-4064	GB/T 12345—1990，32—68
1573	厘	G1-4065	GB/T 12345—1990，32—69
1574	梨	G1-4066	GB/T 12345—1990，32—70
1575	犁	G1-4067	GB/T 12345—1990，32—71
1576	黎	G1-4068	GB/T 12345—1990，32—72
1577	籬	G1-4069	GB/T 12345—1990，32—73
1578	狸	G1-406A	GB/T 12345—1990，32—74
1579	離	G1-406B	GB/T 12345—1990，32—75
1580	灕	G1-406C	GB/T 12345—1990，32—76
1581	理	G1-406D	GB/T 12345—1990，32—77
1582	李	G1-406E	GB/T 12345—1990，32—78
1583	裏	G1-406F	GB/T 12345—1990，32—79
1584	鯉	G1-4070	GB/T 12345—1990，32—80
1585	禮	G1-4071	GB/T 12345—1990，32—81
1586	莉	G1-4072	GB/T 12345—1990，32—82
1587	荔	G1-4073	GB/T 12345—1990，32—83
1588	吏	G1-4074	GB/T 12345—1990，32—84
1589	栗	G1-4075	GB/T 12345—1990，32—85
1590	麗	G1-4076	GB/T 12345—1990，32—86
1591	厲	G1-4077	GB/T 12345—1990，32—87
1592	勵	G1-4078	GB/T 12345—1990，32—88
1593	礫	G1-4079	GB/T 12345—1990，32—89
1594	歷	G1-407A	GB/T 12345—1990，32—90
1595	利	G1-407B	GB/T 12345—1990，32—91
1596	傈	G1-407C	GB/T 12345—1990，32—92
1597	例	G1-407D	GB/T 12345—1990，32—93
1598	俐	G1-407E	GB/T 12345—1990，32—94
1599	痢	G1-4121	GB/T 12345—1990，33—01
1600	立	G1-4122	GB/T 12345—1990，33—02
1601	粒	G1-4123	GB/T 12345—1990，33—03
1602	瀝	G1-4124	GB/T 12345—1990，33—04
1603	隸	G1-4125	GB/T 12345—1990，33—05
1604	力	G1-4126	GB/T 12345—1990，33—06
1605	璃	G1-4127	GB/T 12345—1990，33—07
1606	哩	G1-4128	GB/T 12345—1990，33—08
1607	倆	G1-4129	GB/T 12345—1990，33—09
1608	聯	G1-412A	GB/T 12345—1990，33—10
1609	蓮	G1-412B	GB/T 12345—1990，33—11
1610	連	G1-412C	GB/T 12345—1990，33—12
1611	鐮	G1-412D	GB/T 12345—1990，33—13
1612	廉	G1-412E	GB/T 12345—1990，33—14
1613	憐	G1-412F	GB/T 12345—1990，33—15
1614	漣	G1-4130	GB/T 12345—1990，33—16
1615	簾	G1-4131	GB/T 12345—1990，33—17
1616	斂	G1-4132	GB/T 12345—1990，33—18
1617	臉	G1-4133	GB/T 12345—1990，33—19
1618	鏈	G1-4134	GB/T 12345—1990，33—20
1619	戀	G1-4135	GB/T 12345—1990，33—21
1620	煉	G1-4136	GB/T 12345—1990，33—22
1621	練	G1-4137	GB/T 12345—1990，33—23
1622	糧	G1-4138	GB/T 12345—1990，33—24
1623	凉	G1-4139	GB/T 12345—1990，33—25
1624	梁	G1-413A	GB/T 12345—1990，33—26
1625	粱	G1-413B	GB/T 12345—1990，33—27
1626	良	G1-413C	GB/T 12345—1990，33—28
1627	兩	G1-413D	GB/T 12345—1990，33—29
1628	輛	G1-413E	GB/T 12345—1990，33—30
1629	量	G1-413F	GB/T 12345—1990，33—31
1630	晾	G1-4140	GB/T 12345—1990，33—32
1631	亮	G1-4141	GB/T 12345—1990，33—33
1632	諒	G1-4142	GB/T 12345—1990，33—34
1633	撩	G1-4143	GB/T 12345—1990，33—35
1634	聊	G1-4144	GB/T 12345—1990，33—36
1635	僚	G1-4145	GB/T 12345—1990，33—37
1636	療	G1-4146	GB/T 12345—1990，33—38
1637	燎	G1-4147	GB/T 12345—1990，33—39
1638	寥	G1-4148	GB/T 12345—1990，33—40
1639	遼	G1-4149	GB/T 12345—1990，33—41
1640	潦	G1-414A	GB/T 12345—1990，33—42
1641	了	G1-414B	GB/T 12345—1990，33—43
1642	撂	G1-414C	GB/T 12345—1990，33—44
1643	鐐	G1-414D	GB/T 12345—1990，33—45
1644	廖	G1-414E	GB/T 12345—1990，33—46
1645	料	G1-414F	GB/T 12345—1990，33—47
1646	列	G1-4150	GB/T 12345—1990，33—48
1647	裂	G1-4151	GB/T 12345—1990，33—49
1648	烈	G1-4152	GB/T 12345—1990，33—50
1649	劣	G1-4153	GB/T 12345—1990，33—51
1650	獵	G1-4154	GB/T 12345—1990，33—52
1651	琳	G1-4155	GB/T 12345—1990，33—53
1652	林	G1-4156	GB/T 12345—1990，33—54
1653	磷	G1-4157	GB/T 12345—1990，33—55
1654	霖	G1-4158	GB/T 12345—1990，33—56
1655	臨	G1-4159	GB/T 12345—1990，33—57
1656	鄰	G1-415A	GB/T 12345—1990，33—58
1657	鱗	G1-415B	GB/T 12345—1990，33—59
1658	淋	G1-415C	GB/T 12345—1990，33—60
1659	凛	G1-415D	GB/T 12345—1990，33—61
1660	賃	G1-415E	GB/T 12345—1990，33—62
1661	吝	G1-415F	GB/T 12345—1990，33—63
1662	拎	G1-4160	GB/T 12345—1990，33—64
1663	玲	G1-4161	GB/T 12345—1990，33—65
1664	菱	G1-4162	GB/T 12345—1990，33—66
1665	零	G1-4163	GB/T 12345—1990，33—67
1666	齡	G1-4164	GB/T 12345—1990，33—68
1667	鈴	G1-4165	GB/T 12345—1990，33—69
1668	伶	G1-4166	GB/T 12345—1990，33—70
1669	羚	G1-4167	GB/T 12345—1990，33—71
1670	凌	G1-4168	GB/T 12345—1990，33—72
1671	靈	G1-4169	GB/T 12345—1990，33—73
1672	陵	G1-416A	GB/T 12345—1990，33—74
1673	嶺	G1-416B	GB/T 12345—1990，33—75
1674	領	G1-416C	GB/T 12345—1990，33—76
1675	另	G1-416D	GB/T 12345—1990，33—77
1676	令	G1-416E	GB/T 12345—1990，33—78
1677	溜	G1-416F	GB/T 12345—1990，33—79
1678	琉	G1-4170	GB/T 12345—1990，33—80
1679	榴	G1-4171	GB/T 12345—1990，33—81
1680	硫	G1-4172	GB/T 12345—1990，33—82
1681	餾	G1-4173	GB/T 12345—1990，33—83
1682	留	G1-4174	GB/T 12345—1990，33—84
1683	劉	G1-4175	GB/T 12345—1990，33—85
1684	瘤	G1-4176	GB/T 12345—1990，33—86
1685	流	G1-4177	GB/T 12345—1990，33—87
1686	柳	G1-4178	GB/T 12345—1990，33—88
1687	六	G1-4179	GB/T 12345—1990，33—89
1688	龍	G1-417A	GB/T 12345—1990，33—90
1689	聾	G1-417B	GB/T 12345—1990，33—91
1690	嚨	G1-417C	GB/T 12345—1990，33—92
1691	籠	G1-417D	GB/T 12345—1990，33—93
1692	窿	G1-417E	GB/T 12345—1990，33—94
1693	隆	G1-4221	GB/T 12345—1990，34—01
1694	壟	G1-4222	GB/T 12345—1990，34—02
1695	攏	G1-4223	GB/T 12345—1990，34—03
1696	隴	G1-4224	GB/T 12345—1990，34—04
1697	樓	G1-4225	GB/T 12345—1990，34—05
1698	婁	G1-4226	GB/T 12345—1990，34—06
1699	摟	G1-4227	GB/T 12345—1990，34—07
1700	簍	G1-4228	GB/T 12345—1990，34—08
1701	漏	G1-4229	GB/T 12345—1990，34—09
1702	陋	G1-422A	GB/T 12345—1990，34—10
1703	蘆	G1-422B	GB/T 12345—1990，34—11
1704	盧	G1-422C	GB/T 12345—1990，34—12
1705	顱	G1-422D	GB/T 12345—1990，34—13
1706	廬	G1-422E	GB/T 12345—1990，34—14
1707	爐	G1-422F	GB/T 12345—1990，34—15
1708	擄	G1-4230	GB/T 12345—1990，34—16
1709	滷	G1-4231	GB/T 12345—1990，34—17
1710	虜	G1-4232	GB/T 12345—1990，34—18
1711	魯	G1-4233	GB/T 12345—1990，34—19
1712	麓	G1-4234	GB/T 12345—1990，34—20
1713	碌	G1-4235	GB/T 12345—1990，34—21
1714	露	G1-4236	GB/T 12345—1990，34—22
1715	路	G1-4237	GB/T 12345—1990，34—23
1716	賂	G1-4238	GB/T 12345—1990，34—24
1717	鹿	G1-4239	GB/T 12345—1990，34—25
1718	潞	G1-423A	GB/T 12345—1990，34—26
1719	禄	G1-423B	GB/T 12345—1990，34—27
1720	録	G1-423C	GB/T 12345—1990，34—28
1721	陸	G1-423D	GB/T 12345—1990，34—29
1722	戮	G1-423E	GB/T 12345—1990，34—30
1723	驢	G1-423F	GB/T 12345—1990，34—31
1724	吕	G1-4240	GB/T 12345—1990，34—32
1725	鋁	G1-4241	GB/T 12345—1990，34—33
1726	侣	G1-4242	GB/T 12345—1990，34—34
1727	旅	G1-4243	GB/T 12345—1990，34—35
1728	履	G1-4244	GB/T 12345—1990，34—36
1729	屢	G1-4245	GB/T 12345—1990，34—37
1730	縷	G1-4246	GB/T 12345—1990，34—38
1731	慮	G1-4247	GB/T 12345—1990，34—39
1732	氯	G1-4248	GB/T 12345—1990，34—40
1733	律	G1-4249	GB/T 12345—1990，34—41
1734	率	G1-424A	GB/T 12345—1990，34—42
1735	濾	G1-424B	GB/T 12345—1990，34—43
1736	緑	G1-424C	GB/T 12345—1990，34—44
1737	巒	G1-424D	GB/T 12345—1990，34—45
1738	攣	G1-424E	GB/T 12345—1990，34—46
1739	孿	G1-424F	GB/T 12345—1990，34—47
1740	灤	G1-4250	GB/T 12345—1990，34—48
