num	glyph	GT-source	description
1970	捷	GT-2212	标准电码本，2212
1971	揍	GT-2213	标准电码本，2213
1972	捻	GT-2214	标准电码本，2214
1973	掀	GT-2216	标准电码本，2216
1974	扫	GT-2217	标准电码本，2217
1975	掇	GT-2218	标准电码本，2218
1976	授	GT-2219	标准电码本，2219
1977	掉	GT-2220	标准电码本，2220
1978	掊	GT-2221	标准电码本，2221
1979	掌	GT-2222	标准电码本，2222
1980	掏	GT-2223	标准电码本，2223
1981	掎	GT-2224	标准电码本，2224
1982	掐	GT-2225	标准电码本，2225
1983	排	GT-2226	标准电码本，2226
1984	掖	GT-2227	标准电码本，2227
1985	掘	GT-2228	标准电码本，2228
1986	掠	GT-2230	标准电码本，2230
1987	探	GT-2232	标准电码本，2232
1988	掣	GT-2233	标准电码本，2233
1989	接	GT-2234	标准电码本，2234
1990	控	GT-2235	标准电码本，2235
1991	推	GT-2236	标准电码本，2236
1992	掩	GT-2237	标准电码本，2237
1993	措	GT-2238	标准电码本，2238
1994	掬	GT-2239	标准电码本，2239
1995	掯	GT-2240	标准电码本，2240
1996	抡	GT-2241	标准电码本，2241
1997	拣	GT-2245	标准电码本，2245
1998	揄	GT-2246	标准电码本，2246
1999	揆	GT-2247	标准电码本，2247
2000	揉	GT-2248	标准电码本，2248
2001	描	GT-2249	标准电码本，2249
2002	捏	GT-2250	标准电码本，2250
2003	提	GT-2251	标准电码本，2251
2004	插	GT-2252	标准电码本，2252
2005	揖	GT-2253	标准电码本，2253
2006	扬	GT-2254	标准电码本，2254
2007	换	GT-2255	标准电码本，2255
2008	揠	GT-2257	标准电码本，2257
2009	搽	GT-2258	标准电码本，2258
2010	握	GT-2259	标准电码本，2259
2011	揣	GT-2260	标准电码本，2260
2012	揩	GT-2261	标准电码本，2261
2013	揪	GT-2262	标准电码本，2262
2014	揭	GT-2263	标准电码本，2263
2015	挥	GT-2264	标准电码本，2264
2016	援	GT-2266	标准电码本，2266
2017	掾	GT-2268	标准电码本，2268
2018	搞	GT-2269	标准电码本，2269
2019	搧	GT-2271	标准电码本，2271
2020	损	GT-2275	标准电码本，2275
2021	搏	GT-2276	标准电码本，2276
2022	搒	GT-2277	标准电码本，2277
2023	搓	GT-2278	标准电码本，2278
2024	搔	GT-2279	标准电码本，2279
2025	摇	GT-2280	标准电码本，2280
2026	捣	GT-2281	标准电码本，2281
2027	搜	GT-2282	标准电码本，2282
2028	搠	GT-2283	标准电码本，2283
2029	搦	GT-2286	标准电码本，2286
2030	搪	GT-2288	标准电码本，2288
2031	搬	GT-2289	标准电码本，2289
2032	搭	GT-2290	标准电码本，2290
2033	搴	GT-2291	标准电码本，2291
2034	摔	GT-2292	标准电码本，2292
2035	抢	GT-2293	标准电码本，2293
2036	搐	GT-2294	标准电码本，2294
2037	掺	GT-2296	标准电码本，2296
2038	撂	GT-2297	标准电码本，2297
2039	摘	GT-2298	标准电码本，2298
2040	搂	GT-2299	标准电码本，2299
2041	撑	GT-2300	标准电码本，2300
2042	摧	GT-2301	标准电码本，2301
2043	摩	GT-2302	标准电码本，2302
2044	摭	GT-2303	标准电码本，2303
2045	挚	GT-2304	标准电码本，2304
2046	抠	GT-2305	标准电码本，2305
2047	抟	GT-2306	标准电码本，2306
2048	摸	GT-2307	标准电码本，2307
2049	摹	GT-2308	标准电码本，2308
2050	摺	GT-2309	标准电码本，2309
2051	掴	GT-2310	标准电码本，2310
2052	摒	GT-2311	标准电码本，2311
2053	撅	GT-2313	标准电码本，2313
2054	撩	GT-2316	标准电码本，2316
2055	撇	GT-2317	标准电码本，2317
2056	捞	GT-2318	标准电码本，2318
2057	撒	GT-2320	标准电码本，2320
2058	挠	GT-2321	标准电码本，2321
2059	撕	GT-2322	标准电码本，2322
2060	撙	GT-2323	标准电码本，2323
2061	撞	GT-2326	标准电码本，2326
2062	撤	GT-2327	标准电码本，2327
2063	拨	GT-2328	标准电码本，2328
2064	抚	GT-2329	标准电码本，2329
2065	播	GT-2330	标准电码本，2330
2066	撮	GT-2331	标准电码本，2331
2067	撰	GT-2332	标准电码本，2332
2068	撬	GT-2334	标准电码本，2334
2069	掼	GT-2335	标准电码本，2335
2070	攉	GT-2336	标准电码本，2336
2071	挞	GT-2337	标准电码本，2337
2072	撼	GT-2338	标准电码本，2338
2073	挝	GT-2339	标准电码本，2339
2074	拥	GT-2340	标准电码本，2340
2075	擂	GT-2341	标准电码本，2341
2076	掳	GT-2342	标准电码本，2342
2077	擅	GT-2343	标准电码本，2343
2078	择	GT-2344	标准电码本，2344
2079	击	GT-2345	标准电码本，2345
2080	挡	GT-2346	标准电码本，2346
2081	操	GT-2347	标准电码本，2347
2082	擎	GT-2348	标准电码本，2348
2083	拧	GT-2349	标准电码本，2349
2084	擒	GT-2350	标准电码本，2350
2085	擗	GT-2352	标准电码本，2352
2086	擘	GT-2353	标准电码本，2353
2087	撷	GT-2355	标准电码本，2355
2088	搀	GT-2356	标准电码本，2356
2089	挤	GT-2357	标准电码本，2357
2090	擢	GT-2359	标准电码本，2359
2091	擦	GT-2361	标准电码本，2361
2092	拟	GT-2362	标准电码本，2362
2093	摈	GT-2363	标准电码本，2363
2094	搁	GT-2364	标准电码本，2364
2095	撵	GT-2365	标准电码本，2365
2096	擭	GT-2366	标准电码本，2366
2097	掷	GT-2367	标准电码本，2367
2098	扩	GT-2368	标准电码本，2368
2099	摆	GT-2369	标准电码本，2369
2100	擞	GT-2370	标准电码本，2370
2101	扰	GT-2371	标准电码本，2371
2102	攀	GT-2372	标准电码本，2372
2103	摅	GT-2373	标准电码本，2373
2104	拦	GT-2374	标准电码本，2374
2105	撄	GT-2375	标准电码本，2375
2106	攘	GT-2376	标准电码本，2376
2107	携	GT-2377	标准电码本，2377
2108	摄	GT-2378	标准电码本，2378
2109	拢	GT-2379	标准电码本，2379
2110	攒	GT-2380	标准电码本，2380
2111	挛	GT-2381	标准电码本，2381
2112	摊	GT-2382	标准电码本，2382
2113	搅	GT-2383	标准电码本，2383
2114	攫	GT-2384	标准电码本，2384
2115	揽	GT-2385	标准电码本，2385
2116	拃	GT-2387	标准电码本，2387
2117	支	GT-2388	标准电码本，2388
2118	塃	GT-2390	标准电码本，2390
2119	攴	GT-2391	标准电码本，2391
2120	收	GT-2392	标准电码本，2392
2121	攸	GT-2394	标准电码本，2394
2122	改	GT-2395	标准电码本，2395
2123	攻	GT-2396	标准电码本，2396
2124	放	GT-2397	标准电码本，2397
2125	政	GT-2398	标准电码本，2398
2126	故	GT-2399	标准电码本，2399
2127	效	GT-2400	标准电码本，2400
2128	敉	GT-2401	标准电码本，2401
2129	教	GT-2403	标准电码本，2403
2130	敏	GT-2404	标准电码本，2404
2131	救	GT-2405	标准电码本，2405
2132	敕	GT-2406	标准电码本，2406
2133	敖	GT-2407	标准电码本，2407
2134	败	GT-2408	标准电码本，2408
2135	敝	GT-2411	标准电码本，2411
2136	敞	GT-2412	标准电码本，2412
2137	敢	GT-2413	标准电码本，2413
2138	散	GT-2414	标准电码本，2414
2139	敦	GT-2415	标准电码本，2415
2140	夐	GT-2416	标准电码本，2416
2141	敬	GT-2417	标准电码本，2417
2142	敲	GT-2418	标准电码本，2418
2143	整	GT-2419	标准电码本，2419
2144	敌	GT-2420	标准电码本，2420
2145	敷	GT-2421	标准电码本，2421
2146	数	GT-2422	标准电码本，2422
2147	敛	GT-2425	标准电码本，2425
2148	毙	GT-2426	标准电码本，2426
2149	敩	GT-2427	标准电码本，2427
2150	文	GT-2429	标准电码本，2429
2151	斌	GT-2430	标准电码本，2430
2152	斐	GT-2431	标准电码本，2431
2153	斑	GT-2432	标准电码本，2432
2154	斓	GT-2433	标准电码本，2433
2155	蟥	GT-2434	标准电码本，2434
2156	斗	GT-2435	标准电码本，2435
2157	料	GT-2436	标准电码本，2436
2158	斛	GT-2437	标准电码本，2437
2159	斜	GT-2438	标准电码本，2438
2160	斝	GT-2439	标准电码本，2439
2161	斟	GT-2440	标准电码本，2440
2162	斡	GT-2441	标准电码本，2441
2163	斢	GT-2442	标准电码本，2442
2164	斤	GT-2443	标准电码本，2443
2165	斥	GT-2444	标准电码本，2444
2166	斧	GT-2445	标准电码本，2445
2167	斨	GT-2446	标准电码本，2446
2168	斩	GT-2447	标准电码本，2447
2169	斯	GT-2448	标准电码本，2448
2170	新	GT-2450	标准电码本，2450
2171	断	GT-2451	标准电码本，2451
2172	方	GT-2455	标准电码本，2455
2173	於	GT-2456	标准电码本，2456
2174	施	GT-2457	标准电码本，2457
2175	旎	GT-2459	标准电码本，2459
2176	旁	GT-2460	标准电码本，2460
2177	旂	GT-2461	标准电码本，2461
2178	旃	GT-2462	标准电码本，2462
2179	旄	GT-2463	标准电码本，2463
2180	旅	GT-2464	标准电码本，2464
2181	旆	GT-2465	标准电码本，2465
2182	旋	GT-2467	标准电码本，2467
2183	旌	GT-2468	标准电码本，2468
2184	族	GT-2469	标准电码本，2469
2185	旖	GT-2470	标准电码本，2470
2186	旒	GT-2471	标准电码本，2471
2187	旗	GT-2475	标准电码本，2475
2188	烩	GT-2476	标准电码本，2476
2189	无	GT-2477	标准电码本，2477
2190	既	GT-2478	标准电码本，2478
2191	日	GT-2480	标准电码本，2480
2192	旦	GT-2481	标准电码本，2481
2193	旨	GT-2482	标准电码本，2482
2194	早	GT-2483	标准电码本，2483
2195	旬	GT-2484	标准电码本，2484
2196	旭	GT-2485	标准电码本，2485
2197	旰	GT-2486	标准电码本，2486
2198	旱	GT-2487	标准电码本，2487
2199	晒	GT-2488	标准电码本，2488
2200	旺	GT-2489	标准电码本，2489
2201	昌	GT-2490	标准电码本，2490
2202	昂	GT-2491	标准电码本，2491
2203	昆	GT-2492	标准电码本，2492
2204	昃	GT-2493	标准电码本，2493
2205	明	GT-2494	标准电码本，2494
2206	昏	GT-2495	标准电码本，2495
2207	易	GT-2496	标准电码本，2496
2208	昔	GT-2497	标准电码本，2497
2209	晗	GT-2498	标准电码本，2498
2210	昉	GT-2499	标准电码本，2499
2211	昕	GT-2500	标准电码本，2500
2212	昝	GT-2501	标准电码本，2501
2213	星	GT-2502	标准电码本，2502
2214	映	GT-2503	标准电码本，2503
2215	春	GT-2504	标准电码本，2504
2216	昧	GT-2505	标准电码本，2505
2217	昨	GT-2506	标准电码本，2506
2218	昭	GT-2507	标准电码本，2507
2219	是	GT-2508	标准电码本，2508
2220	昱	GT-2509	标准电码本，2509
2221	昴	GT-2510	标准电码本，2510
2222	昵	GT-2511	标准电码本，2511
2223	昶	GT-2512	标准电码本，2512
2224	晁	GT-2513	标准电码本，2513
2225	时	GT-2514	标准电码本，2514
2226	晃	GT-2515	标准电码本，2515
2227	晋	GT-2516	标准电码本，2516
2228	晌	GT-2517	标准电码本，2517
2229	晏	GT-2518	标准电码本，2518
2230	晚	GT-2519	标准电码本，2519
2231	晢	GT-2520	标准电码本，2520
2232	昼	GT-2521	标准电码本，2521
2233	晞	GT-2522	标准电码本，2522
2234	晡	GT-2523	标准电码本，2523
2235	晤	GT-2524	标准电码本，2524
2236	晨	GT-2525	标准电码本，2525
2237	晦	GT-2526	标准电码本，2526
2238	暎	GT-2527	标准电码本，2527
2239	普	GT-2528	标准电码本，2528
2240	景	GT-2529	标准电码本，2529
2241	晰	GT-2530	标准电码本，2530
2242	晳	GT-2531	标准电码本，2531
2243	晴	GT-2532	标准电码本，2532
2244	晶	GT-2533	标准电码本，2533
2245	晷	GT-2534	标准电码本，2534
2246	智	GT-2535	标准电码本，2535
2247	晬	GT-2536	标准电码本，2536
2248	暄	GT-2537	标准电码本，2537
2249	暇	GT-2538	标准电码本，2538
2250	暍	GT-2539	标准电码本，2539
2251	暑	GT-2540	标准电码本，2540
2252	暖	GT-2541	标准电码本，2541
2253	暗	GT-2542	标准电码本，2542
2254	旸	GT-2543	标准电码本，2543
2255	暝	GT-2544	标准电码本，2544
2256	畅	GT-2545	标准电码本，2545
2257	晕	GT-2546	标准电码本，2546
2258	晖	GT-2547	标准电码本，2547
2259	暂	GT-2548	标准电码本，2548
2260	旻	GT-2549	标准电码本，2549
2261	暮	GT-2550	标准电码本，2550
2262	暴	GT-2552	标准电码本，2552
2263	暹	GT-2554	标准电码本，2554
2264	暨	GT-2555	标准电码本，2555
2265	晓	GT-2556	标准电码本，2556
2266	暾	GT-2557	标准电码本，2557
2267	昙	GT-2560	标准电码本，2560
2268	曙	GT-2562	标准电码本，2562
2269	曛	GT-2564	标准电码本，2564
2270	曜	GT-2565	标准电码本，2565
2271	曝	GT-2566	标准电码本，2566
2272	旷	GT-2568	标准电码本，2568
2273	曦	GT-2569	标准电码本，2569
2274	昽	GT-2570	标准电码本，2570
2275	曩	GT-2571	标准电码本，2571
2276	昇	GT-2573	标准电码本，2573
2277	曰	GT-2574	标准电码本，2574
2278	曲	GT-2575	标准电码本，2575
2279	曳	GT-2576	标准电码本，2576
2280	更	GT-2577	标准电码本，2577
2281	曷	GT-2578	标准电码本，2578
2282	书	GT-2579	标准电码本，2579
2283	曹	GT-2580	标准电码本，2580
2284	曼	GT-2581	标准电码本，2581
2285	曾	GT-2582	标准电码本，2582
2286	替	GT-2583	标准电码本，2583
2287	最	GT-2584	标准电码本，2584
2288	会	GT-2585	标准电码本，2585
2289	月	GT-2588	标准电码本，2588
2290	有	GT-2589	标准电码本，2589
2291	朋	GT-2590	标准电码本，2590
2292	服	GT-2591	标准电码本，2591
2293	朔	GT-2592	标准电码本，2592
2294	朐	GT-2593	标准电码本，2593
2295	朓	GT-2594	标准电码本，2594
2296	朕	GT-2596	标准电码本，2596
2297	朗	GT-2597	标准电码本，2597
2298	望	GT-2598	标准电码本，2598
2299	朝	GT-2600	标准电码本，2600
2300	期	GT-2601	标准电码本，2601
2301	朦	GT-2603	标准电码本，2603
2302	胧	GT-2604	标准电码本，2604
2303	耠	GT-2605	标准电码本，2605
2304	木	GT-2606	标准电码本，2606
2305	未	GT-2607	标准电码本，2607
2306	末	GT-2608	标准电码本，2608
2307	本	GT-2609	标准电码本，2609
2308	札	GT-2610	标准电码本，2610
2309	术	GT-2611	标准电码本，2611
2310	朱	GT-2612	标准电码本，2612
2311	朴	GT-2613	标准电码本，2613
2312	朵	GT-2614	标准电码本，2614
2313	朽	GT-2615	标准电码本，2615
2314	杆	GT-2616	标准电码本，2616
2315	杈	GT-2617	标准电码本，2617
2316	杷	GT-2618	标准电码本，2618
2317	杉	GT-2619	标准电码本，2619
2318	杌	GT-2620	标准电码本，2620
2319	李	GT-2621	标准电码本，2621
2320	杏	GT-2622	标准电码本，2622
2321	机	GT-2623	标准电码本，2623
2322	材	GT-2624	标准电码本，2624
2323	村	GT-2625	标准电码本，2625
2324	杓	GT-2626	标准电码本，2626
2325	杖	GT-2627	标准电码本，2627
2326	柈	GT-2628	标准电码本，2628
2327	杜	GT-2629	标准电码本，2629
2328	杞	GT-2630	标准电码本，2630
2329	束	GT-2631	标准电码本，2631
2330	梠	GT-2632	标准电码本，2632
2331	栓	GT-2633	标准电码本，2633
2332	杪	GT-2634	标准电码本，2634
2333	杭	GT-2635	标准电码本，2635
2334	柿	GT-2636	标准电码本，2636
2335	杯	GT-2637	标准电码本，2637
2336	杰	GT-2638	标准电码本，2638
2337	东	GT-2639	标准电码本，2639
2338	杲	GT-2640	标准电码本，2640
2339	杳	GT-2641	标准电码本，2641
2340	朿	GT-2642	标准电码本，2642
2341	杵	GT-2643	标准电码本，2643
2342	棵	GT-2644	标准电码本，2644
2343	杼	GT-2645	标准电码本，2645
2344	松	GT-2646	标准电码本，2646
2345	板	GT-2647	标准电码本，2647
2346	枉	GT-2648	标准电码本，2648
2347	析	GT-2649	标准电码本，2649
2348	枕	GT-2650	标准电码本，2650
2349	林	GT-2651	标准电码本，2651
2350	枙	GT-2652	标准电码本，2652
2351	枚	GT-2653	标准电码本，2653
2352	果	GT-2654	标准电码本，2654
2353	枝	GT-2655	标准电码本，2655
2354	枇	GT-2657	标准电码本，2657
2355	枋	GT-2658	标准电码本，2658
2356	枘	GT-2660	标准电码本，2660
2357	枯	GT-2661	标准电码本，2661
2358	枳	GT-2663	标准电码本，2663
2359	枵	GT-2664	标准电码本，2664
2360	架	GT-2665	标准电码本，2665
2361	枷	GT-2666	标准电码本，2666
2362	枸	GT-2667	标准电码本，2667
2363	柁	GT-2670	标准电码本，2670
2364	柄	GT-2671	标准电码本，2671
2365	柏	GT-2672	标准电码本，2672
2366	某	GT-2673	标准电码本，2673
2367	柑	GT-2674	标准电码本，2674
2368	柒	GT-2675	标准电码本，2675
2369	染	GT-2676	标准电码本，2676
2370	柔	GT-2677	标准电码本，2677
2371	柘	GT-2678	标准电码本，2678
2372	柙	GT-2679	标准电码本，2679
2373	柚	GT-2680	标准电码本，2680
2374	柜	GT-2681	标准电码本，2681
2375	柝	GT-2682	标准电码本，2682
2376	柞	GT-2683	标准电码本，2683
2377	柢	GT-2685	标准电码本，2685
2378	查	GT-2686	标准电码本，2686
2379	柬	GT-2687	标准电码本，2687
2380	柯	GT-2688	标准电码本，2688
2381	柮	GT-2689	标准电码本，2689
2382	柰	GT-2690	标准电码本，2690
2383	柱	GT-2691	标准电码本，2691
2384	柳	GT-2692	标准电码本，2692
2385	柴	GT-2693	标准电码本，2693
2386	栅	GT-2694	标准电码本，2694
2387	枰	GT-2695	标准电码本，2695
2388	樋	GT-2697	标准电码本，2697
2389	栗	GT-2698	标准电码本，2698
2390	校	GT-2699	标准电码本，2699
2391	栩	GT-2700	标准电码本，2700
2392	株	GT-2701	标准电码本，2701
2393	核	GT-2702	标准电码本，2702
2394	根	GT-2704	标准电码本，2704
2395	槾	GT-2705	标准电码本，2705
2396	格	GT-2706	标准电码本，2706
2397	栽	GT-2707	标准电码本，2707
2398	桀	GT-2708	标准电码本，2708
2399	桁	GT-2709	标准电码本，2709
2400	桂	GT-2710	标准电码本，2710
2401	桃	GT-2711	标准电码本，2711
2402	桅	GT-2712	标准电码本，2712
2403	框	GT-2713	标准电码本，2713
2404	案	GT-2714	标准电码本，2714
2405	桌	GT-2715	标准电码本，2715
2406	桎	GT-2716	标准电码本，2716
2407	桐	GT-2717	标准电码本，2717
2408	桑	GT-2718	标准电码本，2718
2409	桓	GT-2719	标准电码本，2719
2410	桔	GT-2720	标准电码本，2720
2411	桕	GT-2721	标准电码本，2721
2412	栖	GT-2722	标准电码本，2722
2413	栲	GT-2723	标准电码本，2723
2414	栳	GT-2724	标准电码本，2724
2415	桄	GT-2725	标准电码本，2725
2416	桫	GT-2726	标准电码本，2726
2417	桴	GT-2727	标准电码本，2727
2418	桶	GT-2729	标准电码本，2729
2419	桷	GT-2730	标准电码本，2730
2420	梃	GT-2732	标准电码本，2732
2421	梁	GT-2733	标准电码本，2733
2422	梅	GT-2734	标准电码本，2734
2423	梆	GT-2735	标准电码本，2735
2424	梏	GT-2736	标准电码本，2736
