num	glyph	GE-source	description
2070	筶	GE-4622	GB/T 16500—1998，38—02
2071	筺	GE-4623	GB/T 16500—1998，38—03
2072	箆	GE-4624	GB/T 16500—1998，38—04
2073	箉	GE-4625	GB/T 16500—1998，38—05
2074	箌	GE-4626	GB/T 16500—1998，38—06
2075	箒	GE-4627	GB/T 16500—1998，38—07
2076	箞	GE-4628	GB/T 16500—1998，38—08
2077	箠	GE-4629	GB/T 16500—1998，38—09
2078	箤	GE-462A	GB/T 16500—1998，38—10
2079	箥	GE-462B	GB/T 16500—1998，38—11
2080	箮	GE-462C	GB/T 16500—1998，38—12
2081	箺	GE-462D	GB/T 16500—1998，38—13
2082	箻	GE-462E	GB/T 16500—1998，38—14
2083	箼	GE-462F	GB/T 16500—1998，38—15
2084	篂	GE-4630	GB/T 16500—1998，38—16
2085	篐	GE-4631	GB/T 16500—1998，38—17
2086	篒	GE-4632	GB/T 16500—1998，38—18
2087	篛	GE-4633	GB/T 16500—1998，38—19
2088	篭	GE-4634	GB/T 16500—1998，38—20
2089	篵	GE-4635	GB/T 16500—1998，38—21
2090	篶	GE-4636	GB/T 16500—1998，38—22
2091	篹	GE-4637	GB/T 16500—1998，38—23
2092	篽	GE-4638	GB/T 16500—1998，38—24
2093	簄	GE-4639	GB/T 16500—1998，38—25
2094	簆	GE-463A	GB/T 16500—1998，38—26
2095	簈	GE-463B	GB/T 16500—1998，38—27
2096	簑	GE-463C	GB/T 16500—1998，38—28
2097	簒	GE-463D	GB/T 16500—1998，38—29
2098	簓	GE-463E	GB/T 16500—1998，38—30
2099	簔	GE-463F	GB/T 16500—1998，38—31
2100	簗	GE-4640	GB/T 16500—1998，38—32
2101	簘	GE-4641	GB/T 16500—1998，38—33
2102	簭	GE-4642	GB/T 16500—1998，38—34
2103	簮	GE-4643	GB/T 16500—1998，38—35
2104	簯	GE-4644	GB/T 16500—1998，38—36
2105	簱	GE-4645	GB/T 16500—1998，38—37
2106	簲	GE-4646	GB/T 16500—1998，38—38
2107	簷	GE-4647	GB/T 16500—1998，38—39
2108	籂	GE-4648	GB/T 16500—1998，38—40
2109	籉	GE-4649	GB/T 16500—1998，38—41
2110	籎	GE-464A	GB/T 16500—1998，38—42
2111	籏	GE-464B	GB/T 16500—1998，38—43
2112	籑	GE-464C	GB/T 16500—1998，38—44
2113	籒	GE-464D	GB/T 16500—1998，38—45
2114	籕	GE-464E	GB/T 16500—1998，38—46
2115	籖	GE-464F	GB/T 16500—1998，38—47
2116	籘	GE-4650	GB/T 16500—1998，38—48
2117	籡	GE-4651	GB/T 16500—1998，38—49
2118	籢	GE-4652	GB/T 16500—1998，38—50
2119	籨	GE-4653	GB/T 16500—1998，38—51
2120	籱	GE-4654	GB/T 16500—1998，38—52
2121	籵	GE-4655	GB/T 16500—1998，38—53
2122	籶	GE-4656	GB/T 16500—1998，38—54
2123	籾	GE-4657	GB/T 16500—1998，38—55
2124	籿	GE-4658	GB/T 16500—1998，38—56
2125	粀	GE-4659	GB/T 16500—1998，38—57
2126	粁	GE-465A	GB/T 16500—1998，38—58
2127	粂	GE-465B	GB/T 16500—1998，38—59
2128	粃	GE-465C	GB/T 16500—1998，38—60
2129	粇	GE-465D	GB/T 16500—1998，38—61
2130	粊	GE-465E	GB/T 16500—1998，38—62
2131	粋	GE-465F	GB/T 16500—1998，38—63
2132	粌	GE-4660	GB/T 16500—1998，38—64
2133	粍	GE-4661	GB/T 16500—1998，38—65
2134	粎	GE-4662	GB/T 16500—1998，38—66
2135	粏	GE-4663	GB/T 16500—1998，38—67
2136	粐	GE-4664	GB/T 16500—1998，38—68
2137	粛	GE-4665	GB/T 16500—1998，38—69
2138	粧	GE-4666	GB/T 16500—1998，38—70
2139	粨	GE-4667	GB/T 16500—1998，38—71
2140	粩	GE-4668	GB/T 16500—1998，38—72
2141	粫	GE-4669	GB/T 16500—1998，38—73
2142	粭	GE-466A	GB/T 16500—1998，38—74
2143	粰	GE-466B	GB/T 16500—1998，38—75
2144	粴	GE-466C	GB/T 16500—1998，38—76
2145	粵	GE-466D	GB/T 16500—1998，38—77
2146	粶	GE-466E	GB/T 16500—1998，38—78
2147	粸	GE-466F	GB/T 16500—1998，38—79
2148	粺	GE-4670	GB/T 16500—1998，38—80
2149	糀	GE-4671	GB/T 16500—1998，38—81
2150	糉	GE-4672	GB/T 16500—1998，38—82
2151	糎	GE-4673	GB/T 16500—1998，38—83
2152	糐	GE-4674	GB/T 16500—1998，38—84
2153	糘	GE-4675	GB/T 16500—1998，38—85
2154	糚	GE-4676	GB/T 16500—1998，38—86
2155	糩	GE-4677	GB/T 16500—1998，38—87
2156	糬	GE-4678	GB/T 16500—1998，38—88
2157	糭	GE-4679	GB/T 16500—1998，38—89
2158	糮	GE-467A	GB/T 16500—1998，38—90
2159	糷	GE-467B	GB/T 16500—1998，38—91
2160	糿	GE-467C	GB/T 16500—1998，38—92
2161	紣	GE-467D	GB/T 16500—1998，38—93
2162	紤	GE-467E	GB/T 16500—1998，38—94
2163	紥	GE-4721	GB/T 16500—1998，39—01
2164	紦	GE-4722	GB/T 16500—1998，39—02
2165	紪	GE-4723	GB/T 16500—1998，39—03
2166	紮	GE-4724	GB/T 16500—1998，39—04
2167	絃	GE-4725	GB/T 16500—1998，39—05
2168	絈	GE-4726	GB/T 16500—1998，39—06
2169	絉	GE-4727	GB/T 16500—1998，39—07
2170	絊	GE-4728	GB/T 16500—1998，39—08
2171	絋	GE-4729	GB/T 16500—1998，39—09
2172	経	GE-472A	GB/T 16500—1998，39—10
2173	絏	GE-472B	GB/T 16500—1998，39—11
2174	絒	GE-472C	GB/T 16500—1998，39—12
2175	絕	GE-472D	GB/T 16500—1998，39—13
2176	絗	GE-472E	GB/T 16500—1998，39—14
2177	絚	GE-472F	GB/T 16500—1998，39—15
2178	絛	GE-4730	GB/T 16500—1998，39—16
2179	絜	GE-4731	GB/T 16500—1998，39—17
2180	絴	GE-4732	GB/T 16500—1998，39—18
2181	絵	GE-4733	GB/T 16500—1998，39—19
2182	綂	GE-4734	GB/T 16500—1998，39—20
2183	綇	GE-4735	GB/T 16500—1998，39—21
2184	綑	GE-4736	GB/T 16500—1998，39—22
2185	綔	GE-4737	GB/T 16500—1998，39—23
2186	綗	GE-4738	GB/T 16500—1998，39—24
2187	継	GE-4739	GB/T 16500—1998，39—25
2188	続	GE-473A	GB/T 16500—1998，39—26
2189	綛	GE-473B	GB/T 16500—1998，39—27
2190	綠	GE-473C	GB/T 16500—1998，39—28
2191	綵	GE-473D	GB/T 16500—1998，39—29
2192	綶	GE-473E	GB/T 16500—1998，39—30
2193	総	GE-473F	GB/T 16500—1998，39—31
2194	緐	GE-4740	GB/T 16500—1998，39—32
2195	緓	GE-4741	GB/T 16500—1998，39—33
2196	緕	GE-4742	GB/T 16500—1998，39—34
2197	緖	GE-4743	GB/T 16500—1998，39—35
2198	線	GE-4744	GB/T 16500—1998，39—36
2199	緜	GE-4745	GB/T 16500—1998，39—37
2200	緥	GE-4746	GB/T 16500—1998，39—38
2201	緪	GE-4747	GB/T 16500—1998，39—39
2202	緫	GE-4748	GB/T 16500—1998，39—40
2203	緳	GE-4749	GB/T 16500—1998，39—41
2204	縁	GE-474A	GB/T 16500—1998，39—42
2205	縂	GE-474B	GB/T 16500—1998，39—43
2206	縃	GE-474C	GB/T 16500—1998，39—44
2207	縄	GE-474D	GB/T 16500—1998，39—45
2208	縅	GE-474E	GB/T 16500—1998，39—46
2209	縕	GE-474F	GB/T 16500—1998，39—47
2210	縘	GE-4750	GB/T 16500—1998，39—48
2211	縚	GE-4751	GB/T 16500—1998，39—49
2212	縥	GE-4752	GB/T 16500—1998，39—50
2213	縦	GE-4753	GB/T 16500—1998，39—51
2214	縨	GE-4754	GB/T 16500—1998，39—52
2215	繃	GE-4755	GB/T 16500—1998，39—53
2216	繈	GE-4756	GB/T 16500—1998，39—54
2217	繉	GE-4757	GB/T 16500—1998，39—55
2218	繊	GE-4758	GB/T 16500—1998，39—56
2219	繋	GE-4759	GB/T 16500—1998，39—57
2220	繌	GE-475A	GB/T 16500—1998，39—58
2221	繍	GE-475B	GB/T 16500—1998，39—59
2222	繖	GE-475C	GB/T 16500—1998，39—60
2223	繙	GE-475D	GB/T 16500—1998，39—61
2224	繛	GE-475E	GB/T 16500—1998，39—62
2225	繝	GE-475F	GB/T 16500—1998，39—63
2226	繡	GE-4760	GB/T 16500—1998，39—64
2227	繥	GE-4761	GB/T 16500—1998，39—65
2228	繧	GE-4762	GB/T 16500—1998，39—66
2229	繺	GE-4763	GB/T 16500—1998，39—67
2230	繿	GE-4764	GB/T 16500—1998，39—68
2231	纃	GE-4765	GB/T 16500—1998，39—69
2232	纄	GE-4766	GB/T 16500—1998，39—70
2233	纉	GE-4767	GB/T 16500—1998，39—71
2234	纎	GE-4768	GB/T 16500—1998，39—72
2235	纐	GE-4769	GB/T 16500—1998，39—73
2236	纒	GE-476A	GB/T 16500—1998，39—74
2237	纝	GE-476B	GB/T 16500—1998，39—75
2238	纞	GE-476C	GB/T 16500—1998，39—76
2239	缷	GE-476D	GB/T 16500—1998，39—77
2240	缼	GE-476E	GB/T 16500—1998，39—78
2241	缽	GE-476F	GB/T 16500—1998，39—79
2242	缾	GE-4770	GB/T 16500—1998，39—80
2243	罀	GE-4771	GB/T 16500—1998，39—81
2244	罇	GE-4772	GB/T 16500—1998，39—82
2245	罈	GE-4773	GB/T 16500—1998，39—83
2246	罊	GE-4774	GB/T 16500—1998，39—84
2247	罋	GE-4775	GB/T 16500—1998，39—85
2248	罒	GE-4776	GB/T 16500—1998，39—86
2249	罓	GE-4777	GB/T 16500—1998，39—87
2250	罙	GE-4778	GB/T 16500—1998，39—88
2251	罣	GE-4779	GB/T 16500—1998，39—89
2252	罤	GE-477A	GB/T 16500—1998，39—90
2253	罬	GE-477B	GB/T 16500—1998，39—91
2254	罵	GE-477C	GB/T 16500—1998，39—92
2255	罸	GE-477D	GB/T 16500—1998，39—93
2256	羀	GE-477E	GB/T 16500—1998，39—94
2257	羉	GE-4821	GB/T 16500—1998，40—01
2258	羐	GE-4822	GB/T 16500—1998，40—02
2259	羗	GE-4823	GB/T 16500—1998，40—03
2260	羙	GE-4824	GB/T 16500—1998，40—04
2261	羢	GE-4825	GB/T 16500—1998，40—05
2262	羣	GE-4826	GB/T 16500—1998，40—06
2263	羨	GE-4827	GB/T 16500—1998，40—07
2264	羪	GE-4828	GB/T 16500—1998，40—08
2265	羮	GE-4829	GB/T 16500—1998，40—09
2266	羴	GE-482A	GB/T 16500—1998，40—10
2267	羶	GE-482B	GB/T 16500—1998，40—11
2268	羻	GE-482C	GB/T 16500—1998，40—12
2269	翆	GE-482D	GB/T 16500—1998，40—13
2270	翖	GE-482E	GB/T 16500—1998，40—14
2271	翝	GE-482F	GB/T 16500—1998，40—15
2272	翞	GE-4830	GB/T 16500—1998，40—16
2273	翤	GE-4831	GB/T 16500—1998，40—17
2274	翫	GE-4832	GB/T 16500—1998，40—18
2275	翵	GE-4833	GB/T 16500—1998，40—19
2276	翶	GE-4834	GB/T 16500—1998，40—20
2277	翺	GE-4835	GB/T 16500—1998，40—21
2278	耂	GE-4836	GB/T 16500—1998，40—22
2279	耉	GE-4837	GB/T 16500—1998，40—23
2280	耑	GE-4838	GB/T 16500—1998，40—24
2281	耓	GE-4839	GB/T 16500—1998，40—25
2282	耟	GE-483A	GB/T 16500—1998，40—26
2283	耡	GE-483B	GB/T 16500—1998，40—27
2284	耭	GE-483C	GB/T 16500—1998，40—28
2285	耼	GE-483D	GB/T 16500—1998，40—29
2286	聀	GE-483E	GB/T 16500—1998，40—30
2287	聁	GE-483F	GB/T 16500—1998，40—31
2288	聇	GE-4840	GB/T 16500—1998，40—32
2289	聈	GE-4841	GB/T 16500—1998，40—33
2290	聓	GE-4842	GB/T 16500—1998，40—34
2291	聜	GE-4843	GB/T 16500—1998，40—35
2292	聟	GE-4844	GB/T 16500—1998，40—36
2293	聠	GE-4845	GB/T 16500—1998，40—37
2294	聡	GE-4846	GB/T 16500—1998，40—38
2295	聢	GE-4847	GB/T 16500—1998，40—39
2296	聣	GE-4848	GB/T 16500—1998，40—40
2297	聦	GE-4849	GB/T 16500—1998，40—41
2298	聨	GE-484A	GB/T 16500—1998，40—42
2299	聫	GE-484B	GB/T 16500—1998，40—43
2300	聮	GE-484C	GB/T 16500—1998，40—44
2301	聴	GE-484D	GB/T 16500—1998，40—45
2302	聺	GE-484E	GB/T 16500—1998，40—46
2303	聼	GE-484F	GB/T 16500—1998，40—47
2304	肎	GE-4850	GB/T 16500—1998，40—48
2305	肐	GE-4851	GB/T 16500—1998，40—49
2306	⿰月义	GE-4852	GB/T 16500—1998，40—50
2307	肦	GE-4853	GB/T 16500—1998，40—51
2308	肧	GE-4854	GB/T 16500—1998，40—52
2309	肻	GE-4855	GB/T 16500—1998，40—53
2310	胊	GE-4856	GB/T 16500—1998，40—54
2311	胐	GE-4857	GB/T 16500—1998，40—55
2312	胷	GE-4858	GB/T 16500—1998，40—56
2313	脁	GE-4859	GB/T 16500—1998，40—57
2314	脃	GE-485A	GB/T 16500—1998，40—58
2315	脇	GE-485B	GB/T 16500—1998，40—59
2316	脈	GE-485C	GB/T 16500—1998，40—60
2317	脋	GE-485D	GB/T 16500—1998，40—61
2318	脗	GE-485E	GB/T 16500—1998，40—62
2319	脜	GE-485F	GB/T 16500—1998，40—63
2320	脣	GE-4860	GB/T 16500—1998，40—64
2321	脧	GE-4861	GB/T 16500—1998，40—65
2322	脫	GE-4862	GB/T 16500—1998，40—66
2323	脳	GE-4863	GB/T 16500—1998，40—67
2324	脵	GE-4864	GB/T 16500—1998，40—68
2325	腁	GE-4865	GB/T 16500—1998，40—69
2326	腗	GE-4866	GB/T 16500—1998，40—70
2327	腨	GE-4867	GB/T 16500—1998，40—71
2328	腳	GE-4868	GB/T 16500—1998，40—72
2329	膃	GE-4869	GB/T 16500—1998，40—73
2330	膅	GE-486A	GB/T 16500—1998，40—74
2331	膐	GE-486B	GB/T 16500—1998，40—75
2332	膓	GE-486C	GB/T 16500—1998，40—76
2333	膖	GE-486D	GB/T 16500—1998，40—77
2334	膤	GE-486E	GB/T 16500—1998，40—78
2335	膧	GE-486F	GB/T 16500—1998，40—79
2336	膱	GE-4870	GB/T 16500—1998，40—80
2337	臇	GE-4871	GB/T 16500—1998，40—81
2338	臈	GE-4872	GB/T 16500—1998，40—82
2339	臋	GE-4873	GB/T 16500—1998，40—83
2340	臓	GE-4874	GB/T 16500—1998，40—84
2341	臕	GE-4875	GB/T 16500—1998，40—85
2342	臙	GE-4876	GB/T 16500—1998，40—86
2343	臝	GE-4877	GB/T 16500—1998，40—87
2344	臥	GE-4878	GB/T 16500—1998，40—88
2345	臦	GE-4879	GB/T 16500—1998，40—89
2346	臩	GE-487A	GB/T 16500—1998，40—90
2347	臫	GE-487B	GB/T 16500—1998，40—91
2348	臮	GE-487C	GB/T 16500—1998，40—92
2349	臯	GE-487D	GB/T 16500—1998，40—93
2350	臵	GE-487E	GB/T 16500—1998，40—94
2351	臹	GE-4921	GB/T 16500—1998，41—01
2352	舎	GE-4922	GB/T 16500—1998，41—02
2353	舏	GE-4923	GB/T 16500—1998，41—03
2354	舗	GE-4924	GB/T 16500—1998，41—04
2355	舤	GE-4925	GB/T 16500—1998，41—05
2356	舩	GE-4926	GB/T 16500—1998，41—06
2357	舮	GE-4927	GB/T 16500—1998，41—07
2358	舿	GE-4928	GB/T 16500—1998，41—08
2359	艂	GE-4929	GB/T 16500—1998，41—09
2360	艃	GE-492A	GB/T 16500—1998，41—10
2361	艈	GE-492B	GB/T 16500—1998，41—11
2362	艊	GE-492C	GB/T 16500—1998，41—12
2363	艝	GE-492D	GB/T 16500—1998，41—13
2364	艠	GE-492E	GB/T 16500—1998，41—14
2365	艢	GE-492F	GB/T 16500—1998，41—15
2366	艣	GE-4930	GB/T 16500—1998，41—16
2367	艧	GE-4931	GB/T 16500—1998，41—17
2368	艪	GE-4932	GB/T 16500—1998，41—18
2369	艶	GE-4933	GB/T 16500—1998，41—19
2370	艻	GE-4934	GB/T 16500—1998，41—20
2371	芌	GE-4935	GB/T 16500—1998，41—21
2372	芕	GE-4936	GB/T 16500—1998，41—22
2373	芖	GE-4937	GB/T 16500—1998，41—23
2374	芲	GE-4938	GB/T 16500—1998，41—24
2375	苂	GE-4939	GB/T 16500—1998，41—25
2376	苃	GE-493A	GB/T 16500—1998，41—26
2377	苆	GE-493B	GB/T 16500—1998，41—27
2378	苐	GE-493C	GB/T 16500—1998，41—28
2379	苚	GE-493D	GB/T 16500—1998，41—29
2380	苮	GE-493E	GB/T 16500—1998，41—30
2381	苿	GE-493F	GB/T 16500—1998，41—31
2382	茊	GE-4940	GB/T 16500—1998，41—32
2383	茋	GE-4941	GB/T 16500—1998，41—33
2384	茍	GE-4942	GB/T 16500—1998，41—34
2385	茐	GE-4943	GB/T 16500—1998，41—35
2386	茒	GE-4944	GB/T 16500—1998，41—36
2387	茘	GE-4945	GB/T 16500—1998，41—37
2388	茣	GE-4946	GB/T 16500—1998，41—38
2389	茰	GE-4947	GB/T 16500—1998，41—39
2390	茲	GE-4948	GB/T 16500—1998，41—40
2391	茻	GE-4949	GB/T 16500—1998，41—41
2392	茽	GE-494A	GB/T 16500—1998，41—42
2393	茾	GE-494B	GB/T 16500—1998，41—43
2394	荊	GE-494C	GB/T 16500—1998，41—44
2395	荍	GE-494D	GB/T 16500—1998，41—45
2396	荕	GE-494E	GB/T 16500—1998，41—46
2397	荗	GE-494F	GB/T 16500—1998，41—47
2398	荘	GE-4950	GB/T 16500—1998，41—48
2399	荢	GE-4951	GB/T 16500—1998，41—49
2400	荰	GE-4952	GB/T 16500—1998，41—50
2401	荳	GE-4953	GB/T 16500—1998，41—51
2402	荶	GE-4954	GB/T 16500—1998，41—52
2403	莈	GE-4955	GB/T 16500—1998，41—53
2404	莗	GE-4956	GB/T 16500—1998，41—54
2405	莭	GE-4957	GB/T 16500—1998，41—55
2406	莮	GE-4958	GB/T 16500—1998，41—56
2407	莯	GE-4959	GB/T 16500—1998，41—57
2408	莵	GE-495A	GB/T 16500—1998，41—58
2409	莾	GE-495B	GB/T 16500—1998，41—59
2410	菃	GE-495C	GB/T 16500—1998，41—60
2411	菉	GE-495D	GB/T 16500—1998，41—61
2412	菐	GE-495E	GB/T 16500—1998，41—62
2413	菓	GE-495F	GB/T 16500—1998，41—63
2414	菣	GE-4960	GB/T 16500—1998，41—64
2415	菦	GE-4961	GB/T 16500—1998，41—65
2416	菫	GE-4962	GB/T 16500—1998，41—66
2417	菮	GE-4963	GB/T 16500—1998，41—67
2418	菴	GE-4964	GB/T 16500—1998，41—68
2419	萕	GE-4965	GB/T 16500—1998，41—69
2420	萖	GE-4966	GB/T 16500—1998，41—70
2421	萗	GE-4967	GB/T 16500—1998，41—71
2422	萙	GE-4968	GB/T 16500—1998，41—72
2423	萛	GE-4969	GB/T 16500—1998，41—73
2424	萞	GE-496A	GB/T 16500—1998，41—74
2425	萟	GE-496B	GB/T 16500—1998，41—75
2426	萠	GE-496C	GB/T 16500—1998，41—76
2427	萡	GE-496D	GB/T 16500—1998，41—77
2428	萢	GE-496E	GB/T 16500—1998，41—78
2429	萣	GE-496F	GB/T 16500—1998，41—79
2430	萲	GE-4970	GB/T 16500—1998，41—80
2431	葁	GE-4971	GB/T 16500—1998，41—81
2432	葔	GE-4972	GB/T 16500—1998，41—82
2433	葘	GE-4973	GB/T 16500—1998，41—83
2434	葮	GE-4974	GB/T 16500—1998，41—84
2435	葲	GE-4975	GB/T 16500—1998，41—85
2436	葾	GE-4976	GB/T 16500—1998，41—86
2437	蒁	GE-4977	GB/T 16500—1998，41—87
2438	蒃	GE-4978	GB/T 16500—1998，41—88
2439	蒄	GE-4979	GB/T 16500—1998，41—89
2440	蒅	GE-497A	GB/T 16500—1998，41—90
2441	蒆	GE-497B	GB/T 16500—1998，41—91
2442	蒍	GE-497C	GB/T 16500—1998，41—92
2443	蒏	GE-497D	GB/T 16500—1998，41—93
2444	蒐	GE-497E	GB/T 16500—1998，41—94
2445	蒕	GE-4A21	GB/T 16500—1998，42—01
2446	蒘	GE-4A22	GB/T 16500—1998，42—02
2447	蒛	GE-4A23	GB/T 16500—1998，42—03
2448	蓃	GE-4A24	GB/T 16500—1998，42—04
2449	蓗	GE-4A25	GB/T 16500—1998，42—05
2450	蓙	GE-4A26	GB/T 16500—1998，42—06
2451	蓜	GE-4A27	GB/T 16500—1998，42—07
2452	蓞	GE-4A28	GB/T 16500—1998，42—08
2453	蓡	GE-4A29	GB/T 16500—1998，42—09
2454	蓢	GE-4A2A	GB/T 16500—1998，42—10
2455	蓤	GE-4A2B	GB/T 16500—1998，42—11
2456	蓭	GE-4A2C	GB/T 16500—1998，42—12
2457	蓴	GE-4A2D	GB/T 16500—1998，42—13
2458	蔄	GE-4A2E	GB/T 16500—1998，42—14
2459	蔅	GE-4A2F	GB/T 16500—1998，42—15
2460	蔆	GE-4A30	GB/T 16500—1998，42—16
2461	蔉	GE-4A31	GB/T 16500—1998，42—17
2462	蔕	GE-4A32	GB/T 16500—1998，42—18
2463	蔥	GE-4A33	GB/T 16500—1998，42—19
2464	蔮	GE-4A34	GB/T 16500—1998，42—20
2465	蔰	GE-4A35	GB/T 16500—1998，42—21
2466	蔱	GE-4A36	GB/T 16500—1998，42—22
2467	蔲	GE-4A37	GB/T 16500—1998，42—23
2468	蔶	GE-4A38	GB/T 16500—1998，42—24
2469	蔾	GE-4A39	GB/T 16500—1998，42—25
2470	蕋	GE-4A3A	GB/T 16500—1998，42—26
2471	蕌	GE-4A3B	GB/T 16500—1998，42—27
2472	蕐	GE-4A3C	GB/T 16500—1998，42—28
2473	蕚	GE-4A3D	GB/T 16500—1998，42—29
2474	蕟	GE-4A3E	GB/T 16500—1998，42—30
2475	蕱	GE-4A3F	GB/T 16500—1998，42—31
2476	蕳	GE-4A40	GB/T 16500—1998，42—32
2477	蕶	GE-4A41	GB/T 16500—1998，42—33
2478	蕽	GE-4A42	GB/T 16500—1998，42—34
2479	蕿	GE-4A43	GB/T 16500—1998，42—35
2480	薀	GE-4A44	GB/T 16500—1998，42—36
2481	薒	GE-4A45	GB/T 16500—1998，42—37
2482	薗	GE-4A46	GB/T 16500—1998，42—38
2483	薙	GE-4A47	GB/T 16500—1998，42—39
2484	薚	GE-4A48	GB/T 16500—1998，42—40
2485	薞	GE-4A49	GB/T 16500—1998，42—41
2486	薣	GE-4A4A	GB/T 16500—1998，42—42
2487	薫	GE-4A4B	GB/T 16500—1998，42—43
2488	薬	GE-4A4C	GB/T 16500—1998，42—44
2489	薭	GE-4A4D	GB/T 16500—1998，42—45
2490	薻	GE-4A4E	GB/T 16500—1998，42—46
2491	薼	GE-4A4F	GB/T 16500—1998，42—47
2492	藀	GE-4A50	GB/T 16500—1998，42—48
2493	藄	GE-4A51	GB/T 16500—1998，42—49
2494	藈	GE-4A52	GB/T 16500—1998，42—50
2495	藔	GE-4A53	GB/T 16500—1998，42—51
2496	藡	GE-4A54	GB/T 16500—1998，42—52
2497	藧	GE-4A55	GB/T 16500—1998，42—53
2498	藲	GE-4A56	GB/T 16500—1998，42—54
2499	藵	GE-4A57	GB/T 16500—1998，42—55
2500	藷	GE-4A58	GB/T 16500—1998，42—56
2501	藸	GE-4A59	GB/T 16500—1998，42—57
2502	藼	GE-4A5A	GB/T 16500—1998，42—58
2503	蘂	GE-4A5B	GB/T 16500—1998，42—59
2504	蘃	GE-4A5C	GB/T 16500—1998，42—60
2505	蘊	GE-4A5D	GB/T 16500—1998，42—61
2506	蘍	GE-4A5E	GB/T 16500—1998，42—62
2507	蘎	GE-4A5F	GB/T 16500—1998，42—63
2508	蘏	GE-4A60	GB/T 16500—1998，42—64
2509	蘐	GE-4A61	GB/T 16500—1998，42—65
2510	蘒	GE-4A62	GB/T 16500—1998，42—66
2511	蘓	GE-4A63	GB/T 16500—1998，42—67
2512	蘕	GE-4A64	GB/T 16500—1998，42—68
2513	蘝	GE-4A65	GB/T 16500—1998，42—69
2514	蘟	GE-4A66	GB/T 16500—1998，42—70
2515	蘠	GE-4A67	GB/T 16500—1998，42—71
2516	蘤	GE-4A68	GB/T 16500—1998，42—72
2517	蘯	GE-4A69	GB/T 16500—1998，42—73
2518	蘰	GE-4A6A	GB/T 16500—1998，42—74
2519	蘱	GE-4A6B	GB/T 16500—1998，42—75
2520	蘲	GE-4A6C	GB/T 16500—1998，42—76
2521	蘴	GE-4A6D	GB/T 16500—1998，42—77
2522	蘷	GE-4A6E	GB/T 16500—1998，42—78
2523	蘹	GE-4A6F	GB/T 16500—1998，42—79
2524	蘻	GE-4A70	GB/T 16500—1998，42—80
2525	蘾	GE-4A71	GB/T 16500—1998，42—81
2526	虀	GE-4A72	GB/T 16500—1998，42—82
2527	虁	GE-4A73	GB/T 16500—1998，42—83
2528	虂	GE-4A74	GB/T 16500—1998，42—84
2529	虅	GE-4A75	GB/T 16500—1998，42—85
2530	虆	GE-4A76	GB/T 16500—1998，42—86
2531	虈	GE-4A77	GB/T 16500—1998，42—87
2532	虊	GE-4A78	GB/T 16500—1998，42—88
2533	虌	GE-4A79	GB/T 16500—1998，42—89
2534	虗	GE-4A7A	GB/T 16500—1998，42—90
2535	虛	GE-4A7B	GB/T 16500—1998，42—91
2536	虝	GE-4A7C	GB/T 16500—1998，42—92
2537	虠	GE-4A7D	GB/T 16500—1998，42—93
2538	虯	GE-4A7E	GB/T 16500—1998，42—94
2539	虲	GE-4B21	GB/T 16500—1998，43—01
2540	虵	GE-4B22	GB/T 16500—1998，43—02
2541	蚐	GE-4B23	GB/T 16500—1998，43—03
2542	蚘	GE-4B24	GB/T 16500—1998，43—04
2543	蚞	GE-4B25	GB/T 16500—1998，43—05
2544	蚠	GE-4B26	GB/T 16500—1998，43—06
2545	蚦	GE-4B27	GB/T 16500—1998，43—07
2546	蚫	GE-4B28	GB/T 16500—1998，43—08
2547	蚭	GE-4B29	GB/T 16500—1998，43—09
2548	蛍	GE-4B2A	GB/T 16500—1998，43—10
2549	蛕	GE-4B2B	GB/T 16500—1998，43—11
2550	蛗	GE-4B2C	GB/T 16500—1998，43—12
2551	蛠	GE-4B2D	GB/T 16500—1998，43—13
2552	蛯	GE-4B2E	GB/T 16500—1998，43—14
2553	蛶	GE-4B2F	GB/T 16500—1998，43—15
2554	蛻	GE-4B30	GB/T 16500—1998，43—16
2555	蛽	GE-4B31	GB/T 16500—1998，43—17
2556	蜁	GE-4B32	GB/T 16500—1998，43—18
2557	蜋	GE-4B33	GB/T 16500—1998，43—19
2558	蜔	GE-4B34	GB/T 16500—1998，43—20
2559	蜖	GE-4B35	GB/T 16500—1998，43—21
2560	蜛	GE-4B36	GB/T 16500—1998，43—22
2561	蜨	GE-4B37	GB/T 16500—1998，43—23
2562	蜭	GE-4B38	GB/T 16500—1998，43—24
2563	蜶	GE-4B39	GB/T 16500—1998，43—25
2564	蜺	GE-4B3A	GB/T 16500—1998，43—26
2565	蝁	GE-4B3B	GB/T 16500—1998，43—27
2566	蝅	GE-4B3C	GB/T 16500—1998，43—28
2567	蝆	GE-4B3D	GB/T 16500—1998，43—29
2568	蝊	GE-4B3E	GB/T 16500—1998，43—30
2569	蝋	GE-4B3F	GB/T 16500—1998，43—31
2570	蝔	GE-4B40	GB/T 16500—1998，43—32
2571	蝞	GE-4B41	GB/T 16500—1998，43—33
2572	蝟	GE-4B42	GB/T 16500—1998，43—34
2573	蝡	GE-4B43	GB/T 16500—1998，43—35
2574	蝧	GE-4B44	GB/T 16500—1998，43—36
2575	蝨	GE-4B45	GB/T 16500—1998，43—37
2576	蝫	GE-4B46	GB/T 16500—1998，43—38
