num	glyph	pseudo G7-source	description
2705	灄	G7-30845.2	简化字总表，第3表第845个字头第2个字样
2706	摄	G7-30846.1	简化字总表，第3表第846个字头第1个字样
2707	攝	G7-30846.2	简化字总表，第3表第846个字头第2个字样
2708	嗫	G7-30847.1	简化字总表，第3表第847个字头第1个字样
2709	囁	G7-30847.2	简化字总表，第3表第847个字头第2个字样
2710	镊	G7-30848.1	简化字总表，第3表第848个字头第1个字样
2711	鑷	G7-30848.2	简化字总表，第3表第848个字头第2个字样
2712	颞	G7-30849.1	简化字总表，第3表第849个字头第1个字样
2713	顳	G7-30849.2	简化字总表，第3表第849个字头第2个字样
2714	蹑	G7-30850.1	简化字总表，第3表第850个字头第1个字样
2715	躡	G7-30850.2	简化字总表，第3表第850个字头第2个字样
2716	泞	G7-30851.1	简化字总表，第3表第851个字头第1个字样
2717	濘	G7-30851.2	简化字总表，第3表第851个字头第2个字样
2718	拧	G7-30852.1	简化字总表，第3表第852个字头第1个字样
2719	擰	G7-30852.2	简化字总表，第3表第852个字头第2个字样
2720	咛	G7-30853.1	简化字总表，第3表第853个字头第1个字样
2721	嚀	G7-30853.2	简化字总表，第3表第853个字头第2个字样
2722	狞	G7-30854.1	简化字总表，第3表第854个字头第1个字样
2723	獰	G7-30854.2	简化字总表，第3表第854个字头第2个字样
2724	柠	G7-30855.1	简化字总表，第3表第855个字头第1个字样
2725	檸	G7-30855.2	简化字总表，第3表第855个字头第2个字样
2726	聍	G7-30856.1	简化字总表，第3表第856个字头第1个字样
2727	聹	G7-30856.2	简化字总表，第3表第856个字头第2个字样
2728	侬	G7-30857.1	简化字总表，第3表第857个字头第1个字样
2729	儂	G7-30857.2	简化字总表，第3表第857个字头第2个字样
2730	浓	G7-30858.1	简化字总表，第3表第858个字头第1个字样
2731	濃	G7-30858.2	简化字总表，第3表第858个字头第2个字样
2732	哝	G7-30859.1	简化字总表，第3表第859个字头第1个字样
2733	噥	G7-30859.2	简化字总表，第3表第859个字头第2个字样
2734	脓	G7-30860.1	简化字总表，第3表第860个字头第1个字样
2735	膿	G7-30860.2	简化字总表，第3表第860个字头第2个字样
2736	剂	G7-30861.1	简化字总表，第3表第861个字头第1个字样
2737	劑	G7-30861.2	简化字总表，第3表第861个字头第2个字样
2738	侪	G7-30862.1	简化字总表，第3表第862个字头第1个字样
2739	儕	G7-30862.2	简化字总表，第3表第862个字头第2个字样
2740	济	G7-30863.1	简化字总表，第3表第863个字头第1个字样
2741	濟	G7-30863.2	简化字总表，第3表第863个字头第2个字样
2742	荠	G7-30864.1	简化字总表，第3表第864个字头第1个字样
2743	薺	G7-30864.2	简化字总表，第3表第864个字头第2个字样
2744	挤	G7-30865.1	简化字总表，第3表第865个字头第1个字样
2745	擠	G7-30865.2	简化字总表，第3表第865个字头第2个字样
2746	脐	G7-30866.1	简化字总表，第3表第866个字头第1个字样
2747	臍	G7-30866.2	简化字总表，第3表第866个字头第2个字样
2748	蛴	G7-30867.1	简化字总表，第3表第867个字头第1个字样
2749	蠐	G7-30867.2	简化字总表，第3表第867个字头第2个字样
2750	跻	G7-30868.1	简化字总表，第3表第868个字头第1个字样
2751	躋	G7-30868.2	简化字总表，第3表第868个字头第2个字样
2752	霁	G7-30869.1	简化字总表，第3表第869个字头第1个字样
2753	霽	G7-30869.2	简化字总表，第3表第869个字头第2个字样
2754	鲚	G7-30870.1	简化字总表，第3表第870个字头第1个字样
2755	鱭	G7-30870.2	简化字总表，第3表第870个字头第2个字样
2756	齑	G7-30871.1	简化字总表，第3表第871个字头第1个字样
2757	齏	G7-30871.2	简化字总表，第3表第871个字头第2个字样
2758	剀	G7-30872.1	简化字总表，第3表第872个字头第1个字样
2759	剴	G7-30872.2	简化字总表，第3表第872个字头第2个字样
2760	凯	G7-30873.1	简化字总表，第3表第873个字头第1个字样
2761	凱	G7-30873.2	简化字总表，第3表第873个字头第2个字样
2762	恺	G7-30874.1	简化字总表，第3表第874个字头第1个字样
2763	愷	G7-30874.2	简化字总表，第3表第874个字头第2个字样
2764	闿	G7-30875.1	简化字总表，第3表第875个字头第1个字样
2765	闓	G7-30875.2	简化字总表，第3表第875个字头第2个字样
2766	垲	G7-30876.1	简化字总表，第3表第876个字头第1个字样
2767	塏	G7-30876.2	简化字总表，第3表第876个字头第2个字样
2768	桤	G7-30877.1	简化字总表，第3表第877个字头第1个字样
2769	榿	G7-30877.2	简化字总表，第3表第877个字头第2个字样
2770	觊	G7-30878.1	简化字总表，第3表第878个字头第1个字样
2771	覬	G7-30878.2	简化字总表，第3表第878个字头第2个字样
2772	硙	G7-30879.1	简化字总表，第3表第879个字头第1个字样
2773	磑	G7-30879.2	简化字总表，第3表第879个字头第2个字样
2774	皑	G7-30880.1	简化字总表，第3表第880个字头第1个字样
2775	皚	G7-30880.2	简化字总表，第3表第880个字头第2个字样
2776	铠	G7-30881.1	简化字总表，第3表第881个字头第1个字样
2777	鎧	G7-30881.2	简化字总表，第3表第881个字头第2个字样
2778	忾	G7-30882.1	简化字总表，第3表第882个字头第1个字样
2779	愾	G7-30882.2	简化字总表，第3表第882个字头第2个字样
2780	饩	G7-30883.1	简化字总表，第3表第883个字头第1个字样
2781	餼	G7-30883.2	简化字总表，第3表第883个字头第2个字样
2782	跹	G7-30884.1	简化字总表，第3表第884个字头第1个字样
2783	躚	G7-30884.2	简化字总表，第3表第884个字头第2个字样
2784	剑	G7-30885.1	简化字总表，第3表第885个字头第1个字样
2785	劍	G7-30885.2	简化字总表，第3表第885个字头第2个字样
2786	俭	G7-30886.1	简化字总表，第3表第886个字头第1个字样
2787	儉	G7-30886.2	简化字总表，第3表第886个字头第2个字样
2788	险	G7-30887.1	简化字总表，第3表第887个字头第1个字样
2789	險	G7-30887.2	简化字总表，第3表第887个字头第2个字样
2790	捡	G7-30888.1	简化字总表，第3表第888个字头第1个字样
2791	撿	G7-30888.2	简化字总表，第3表第888个字头第2个字样
2792	猃	G7-30889.1	简化字总表，第3表第889个字头第1个字样
2793	獫	G7-30889.2	简化字总表，第3表第889个字头第2个字样
2794	验	G7-30890.1	简化字总表，第3表第890个字头第1个字样
2795	驗	G7-30890.2	简化字总表，第3表第890个字头第2个字样
2796	检	G7-30891.1	简化字总表，第3表第891个字头第1个字样
2797	檢	G7-30891.2	简化字总表，第3表第891个字头第2个字样
2798	殓	G7-30892.1	简化字总表，第3表第892个字头第1个字样
2799	殮	G7-30892.2	简化字总表，第3表第892个字头第2个字样
2800	敛	G7-30893.1	简化字总表，第3表第893个字头第1个字样
2801	斂	G7-30893.2	简化字总表，第3表第893个字头第2个字样
2802	脸	G7-30894.1	简化字总表，第3表第894个字头第1个字样
2803	臉	G7-30894.2	简化字总表，第3表第894个字头第2个字样
2804	裣	G7-30895.1	简化字总表，第3表第895个字头第1个字样
2805	襝	G7-30895.2	简化字总表，第3表第895个字头第2个字样
2806	睑	G7-30896.1	简化字总表，第3表第896个字头第1个字样
2807	瞼	G7-30896.2	简化字总表，第3表第896个字头第2个字样
2808	签	G7-30897.1	简化字总表，第3表第897个字头第1个字样
2809	簽	G7-30897.2	简化字总表，第3表第897个字头第2个字样
2810	潋	G7-30898.1	简化字总表，第3表第898个字头第1个字样
2811	瀲	G7-30898.2	简化字总表，第3表第898个字头第2个字样
2812	蔹	G7-30899.1	简化字总表，第3表第899个字头第1个字样
2813	蘞	G7-30899.2	简化字总表，第3表第899个字头第2个字样
2814	侨	G7-30900.1	简化字总表，第3表第900个字头第1个字样
2815	僑	G7-30900.2	简化字总表，第3表第900个字头第2个字样
2816	挢	G7-30901.1	简化字总表，第3表第901个字头第1个字样
2817	撟	G7-30901.2	简化字总表，第3表第901个字头第2个字样
2818	荞	G7-30902.1	简化字总表，第3表第902个字头第1个字样
2819	蕎	G7-30902.2	简化字总表，第3表第902个字头第2个字样
2820	峤	G7-30903.1	简化字总表，第3表第903个字头第1个字样
2821	嶠	G7-30903.2	简化字总表，第3表第903个字头第2个字样
2822	骄	G7-30904.1	简化字总表，第3表第904个字头第1个字样
2823	驕	G7-30904.2	简化字总表，第3表第904个字头第2个字样
2824	娇	G7-30905.1	简化字总表，第3表第905个字头第1个字样
2825	嬌	G7-30905.2	简化字总表，第3表第905个字头第2个字样
2826	桥	G7-30906.1	简化字总表，第3表第906个字头第1个字样
2827	橋	G7-30906.2	简化字总表，第3表第906个字头第2个字样
2828	轿	G7-30907.1	简化字总表，第3表第907个字头第1个字样
2829	轎	G7-30907.2	简化字总表，第3表第907个字头第2个字样
2830	硚	G7-30908.1	简化字总表，第3表第908个字头第1个字样
2831	礄	G7-30908.2	简化字总表，第3表第908个字头第2个字样
2832	矫	G7-30909.1	简化字总表，第3表第909个字头第1个字样
2833	矯	G7-30909.2	简化字总表，第3表第909个字头第2个字样
2834	鞒	G7-30910.1	简化字总表，第3表第910个字头第1个字样
2835	鞽	G7-30910.2	简化字总表，第3表第910个字头第2个字样
2836	榇	G7-30911.1	简化字总表，第3表第911个字头第1个字样
2837	櫬	G7-30911.2	简化字总表，第3表第911个字头第2个字样
2838	䓖	G7-30912.1	简化字总表，第3表第912个字头第1个字样
2839	藭	G7-30912.2	简化字总表，第3表第912个字头第2个字样
2840	讴	G7-30913.1	简化字总表，第3表第913个字头第1个字样
2841	謳	G7-30913.2	简化字总表，第3表第913个字头第2个字样
2842	伛	G7-30914.1	简化字总表，第3表第914个字头第1个字样
2843	傴	G7-30914.2	简化字总表，第3表第914个字头第2个字样
2844	沤	G7-30915.1	简化字总表，第3表第915个字头第1个字样
2845	漚	G7-30915.2	简化字总表，第3表第915个字头第2个字样
2846	怄	G7-30916.1	简化字总表，第3表第916个字头第1个字样
2847	慪	G7-30916.2	简化字总表，第3表第916个字头第2个字样
2848	抠	G7-30917.1	简化字总表，第3表第917个字头第1个字样
2849	摳	G7-30917.2	简化字总表，第3表第917个字头第2个字样
2850	奁	G7-30918.1	简化字总表，第3表第918个字头第1个字样
2851	奩	G7-30918.2	简化字总表，第3表第918个字头第2个字样
2852	呕	G7-30919.1	简化字总表，第3表第919个字头第1个字样
2853	嘔	G7-30919.2	简化字总表，第3表第919个字头第2个字样
2854	岖	G7-30920.1	简化字总表，第3表第920个字头第1个字样
2855	嶇	G7-30920.2	简化字总表，第3表第920个字头第2个字样
2856	妪	G7-30921.1	简化字总表，第3表第921个字头第1个字样
2857	嫗	G7-30921.2	简化字总表，第3表第921个字头第2个字样
2858	驱	G7-30922.1	简化字总表，第3表第922个字头第1个字样
2859	驅	G7-30922.2	简化字总表，第3表第922个字头第2个字样
2860	枢	G7-30923.1	简化字总表，第3表第923个字头第1个字样
2861	樞	G7-30923.2	简化字总表，第3表第923个字头第2个字样
2862	瓯	G7-30924.1	简化字总表，第3表第924个字头第1个字样
2863	甌	G7-30924.2	简化字总表，第3表第924个字头第2个字样
2864	欧	G7-30925.1	简化字总表，第3表第925个字头第1个字样
2865	歐	G7-30925.2	简化字总表，第3表第925个字头第2个字样
2866	殴	G7-30926.1	简化字总表，第3表第926个字头第1个字样
2867	毆	G7-30926.2	简化字总表，第3表第926个字头第2个字样
2868	鸥	G7-30927.1	简化字总表，第3表第927个字头第1个字样
2869	鷗	G7-30927.2	简化字总表，第3表第927个字头第2个字样
2870	眍	G7-30928.1	简化字总表，第3表第928个字头第1个字样
2871	瞘	G7-30928.2	简化字总表，第3表第928个字头第2个字样
2872	躯	G7-30929.1	简化字总表，第3表第929个字头第1个字样
2873	軀	G7-30929.2	简化字总表，第3表第929个字头第2个字样
2874	蔷	G7-30930.1	简化字总表，第3表第930个字头第1个字样
2875	薔	G7-30930.2	简化字总表，第3表第930个字头第2个字样
2876	墙	G7-30931.1	简化字总表，第3表第931个字头第1个字样
2877	墻	G7-30931.2	简化字总表，第3表第931个字头第2个字样
2878	嫱	G7-30932.1	简化字总表，第3表第932个字头第1个字样
2879	嬙	G7-30932.2	简化字总表，第3表第932个字头第2个字样
2880	樯	G7-30933.1	简化字总表，第3表第933个字头第1个字样
2881	檣	G7-30933.2	简化字总表，第3表第933个字头第2个字样
2882	穑	G7-30934.1	简化字总表，第3表第934个字头第1个字样
2883	穡	G7-30934.2	简化字总表，第3表第934个字头第2个字样
2884	铩	G7-30935.1	简化字总表，第3表第935个字头第1个字样
2885	鎩	G7-30935.2	简化字总表，第3表第935个字头第2个字样
2886	谉	G7-30936.1	简化字总表，第3表第936个字头第1个字样
2887	讅	G7-30936.2	简化字总表，第3表第936个字头第2个字样
2888	婶	G7-30937.1	简化字总表，第3表第937个字头第1个字样
2889	嬸	G7-30937.2	简化字总表，第3表第937个字头第2个字样
2890	柽	G7-30938.1	简化字总表，第3表第938个字头第1个字样
2891	檉	G7-30938.2	简化字总表，第3表第938个字头第2个字样
2892	蛏	G7-30939.1	简化字总表，第3表第939个字头第1个字样
2893	蟶	G7-30939.2	简化字总表，第3表第939个字头第2个字样
2894	浉	G7-30940.1	简化字总表，第3表第940个字头第1个字样
2895	溮	G7-30940.2	简化字总表，第3表第940个字头第2个字样
2896	狮	G7-30941.1	简化字总表，第3表第941个字头第1个字样
2897	獅	G7-30941.2	简化字总表，第3表第941个字头第2个字样
2898	蛳	G7-30942.1	简化字总表，第3表第942个字头第1个字样
2899	螄	G7-30942.2	简化字总表，第3表第942个字头第2个字样
2900	筛	G7-30943.1	简化字总表，第3表第943个字头第1个字样
2901	篩	G7-30943.2	简化字总表，第3表第943个字头第2个字样
2902	埘	G7-30944.1	简化字总表，第3表第944个字头第1个字样
2903	塒	G7-30944.2	简化字总表，第3表第944个字头第2个字样
2904	莳	G7-30945.1	简化字总表，第3表第945个字头第1个字样
2905	蒔	G7-30945.2	简化字总表，第3表第945个字头第2个字样
2906	鲥	G7-30946.1	简化字总表，第3表第946个字头第1个字样
2907	鰣	G7-30946.2	简化字总表，第3表第946个字头第2个字样
2908	俦	G7-30947.1	简化字总表，第3表第947个字头第1个字样
2909	儔	G7-30947.2	简化字总表，第3表第947个字头第2个字样
2910	涛	G7-30948.1	简化字总表，第3表第948个字头第1个字样
2911	濤	G7-30948.2	简化字总表，第3表第948个字头第2个字样
2912	祷	G7-30949.1	简化字总表，第3表第949个字头第1个字样
2913	禱	G7-30949.2	简化字总表，第3表第949个字头第2个字样
2914	焘	G7-30950.1	简化字总表，第3表第950个字头第1个字样
2915	燾	G7-30950.2	简化字总表，第3表第950个字头第2个字样
2916	畴	G7-30951.1	简化字总表，第3表第951个字头第1个字样
2917	疇	G7-30951.2	简化字总表，第3表第951个字头第2个字样
2918	铸	G7-30952.1	简化字总表，第3表第952个字头第1个字样
2919	鑄	G7-30952.2	简化字总表，第3表第952个字头第2个字样
2920	筹	G7-30953.1	简化字总表，第3表第953个字头第1个字样
2921	籌	G7-30953.2	简化字总表，第3表第953个字头第2个字样
2922	踌	G7-30954.1	简化字总表，第3表第954个字头第1个字样
2923	躊	G7-30954.2	简化字总表，第3表第954个字头第2个字样
2924	嘱	G7-30955.1	简化字总表，第3表第955个字头第1个字样
2925	囑	G7-30955.2	简化字总表，第3表第955个字头第2个字样
2926	瞩	G7-30956.1	简化字总表，第3表第956个字头第1个字样
2927	矚	G7-30956.2	简化字总表，第3表第956个字头第2个字样
2928	㧐	G7-30957.1	简化字总表，第3表第957个字头第1个字样
2929	㩳	G7-30957.2	简化字总表，第3表第957个字头第2个字样
2930	萧	G7-30958.1	简化字总表，第3表第958个字头第1个字样
2931	蕭	G7-30958.2	简化字总表，第3表第958个字头第2个字样
2932	啸	G7-30959.1	简化字总表，第3表第959个字头第1个字样
2933	嘯	G7-30959.2	简化字总表，第3表第959个字头第2个字样
2934	潇	G7-30960.1	简化字总表，第3表第960个字头第1个字样
2935	瀟	G7-30960.2	简化字总表，第3表第960个字头第2个字样
2936	箫	G7-30961.1	简化字总表，第3表第961个字头第1个字样
2937	簫	G7-30961.2	简化字总表，第3表第961个字头第2个字样
2938	蟏	G7-30962.1	简化字总表，第3表第962个字头第1个字样
2939	蠨	G7-30962.2	简化字总表，第3表第962个字头第2个字样
2940	刿	G7-30963.1	简化字总表，第3表第963个字头第1个字样
2941	劌	G7-30963.2	简化字总表，第3表第963个字头第2个字样
2942	哕	G7-30964.1	简化字总表，第3表第964个字头第1个字样
2943	噦	G7-30964.2	简化字总表，第3表第964个字头第2个字样
2944	秽	G7-30965.1	简化字总表，第3表第965个字头第1个字样
2945	穢	G7-30965.2	简化字总表，第3表第965个字头第2个字样
2946	荪	G7-30966.1	简化字总表，第3表第966个字头第1个字样
2947	蓀	G7-30966.2	简化字总表，第3表第966个字头第2个字样
2948	狲	G7-30967.1	简化字总表，第3表第967个字头第1个字样
2949	猻	G7-30967.2	简化字总表，第3表第967个字头第2个字样
2950	逊	G7-30968.1	简化字总表，第3表第968个字头第1个字样
2951	遜	G7-30968.2	简化字总表，第3表第968个字头第2个字样
2952	涤	G7-30969.1	简化字总表，第3表第969个字头第1个字样
2953	滌	G7-30969.2	简化字总表，第3表第969个字头第2个字样
2954	绦	G7-30970.1	简化字总表，第3表第970个字头第1个字样
2955	縧	G7-30970.2	简化字总表，第3表第970个字头第2个字样
2956	鲦	G7-30971.1	简化字总表，第3表第971个字头第1个字样
2957	鰷	G7-30971.2	简化字总表，第3表第971个字头第2个字样
2958	厉	G7-30972.1	简化字总表，第3表第972个字头第1个字样
2959	厲	G7-30972.2	简化字总表，第3表第972个字头第2个字样
2960	迈	G7-30973.1	简化字总表，第3表第973个字头第1个字样
2961	邁	G7-30973.2	简化字总表，第3表第973个字头第2个字样
2962	励	G7-30974.1	简化字总表，第3表第974个字头第1个字样
2963	勵	G7-30974.2	简化字总表，第3表第974个字头第2个字样
2964	疠	G7-30975.1	简化字总表，第3表第975个字头第1个字样
2965	癘	G7-30975.2	简化字总表，第3表第975个字头第2个字样
2966	虿	G7-30976.1	简化字总表，第3表第976个字头第1个字样
2967	蠆	G7-30976.2	简化字总表，第3表第976个字头第2个字样
2968	趸	G7-30977.1	简化字总表，第3表第977个字头第1个字样
2969	躉	G7-30977.2	简化字总表，第3表第977个字头第2个字样
2970	砺	G7-30978.1	简化字总表，第3表第978个字头第1个字样
2971	礪	G7-30978.2	简化字总表，第3表第978个字头第2个字样
2972	粝	G7-30979.1	简化字总表，第3表第979个字头第1个字样
2973	糲	G7-30979.2	简化字总表，第3表第979个字头第2个字样
2974	蛎	G7-30980.1	简化字总表，第3表第980个字头第1个字样
2975	蠣	G7-30980.2	简化字总表，第3表第980个字头第2个字样
2976	伪	G7-30981.1	简化字总表，第3表第981个字头第1个字样
2977	僞	G7-30981.2	简化字总表，第3表第981个字头第2个字样
2978	沩	G7-30982.1	简化字总表，第3表第982个字头第1个字样
2979	潙	G7-30982.2	简化字总表，第3表第982个字头第2个字样
2980	妫	G7-30983.1	简化字总表，第3表第983个字头第1个字样
2981	嬀	G7-30983.2	简化字总表，第3表第983个字头第2个字样
2982	讳	G7-30984.1	简化字总表，第3表第984个字头第1个字样
2983	諱	G7-30984.2	简化字总表，第3表第984个字头第2个字样
2984	伟	G7-30985.1	简化字总表，第3表第985个字头第1个字样
2985	偉	G7-30985.2	简化字总表，第3表第985个字头第2个字样
2986	闱	G7-30986.1	简化字总表，第3表第986个字头第1个字样
2987	闈	G7-30986.2	简化字总表，第3表第986个字头第2个字样
2988	违	G7-30987.1	简化字总表，第3表第987个字头第1个字样
2989	違	G7-30987.2	简化字总表，第3表第987个字头第2个字样
2990	苇	G7-30988.1	简化字总表，第3表第988个字头第1个字样
2991	葦	G7-30988.2	简化字总表，第3表第988个字头第2个字样
2992	韧	G7-30989.1	简化字总表，第3表第989个字头第1个字样
2993	韌	G7-30989.2	简化字总表，第3表第989个字头第2个字样
2994	帏	G7-30990.1	简化字总表，第3表第990个字头第1个字样
2995	幃	G7-30990.2	简化字总表，第3表第990个字头第2个字样
2996	围	G7-30991.1	简化字总表，第3表第991个字头第1个字样
2997	圍	G7-30991.2	简化字总表，第3表第991个字头第2个字样
2998	纬	G7-30992.1	简化字总表，第3表第992个字头第1个字样
2999	緯	G7-30992.2	简化字总表，第3表第992个字头第2个字样
3000	炜	G7-30993.1	简化字总表，第3表第993个字头第1个字样
3001	煒	G7-30993.2	简化字总表，第3表第993个字头第2个字样
3002	祎	G7-30994.1	简化字总表，第3表第994个字头第1个字样
3003	禕	G7-30994.2	简化字总表，第3表第994个字头第2个字样
3004	玮	G7-30995.1	简化字总表，第3表第995个字头第1个字样
3005	瑋	G7-30995.2	简化字总表，第3表第995个字头第2个字样
3006	韨	G7-30996.1	简化字总表，第3表第996个字头第1个字样
3007	韍	G7-30996.2	简化字总表，第3表第996个字头第2个字样
3008	涠	G7-30997.1	简化字总表，第3表第997个字头第1个字样
3009	潿	G7-30997.2	简化字总表，第3表第997个字头第2个字样
3010	韩	G7-30998.1	简化字总表，第3表第998个字头第1个字样
3011	韓	G7-30998.2	简化字总表，第3表第998个字头第2个字样
3012	韫	G7-30999.1	简化字总表，第3表第999个字头第1个字样
3013	韞	G7-30999.2	简化字总表，第3表第999个字头第2个字样
3014	韪	G7-31000.1	简化字总表，第3表第1000个字头第1个字样
3015	韙	G7-31000.2	简化字总表，第3表第1000个字头第2个字样
3016	韬	G7-31001.1	简化字总表，第3表第1001个字头第1个字样
3017	韜	G7-31001.2	简化字总表，第3表第1001个字头第2个字样
3018	邬	G7-31002.1	简化字总表，第3表第1002个字头第1个字样
3019	鄔	G7-31002.2	简化字总表，第3表第1002个字头第2个字样
3020	坞	G7-31003.1	简化字总表，第3表第1003个字头第1个字样
3021	塢	G7-31003.2	简化字总表，第3表第1003个字头第2个字样
3022	呜	G7-31004.1	简化字总表，第3表第1004个字头第1个字样
3023	嗚	G7-31004.2	简化字总表，第3表第1004个字头第2个字样
3024	钨	G7-31005.1	简化字总表，第3表第1005个字头第1个字样
3025	鎢	G7-31005.2	简化字总表，第3表第1005个字头第2个字样
3026	怃	G7-31006.1	简化字总表，第3表第1006个字头第1个字样
3027	憮	G7-31006.2	简化字总表，第3表第1006个字头第2个字样
3028	庑	G7-31007.1	简化字总表，第3表第1007个字头第1个字样
3029	廡	G7-31007.2	简化字总表，第3表第1007个字头第2个字样
3030	抚	G7-31008.1	简化字总表，第3表第1008个字头第1个字样
3031	撫	G7-31008.2	简化字总表，第3表第1008个字头第2个字样
3032	芜	G7-31009.1	简化字总表，第3表第1009个字头第1个字样
3033	蕪	G7-31009.2	简化字总表，第3表第1009个字头第2个字样
3034	呒	G7-31010.1	简化字总表，第3表第1010个字头第1个字样
3035	嘸	G7-31010.2	简化字总表，第3表第1010个字头第2个字样
3036	妩	G7-31011.1	简化字总表，第3表第1011个字头第1个字样
3037	嫵	G7-31011.2	简化字总表，第3表第1011个字头第2个字样
3038	谳	G7-31012.1	简化字总表，第3表第1012个字头第1个字样
3039	讞	G7-31012.2	简化字总表，第3表第1012个字头第2个字样
3040	芗	G7-31013.1	简化字总表，第3表第1013个字头第1个字样
3041	薌	G7-31013.2	简化字总表，第3表第1013个字头第2个字样
3042	飨	G7-31014.1	简化字总表，第3表第1014个字头第1个字样
3043	饗	G7-31014.2	简化字总表，第3表第1014个字头第2个字样
3044	泻	G7-31015.1	简化字总表，第3表第1015个字头第1个字样
3045	瀉	G7-31015.2	简化字总表，第3表第1015个字头第2个字样
3046	浔	G7-31016.1	简化字总表，第3表第1016个字头第1个字样
3047	潯	G7-31016.2	简化字总表，第3表第1016个字头第2个字样
3048	荨	G7-31017.1	简化字总表，第3表第1017个字头第1个字样
3049	蕁	G7-31017.2	简化字总表，第3表第1017个字头第2个字样
3050	挦	G7-31018.1	简化字总表，第3表第1018个字头第1个字样
3051	撏	G7-31018.2	简化字总表，第3表第1018个字头第2个字样
3052	鲟	G7-31019.1	简化字总表，第3表第1019个字头第1个字样
3053	鱘	G7-31019.2	简化字总表，第3表第1019个字头第2个字样
3054	垩	G7-31020.1	简化字总表，第3表第1020个字头第1个字样
3055	堊	G7-31020.2	简化字总表，第3表第1020个字头第2个字样
3056	垭	G7-31021.1	简化字总表，第3表第1021个字头第1个字样
3057	埡	G7-31021.2	简化字总表，第3表第1021个字头第2个字样
3058	挜	G7-31022.1	简化字总表，第3表第1022个字头第1个字样
3059	掗	G7-31022.2	简化字总表，第3表第1022个字头第2个字样
3060	哑	G7-31023.1	简化字总表，第3表第1023个字头第1个字样
3061	啞	G7-31023.2	简化字总表，第3表第1023个字头第2个字样
3062	娅	G7-31024.1	简化字总表，第3表第1024个字头第1个字样
3063	婭	G7-31024.2	简化字总表，第3表第1024个字头第2个字样
3064	恶	G7-31025.1	简化字总表，第3表第1025个字头第1个字样
3065	惡	G7-31025.2	简化字总表，第3表第1025个字头第2个字样
3066	噁	G7-31025.3	简化字总表，第3表第1025个字头第3个字样
3067	氩	G7-31026.1	简化字总表，第3表第1026个字头第1个字样
3068	氬	G7-31026.2	简化字总表，第3表第1026个字头第2个字样
3069	壸	G7-31027.1	简化字总表，第3表第1027个字头第1个字样
3070	壼	G7-31027.2	简化字总表，第3表第1027个字头第2个字样
3071	俨	G7-31028.1	简化字总表，第3表第1028个字头第1个字样
3072	儼	G7-31028.2	简化字总表，第3表第1028个字头第2个字样
3073	酽	G7-31029.1	简化字总表，第3表第1029个字头第1个字样
3074	釅	G7-31029.2	简化字总表，第3表第1029个字头第2个字样
3075	恹	G7-31030.1	简化字总表，第3表第1030个字头第1个字样
3076	懨	G7-31030.2	简化字总表，第3表第1030个字头第2个字样
3077	厣	G7-31031.1	简化字总表，第3表第1031个字头第1个字样
3078	厴	G7-31031.2	简化字总表，第3表第1031个字头第2个字样
3079	靥	G7-31032.1	简化字总表，第3表第1032个字头第1个字样
3080	靨	G7-31032.2	简化字总表，第3表第1032个字头第2个字样
3081	餍	G7-31033.1	简化字总表，第3表第1033个字头第1个字样
3082	饜	G7-31033.2	简化字总表，第3表第1033个字头第2个字样
3083	魇	G7-31034.1	简化字总表，第3表第1034个字头第1个字样
3084	魘	G7-31034.2	简化字总表，第3表第1034个字头第2个字样
3085	黡	G7-31035.1	简化字总表，第3表第1035个字头第1个字样
3086	黶	G7-31035.2	简化字总表，第3表第1035个字头第2个字样
3087	侥	G7-31036.1	简化字总表，第3表第1036个字头第1个字样
3088	僥	G7-31036.2	简化字总表，第3表第1036个字头第2个字样
3089	浇	G7-31037.1	简化字总表，第3表第1037个字头第1个字样
3090	澆	G7-31037.2	简化字总表，第3表第1037个字头第2个字样
3091	挠	G7-31038.1	简化字总表，第3表第1038个字头第1个字样
3092	撓	G7-31038.2	简化字总表，第3表第1038个字头第2个字样
3093	荛	G7-31039.1	简化字总表，第3表第1039个字头第1个字样
3094	蕘	G7-31039.2	简化字总表，第3表第1039个字头第2个字样
3095	峣	G7-31040.1	简化字总表，第3表第1040个字头第1个字样
3096	嶢	G7-31040.2	简化字总表，第3表第1040个字头第2个字样
3097	哓	G7-31041.1	简化字总表，第3表第1041个字头第1个字样
3098	嘵	G7-31041.2	简化字总表，第3表第1041个字头第2个字样
3099	娆	G7-31042.1	简化字总表，第3表第1042个字头第1个字样
3100	嬈	G7-31042.2	简化字总表，第3表第1042个字头第2个字样
3101	骁	G7-31043.1	简化字总表，第3表第1043个字头第1个字样
3102	驍	G7-31043.2	简化字总表，第3表第1043个字头第2个字样
3103	绕	G7-31044.1	简化字总表，第3表第1044个字头第1个字样
3104	繞	G7-31044.2	简化字总表，第3表第1044个字头第2个字样
3105	饶	G7-31045.1	简化字总表，第3表第1045个字头第1个字样
3106	饒	G7-31045.2	简化字总表，第3表第1045个字头第2个字样
3107	烧	G7-31046.1	简化字总表，第3表第1046个字头第1个字样
3108	燒	G7-31046.2	简化字总表，第3表第1046个字头第2个字样
3109	桡	G7-31047.1	简化字总表，第3表第1047个字头第1个字样
3110	橈	G7-31047.2	简化字总表，第3表第1047个字头第2个字样
