num	glyph	pseudo G7-source	description
1325	跸	G7-30156.1	简化字总表，第3表第156个字头第1个字样
1326	蹕	G7-30156.2	简化字总表，第3表第156个字头第2个字样
1327	笾	G7-30157.1	简化字总表，第3表第157个字头第1个字样
1328	籩	G7-30157.2	简化字总表，第3表第157个字头第2个字样
1329	傧	G7-30158.1	简化字总表，第3表第158个字头第1个字样
1330	儐	G7-30158.2	简化字总表，第3表第158个字头第2个字样
1331	滨	G7-30159.1	简化字总表，第3表第159个字头第1个字样
1332	濱	G7-30159.2	简化字总表，第3表第159个字头第2个字样
1333	摈	G7-30160.1	简化字总表，第3表第160个字头第1个字样
1334	擯	G7-30160.2	简化字总表，第3表第160个字头第2个字样
1335	嫔	G7-30161.1	简化字总表，第3表第161个字头第1个字样
1336	嬪	G7-30161.2	简化字总表，第3表第161个字头第2个字样
1337	缤	G7-30162.1	简化字总表，第3表第162个字头第1个字样
1338	繽	G7-30162.2	简化字总表，第3表第162个字头第2个字样
1339	殡	G7-30163.1	简化字总表，第3表第163个字头第1个字样
1340	殯	G7-30163.2	简化字总表，第3表第163个字头第2个字样
1341	槟	G7-30164.1	简化字总表，第3表第164个字头第1个字样
1342	檳	G7-30164.2	简化字总表，第3表第164个字头第2个字样
1343	膑	G7-30165.1	简化字总表，第3表第165个字头第1个字样
1344	臏	G7-30165.2	简化字总表，第3表第165个字头第2个字样
1345	镔	G7-30166.1	简化字总表，第3表第166个字头第1个字样
1346	鑌	G7-30166.2	简化字总表，第3表第166个字头第2个字样
1347	髌	G7-30167.1	简化字总表，第3表第167个字头第1个字样
1348	髕	G7-30167.2	简化字总表，第3表第167个字头第2个字样
1349	鬓	G7-30168.1	简化字总表，第3表第168个字头第1个字样
1350	鬢	G7-30168.2	简化字总表，第3表第168个字头第2个字样
1351	渗	G7-30169.1	简化字总表，第3表第169个字头第1个字样
1352	滲	G7-30169.2	简化字总表，第3表第169个字头第2个字样
1353	惨	G7-30170.1	简化字总表，第3表第170个字头第1个字样
1354	慘	G7-30170.2	简化字总表，第3表第170个字头第2个字样
1355	掺	G7-30171.1	简化字总表，第3表第171个字头第1个字样
1356	摻	G7-30171.2	简化字总表，第3表第171个字头第2个字样
1357	骖	G7-30172.1	简化字总表，第3表第172个字头第1个字样
1358	驂	G7-30172.2	简化字总表，第3表第172个字头第2个字样
1359	毵	G7-30173.1	简化字总表，第3表第173个字头第1个字样
1360	毿	G7-30173.2	简化字总表，第3表第173个字头第2个字样
1361	瘆	G7-30174.1	简化字总表，第3表第174个字头第1个字样
1362	瘮	G7-30174.2	简化字总表，第3表第174个字头第2个字样
1363	碜	G7-30175.1	简化字总表，第3表第175个字头第1个字样
1364	磣	G7-30175.2	简化字总表，第3表第175个字头第2个字样
1365	䅟	G7-30176.1	简化字总表，第3表第176个字头第1个字样
1366	穇	G7-30176.2	简化字总表，第3表第176个字头第2个字样
1367	糁	G7-30177.1	简化字总表，第3表第177个字头第1个字样
1368	糝	G7-30177.2	简化字总表，第3表第177个字头第2个字样
1369	伧	G7-30178.1	简化字总表，第3表第178个字头第1个字样
1370	傖	G7-30178.2	简化字总表，第3表第178个字头第2个字样
1371	创	G7-30179.1	简化字总表，第3表第179个字头第1个字样
1372	創	G7-30179.2	简化字总表，第3表第179个字头第2个字样
1373	沧	G7-30180.1	简化字总表，第3表第180个字头第1个字样
1374	滄	G7-30180.2	简化字总表，第3表第180个字头第2个字样
1375	怆	G7-30181.1	简化字总表，第3表第181个字头第1个字样
1376	愴	G7-30181.2	简化字总表，第3表第181个字头第2个字样
1377	苍	G7-30182.1	简化字总表，第3表第182个字头第1个字样
1378	蒼	G7-30182.2	简化字总表，第3表第182个字头第2个字样
1379	抢	G7-30183.1	简化字总表，第3表第183个字头第1个字样
1380	搶	G7-30183.2	简化字总表，第3表第183个字头第2个字样
1381	呛	G7-30184.1	简化字总表，第3表第184个字头第1个字样
1382	嗆	G7-30184.2	简化字总表，第3表第184个字头第2个字样
1383	炝	G7-30185.1	简化字总表，第3表第185个字头第1个字样
1384	熗	G7-30185.2	简化字总表，第3表第185个字头第2个字样
1385	玱	G7-30186.1	简化字总表，第3表第186个字头第1个字样
1386	瑲	G7-30186.2	简化字总表，第3表第186个字头第2个字样
1387	枪	G7-30187.1	简化字总表，第3表第187个字头第1个字样
1388	槍	G7-30187.2	简化字总表，第3表第187个字头第2个字样
1389	戗	G7-30188.1	简化字总表，第3表第188个字头第1个字样
1390	戧	G7-30188.2	简化字总表，第3表第188个字头第2个字样
1391	疮	G7-30189.1	简化字总表，第3表第189个字头第1个字样
1392	瘡	G7-30189.2	简化字总表，第3表第189个字头第2个字样
1393	鸧	G7-30190.1	简化字总表，第3表第190个字头第1个字样
1394	鶬	G7-30190.2	简化字总表，第3表第190个字头第2个字样
1395	舱	G7-30191.1	简化字总表，第3表第191个字头第1个字样
1396	艙	G7-30191.2	简化字总表，第3表第191个字头第2个字样
1397	跄	G7-30192.1	简化字总表，第3表第192个字头第1个字样
1398	蹌	G7-30192.2	简化字总表，第3表第192个字头第2个字样
1399	浐	G7-30193.1	简化字总表，第3表第193个字头第1个字样
1400	滻	G7-30193.2	简化字总表，第3表第193个字头第2个字样
1401	萨	G7-30194.1	简化字总表，第3表第194个字头第1个字样
1402	薩	G7-30194.2	简化字总表，第3表第194个字头第2个字样
1403	铲	G7-30195.1	简化字总表，第3表第195个字头第1个字样
1404	鏟	G7-30195.2	简化字总表，第3表第195个字头第2个字样
1405	伥	G7-30196.1	简化字总表，第3表第196个字头第1个字样
1406	倀	G7-30196.2	简化字总表，第3表第196个字头第2个字样
1407	怅	G7-30197.1	简化字总表，第3表第197个字头第1个字样
1408	悵	G7-30197.2	简化字总表，第3表第197个字头第2个字样
1409	帐	G7-30198.1	简化字总表，第3表第198个字头第1个字样
1410	帳	G7-30198.2	简化字总表，第3表第198个字头第2个字样
1411	张	G7-30199.1	简化字总表，第3表第199个字头第1个字样
1412	張	G7-30199.2	简化字总表，第3表第199个字头第2个字样
1413	枨	G7-30200.1	简化字总表，第3表第200个字头第1个字样
1414	棖	G7-30200.2	简化字总表，第3表第200个字头第2个字样
1415	账	G7-30201.1	简化字总表，第3表第201个字头第1个字样
1416	賬	G7-30201.2	简化字总表，第3表第201个字头第2个字样
1417	胀	G7-30202.1	简化字总表，第3表第202个字头第1个字样
1418	脹	G7-30202.2	简化字总表，第3表第202个字头第2个字样
1419	涨	G7-30203.1	简化字总表，第3表第203个字头第1个字样
1420	漲	G7-30203.2	简化字总表，第3表第203个字头第2个字样
1421	鲿	G7-30204.1	简化字总表，第3表第204个字头第1个字样
1422	鱨	G7-30204.2	简化字总表，第3表第204个字头第2个字样
1423	轧	G7-30205.1	简化字总表，第3表第205个字头第1个字样
1424	軋	G7-30205.2	简化字总表，第3表第205个字头第2个字样
1425	军	G7-30206.1	简化字总表，第3表第206个字头第1个字样
1426	軍	G7-30206.2	简化字总表，第3表第206个字头第2个字样
1427	轨	G7-30207.1	简化字总表，第3表第207个字头第1个字样
1428	軌	G7-30207.2	简化字总表，第3表第207个字头第2个字样
1429	厍	G7-30208.1	简化字总表，第3表第208个字头第1个字样
1430	厙	G7-30208.2	简化字总表，第3表第208个字头第2个字样
1431	阵	G7-30209.1	简化字总表，第3表第209个字头第1个字样
1432	陣	G7-30209.2	简化字总表，第3表第209个字头第2个字样
1433	库	G7-30210.1	简化字总表，第3表第210个字头第1个字样
1434	庫	G7-30210.2	简化字总表，第3表第210个字头第2个字样
1435	连	G7-30211.1	简化字总表，第3表第211个字头第1个字样
1436	連	G7-30211.2	简化字总表，第3表第211个字头第2个字样
1437	轩	G7-30212.1	简化字总表，第3表第212个字头第1个字样
1438	軒	G7-30212.2	简化字总表，第3表第212个字头第2个字样
1439	诨	G7-30213.1	简化字总表，第3表第213个字头第1个字样
1440	諢	G7-30213.2	简化字总表，第3表第213个字头第2个字样
1441	郓	G7-30214.1	简化字总表，第3表第214个字头第1个字样
1442	鄆	G7-30214.2	简化字总表，第3表第214个字头第2个字样
1443	轫	G7-30215.1	简化字总表，第3表第215个字头第1个字样
1444	軔	G7-30215.2	简化字总表，第3表第215个字头第2个字样
1445	轭	G7-30216.1	简化字总表，第3表第216个字头第1个字样
1446	軛	G7-30216.2	简化字总表，第3表第216个字头第2个字样
1447	匦	G7-30217.1	简化字总表，第3表第217个字头第1个字样
1448	匭	G7-30217.2	简化字总表，第3表第217个字头第2个字样
1449	转	G7-30218.1	简化字总表，第3表第218个字头第1个字样
1450	轉	G7-30218.2	简化字总表，第3表第218个字头第2个字样
1451	轮	G7-30219.1	简化字总表，第3表第219个字头第1个字样
1452	輪	G7-30219.2	简化字总表，第3表第219个字头第2个字样
1453	斩	G7-30220.1	简化字总表，第3表第220个字头第1个字样
1454	斬	G7-30220.2	简化字总表，第3表第220个字头第2个字样
1455	软	G7-30221.1	简化字总表，第3表第221个字头第1个字样
1456	軟	G7-30221.2	简化字总表，第3表第221个字头第2个字样
1457	浑	G7-30222.1	简化字总表，第3表第222个字头第1个字样
1458	渾	G7-30222.2	简化字总表，第3表第222个字头第2个字样
1459	恽	G7-30223.1	简化字总表，第3表第223个字头第1个字样
1460	惲	G7-30223.2	简化字总表，第3表第223个字头第2个字样
1461	砗	G7-30224.1	简化字总表，第3表第224个字头第1个字样
1462	硨	G7-30224.2	简化字总表，第3表第224个字头第2个字样
1463	轶	G7-30225.1	简化字总表，第3表第225个字头第1个字样
1464	軼	G7-30225.2	简化字总表，第3表第225个字头第2个字样
1465	轲	G7-30226.1	简化字总表，第3表第226个字头第1个字样
1466	軻	G7-30226.2	简化字总表，第3表第226个字头第2个字样
1467	轱	G7-30227.1	简化字总表，第3表第227个字头第1个字样
1468	軲	G7-30227.2	简化字总表，第3表第227个字头第2个字样
1469	轷	G7-30228.1	简化字总表，第3表第228个字头第1个字样
1470	軤	G7-30228.2	简化字总表，第3表第228个字头第2个字样
1471	轻	G7-30229.1	简化字总表，第3表第229个字头第1个字样
1472	輕	G7-30229.2	简化字总表，第3表第229个字头第2个字样
1473	轳	G7-30230.1	简化字总表，第3表第230个字头第1个字样
1474	轤	G7-30230.2	简化字总表，第3表第230个字头第2个字样
1475	轴	G7-30231.1	简化字总表，第3表第231个字头第1个字样
1476	軸	G7-30231.2	简化字总表，第3表第231个字头第2个字样
1477	挥	G7-30232.1	简化字总表，第3表第232个字头第1个字样
1478	揮	G7-30232.2	简化字总表，第3表第232个字头第2个字样
1479	荤	G7-30233.1	简化字总表，第3表第233个字头第1个字样
1480	葷	G7-30233.2	简化字总表，第3表第233个字头第2个字样
1481	轹	G7-30234.1	简化字总表，第3表第234个字头第1个字样
1482	轢	G7-30234.2	简化字总表，第3表第234个字头第2个字样
1483	轸	G7-30235.1	简化字总表，第3表第235个字头第1个字样
1484	軫	G7-30235.2	简化字总表，第3表第235个字头第2个字样
1485	轺	G7-30236.1	简化字总表，第3表第236个字头第1个字样
1486	軺	G7-30236.2	简化字总表，第3表第236个字头第2个字样
1487	涟	G7-30237.1	简化字总表，第3表第237个字头第1个字样
1488	漣	G7-30237.2	简化字总表，第3表第237个字头第2个字样
1489	珲	G7-30238.1	简化字总表，第3表第238个字头第1个字样
1490	琿	G7-30238.2	简化字总表，第3表第238个字头第2个字样
1491	载	G7-30239.1	简化字总表，第3表第239个字头第1个字样
1492	載	G7-30239.2	简化字总表，第3表第239个字头第2个字样
1493	莲	G7-30240.1	简化字总表，第3表第240个字头第1个字样
1494	蓮	G7-30240.2	简化字总表，第3表第240个字头第2个字样
1495	较	G7-30241.1	简化字总表，第3表第241个字头第1个字样
1496	較	G7-30241.2	简化字总表，第3表第241个字头第2个字样
1497	轼	G7-30242.1	简化字总表，第3表第242个字头第1个字样
1498	軾	G7-30242.2	简化字总表，第3表第242个字头第2个字样
1499	轾	G7-30243.1	简化字总表，第3表第243个字头第1个字样
1500	輊	G7-30243.2	简化字总表，第3表第243个字头第2个字样
1501	辂	G7-30244.1	简化字总表，第3表第244个字头第1个字样
1502	輅	G7-30244.2	简化字总表，第3表第244个字头第2个字样
1503	轿	G7-30245.1	简化字总表，第3表第245个字头第1个字样
1504	轎	G7-30245.2	简化字总表，第3表第245个字头第2个字样
1505	晕	G7-30246.1	简化字总表，第3表第246个字头第1个字样
1506	暈	G7-30246.2	简化字总表，第3表第246个字头第2个字样
1507	渐	G7-30247.1	简化字总表，第3表第247个字头第1个字样
1508	漸	G7-30247.2	简化字总表，第3表第247个字头第2个字样
1509	惭	G7-30248.1	简化字总表，第3表第248个字头第1个字样
1510	慚	G7-30248.2	简化字总表，第3表第248个字头第2个字样
1511	皲	G7-30249.1	简化字总表，第3表第249个字头第1个字样
1512	皸	G7-30249.2	简化字总表，第3表第249个字头第2个字样
1513	琏	G7-30250.1	简化字总表，第3表第250个字头第1个字样
1514	璉	G7-30250.2	简化字总表，第3表第250个字头第2个字样
1515	辅	G7-30251.1	简化字总表，第3表第251个字头第1个字样
1516	輔	G7-30251.2	简化字总表，第3表第251个字头第2个字样
1517	辄	G7-30252.1	简化字总表，第3表第252个字头第1个字样
1518	輒	G7-30252.2	简化字总表，第3表第252个字头第2个字样
1519	辆	G7-30253.1	简化字总表，第3表第253个字头第1个字样
1520	輛	G7-30253.2	简化字总表，第3表第253个字头第2个字样
1521	堑	G7-30254.1	简化字总表，第3表第254个字头第1个字样
1522	塹	G7-30254.2	简化字总表，第3表第254个字头第2个字样
1523	啭	G7-30255.1	简化字总表，第3表第255个字头第1个字样
1524	囀	G7-30255.2	简化字总表，第3表第255个字头第2个字样
1525	崭	G7-30256.1	简化字总表，第3表第256个字头第1个字样
1526	嶄	G7-30256.2	简化字总表，第3表第256个字头第2个字样
1527	裤	G7-30257.1	简化字总表，第3表第257个字头第1个字样
1528	褲	G7-30257.2	简化字总表，第3表第257个字头第2个字样
1529	裢	G7-30258.1	简化字总表，第3表第258个字头第1个字样
1530	褳	G7-30258.2	简化字总表，第3表第258个字头第2个字样
1531	辇	G7-30259.1	简化字总表，第3表第259个字头第1个字样
1532	輦	G7-30259.2	简化字总表，第3表第259个字头第2个字样
1533	辋	G7-30260.1	简化字总表，第3表第260个字头第1个字样
1534	輞	G7-30260.2	简化字总表，第3表第260个字头第2个字样
1535	辍	G7-30261.1	简化字总表，第3表第261个字头第1个字样
1536	輟	G7-30261.2	简化字总表，第3表第261个字头第2个字样
1537	辊	G7-30262.1	简化字总表，第3表第262个字头第1个字样
1538	輥	G7-30262.2	简化字总表，第3表第262个字头第2个字样
1539	椠	G7-30263.1	简化字总表，第3表第263个字头第1个字样
1540	槧	G7-30263.2	简化字总表，第3表第263个字头第2个字样
1541	辎	G7-30264.1	简化字总表，第3表第264个字头第1个字样
1542	輜	G7-30264.2	简化字总表，第3表第264个字头第2个字样
1543	暂	G7-30265.1	简化字总表，第3表第265个字头第1个字样
1544	暫	G7-30265.2	简化字总表，第3表第265个字头第2个字样
1545	辉	G7-30266.1	简化字总表，第3表第266个字头第1个字样
1546	輝	G7-30266.2	简化字总表，第3表第266个字头第2个字样
1547	辈	G7-30267.1	简化字总表，第3表第267个字头第1个字样
1548	輩	G7-30267.2	简化字总表，第3表第267个字头第2个字样
1549	链	G7-30268.1	简化字总表，第3表第268个字头第1个字样
1550	鏈	G7-30268.2	简化字总表，第3表第268个字头第2个字样
1551	翚	G7-30269.1	简化字总表，第3表第269个字头第1个字样
1552	翬	G7-30269.2	简化字总表，第3表第269个字头第2个字样
1553	辏	G7-30270.1	简化字总表，第3表第270个字头第1个字样
1554	輳	G7-30270.2	简化字总表，第3表第270个字头第2个字样
1555	辐	G7-30271.1	简化字总表，第3表第271个字头第1个字样
1556	輻	G7-30271.2	简化字总表，第3表第271个字头第2个字样
1557	辑	G7-30272.1	简化字总表，第3表第272个字头第1个字样
1558	輯	G7-30272.2	简化字总表，第3表第272个字头第2个字样
1559	输	G7-30273.1	简化字总表，第3表第273个字头第1个字样
1560	輸	G7-30273.2	简化字总表，第3表第273个字头第2个字样
1561	毂	G7-30274.1	简化字总表，第3表第274个字头第1个字样
1562	轂	G7-30274.2	简化字总表，第3表第274个字头第2个字样
1563	辔	G7-30275.1	简化字总表，第3表第275个字头第1个字样
1564	轡	G7-30275.2	简化字总表，第3表第275个字头第2个字样
1565	辖	G7-30276.1	简化字总表，第3表第276个字头第1个字样
1566	轄	G7-30276.2	简化字总表，第3表第276个字头第2个字样
1567	辕	G7-30277.1	简化字总表，第3表第277个字头第1个字样
1568	轅	G7-30277.2	简化字总表，第3表第277个字头第2个字样
1569	辗	G7-30278.1	简化字总表，第3表第278个字头第1个字样
1570	輾	G7-30278.2	简化字总表，第3表第278个字头第2个字样
1571	舆	G7-30279.1	简化字总表，第3表第279个字头第1个字样
1572	輿	G7-30279.2	简化字总表，第3表第279个字头第2个字样
1573	辘	G7-30280.1	简化字总表，第3表第280个字头第1个字样
1574	轆	G7-30280.2	简化字总表，第3表第280个字头第2个字样
1575	撵	G7-30281.1	简化字总表，第3表第281个字头第1个字样
1576	攆	G7-30281.2	简化字总表，第3表第281个字头第2个字样
1577	鲢	G7-30282.1	简化字总表，第3表第282个字头第1个字样
1578	鰱	G7-30282.2	简化字总表，第3表第282个字头第2个字样
1579	辙	G7-30283.1	简化字总表，第3表第283个字头第1个字样
1580	轍	G7-30283.2	简化字总表，第3表第283个字头第2个字样
1581	錾	G7-30284.1	简化字总表，第3表第284个字头第1个字样
1582	鏨	G7-30284.2	简化字总表，第3表第284个字头第2个字样
1583	辚	G7-30285.1	简化字总表，第3表第285个字头第1个字样
1584	轔	G7-30285.2	简化字总表，第3表第285个字头第2个字样
1585	龀	G7-30286.1	简化字总表，第3表第286个字头第1个字样
1586	齔	G7-30286.2	简化字总表，第3表第286个字头第2个字样
1587	啮	G7-30287.1	简化字总表，第3表第287个字头第1个字样
1588	嚙	G7-30287.2	简化字总表，第3表第287个字头第2个字样
1589	龆	G7-30288.1	简化字总表，第3表第288个字头第1个字样
1590	齠	G7-30288.2	简化字总表，第3表第288个字头第2个字样
1591	龅	G7-30289.1	简化字总表，第3表第289个字头第1个字样
1592	齙	G7-30289.2	简化字总表，第3表第289个字头第2个字样
1593	龃	G7-30290.1	简化字总表，第3表第290个字头第1个字样
1594	齟	G7-30290.2	简化字总表，第3表第290个字头第2个字样
1595	龄	G7-30291.1	简化字总表，第3表第291个字头第1个字样
1596	齡	G7-30291.2	简化字总表，第3表第291个字头第2个字样
1597	龇	G7-30292.1	简化字总表，第3表第292个字头第1个字样
1598	齜	G7-30292.2	简化字总表，第3表第292个字头第2个字样
1599	龈	G7-30293.1	简化字总表，第3表第293个字头第1个字样
1600	齦	G7-30293.2	简化字总表，第3表第293个字头第2个字样
1601	龉	G7-30294.1	简化字总表，第3表第294个字头第1个字样
1602	齬	G7-30294.2	简化字总表，第3表第294个字头第2个字样
1603	龊	G7-30295.1	简化字总表，第3表第295个字头第1个字样
1604	齪	G7-30295.2	简化字总表，第3表第295个字头第2个字样
1605	龌	G7-30296.1	简化字总表，第3表第296个字头第1个字样
1606	齷	G7-30296.2	简化字总表，第3表第296个字头第2个字样
1607	龋	G7-30297.1	简化字总表，第3表第297个字头第1个字样
1608	齲	G7-30297.2	简化字总表，第3表第297个字头第2个字样
1609	蛊	G7-30298.1	简化字总表，第3表第298个字头第1个字样
1610	蠱	G7-30298.2	简化字总表，第3表第298个字头第2个字样
1611	诌	G7-30299.1	简化字总表，第3表第299个字头第1个字样
1612	謅	G7-30299.2	简化字总表，第3表第299个字头第2个字样
1613	㑇	G7-30300.1	简化字总表，第3表第300个字头第1个字样
1614	㑳	G7-30300.2	简化字总表，第3表第300个字头第2个字样
1615	邹	G7-30301.1	简化字总表，第3表第301个字头第1个字样
1616	鄒	G7-30301.2	简化字总表，第3表第301个字头第2个字样
1617	㤘	G7-30302.1	简化字总表，第3表第302个字头第1个字样
1618	㥮	G7-30302.2	简化字总表，第3表第302个字头第2个字样
1619	驺	G7-30303.1	简化字总表，第3表第303个字头第1个字样
1620	騶	G7-30303.2	简化字总表，第3表第303个字头第2个字样
1621	绉	G7-30304.1	简化字总表，第3表第304个字头第1个字样
1622	縐	G7-30304.2	简化字总表，第3表第304个字头第2个字样
1623	皱	G7-30305.1	简化字总表，第3表第305个字头第1个字样
1624	皺	G7-30305.2	简化字总表，第3表第305个字头第2个字样
1625	趋	G7-30306.1	简化字总表，第3表第306个字头第1个字样
1626	趨	G7-30306.2	简化字总表，第3表第306个字头第2个字样
1627	雏	G7-30307.1	简化字总表，第3表第307个字头第1个字样
1628	雛	G7-30307.2	简化字总表，第3表第307个字头第2个字样
1629	苁	G7-30308.1	简化字总表，第3表第308个字头第1个字样
1630	蓯	G7-30308.2	简化字总表，第3表第308个字头第2个字样
1631	纵	G7-30309.1	简化字总表，第3表第309个字头第1个字样
1632	縱	G7-30309.2	简化字总表，第3表第309个字头第2个字样
1633	枞	G7-30310.1	简化字总表，第3表第310个字头第1个字样
1634	樅	G7-30310.2	简化字总表，第3表第310个字头第2个字样
1635	怂	G7-30311.1	简化字总表，第3表第311个字头第1个字样
1636	慫	G7-30311.2	简化字总表，第3表第311个字头第2个字样
1637	耸	G7-30312.1	简化字总表，第3表第312个字头第1个字样
1638	聳	G7-30312.2	简化字总表，第3表第312个字头第2个字样
1639	撺	G7-30313.1	简化字总表，第3表第313个字头第1个字样
1640	攛	G7-30313.2	简化字总表，第3表第313个字头第2个字样
1641	镩	G7-30314.1	简化字总表，第3表第314个字头第1个字样
1642	鑹	G7-30314.2	简化字总表，第3表第314个字头第2个字样
1643	蹿	G7-30315.1	简化字总表，第3表第315个字头第1个字样
1644	躥	G7-30315.2	简化字总表，第3表第315个字头第2个字样
1645	㳠	G7-30316.1	简化字总表，第3表第316个字头第1个字样
1646	澾	G7-30316.2	简化字总表，第3表第316个字头第2个字样
1647	闼	G7-30317.1	简化字总表，第3表第317个字头第1个字样
1648	闥	G7-30317.2	简化字总表，第3表第317个字头第2个字样
1649	挞	G7-30318.1	简化字总表，第3表第318个字头第1个字样
1650	撻	G7-30318.2	简化字总表，第3表第318个字头第2个字样
1651	哒	G7-30319.1	简化字总表，第3表第319个字头第1个字样
1652	噠	G7-30319.2	简化字总表，第3表第319个字头第2个字样
1653	鞑	G7-30320.1	简化字总表，第3表第320个字头第1个字样
1654	韃	G7-30320.2	简化字总表，第3表第320个字头第2个字样
1655	滞	G7-30321.1	简化字总表，第3表第321个字头第1个字样
1656	滯	G7-30321.2	简化字总表，第3表第321个字头第2个字样
1657	郸	G7-30322.1	简化字总表，第3表第322个字头第1个字样
1658	鄲	G7-30322.2	简化字总表，第3表第322个字头第2个字样
1659	惮	G7-30323.1	简化字总表，第3表第323个字头第1个字样
1660	憚	G7-30323.2	简化字总表，第3表第323个字头第2个字样
1661	阐	G7-30324.1	简化字总表，第3表第324个字头第1个字样
1662	闡	G7-30324.2	简化字总表，第3表第324个字头第2个字样
1663	掸	G7-30325.1	简化字总表，第3表第325个字头第1个字样
1664	撣	G7-30325.2	简化字总表，第3表第325个字头第2个字样
1665	弹	G7-30326.1	简化字总表，第3表第326个字头第1个字样
1666	彈	G7-30326.2	简化字总表，第3表第326个字头第2个字样
1667	婵	G7-30327.1	简化字总表，第3表第327个字头第1个字样
1668	嬋	G7-30327.2	简化字总表，第3表第327个字头第2个字样
1669	禅	G7-30328.1	简化字总表，第3表第328个字头第1个字样
1670	禪	G7-30328.2	简化字总表，第3表第328个字头第2个字样
1671	殚	G7-30329.1	简化字总表，第3表第329个字头第1个字样
1672	殫	G7-30329.2	简化字总表，第3表第329个字头第2个字样
1673	瘅	G7-30330.1	简化字总表，第3表第330个字头第1个字样
1674	癉	G7-30330.2	简化字总表，第3表第330个字头第2个字样
1675	蝉	G7-30331.1	简化字总表，第3表第331个字头第1个字样
1676	蟬	G7-30331.2	简化字总表，第3表第331个字头第2个字样
1677	箪	G7-30332.1	简化字总表，第3表第332个字头第1个字样
1678	簞	G7-30332.2	简化字总表，第3表第332个字头第2个字样
1679	蕲	G7-30333.1	简化字总表，第3表第333个字头第1个字样
1680	蘄	G7-30333.2	简化字总表，第3表第333个字头第2个字样
1681	冁	G7-30334.1	简化字总表，第3表第334个字头第1个字样
1682	囅	G7-30334.2	简化字总表，第3表第334个字头第2个字样
1683	挡	G7-30335.1	简化字总表，第3表第335个字头第1个字样
1684	擋	G7-30335.2	简化字总表，第3表第335个字头第2个字样
1685	档	G7-30336.1	简化字总表，第3表第336个字头第1个字样
1686	檔	G7-30336.2	简化字总表，第3表第336个字头第2个字样
1687	裆	G7-30337.1	简化字总表，第3表第337个字头第1个字样
1688	襠	G7-30337.2	简化字总表，第3表第337个字头第2个字样
1689	铛	G7-30338.1	简化字总表，第3表第338个字头第1个字样
1690	鐺	G7-30338.2	简化字总表，第3表第338个字头第2个字样
1691	谠	G7-30339.1	简化字总表，第3表第339个字头第1个字样
1692	讜	G7-30339.2	简化字总表，第3表第339个字头第2个字样
1693	傥	G7-30340.1	简化字总表，第3表第340个字头第1个字样
1694	儻	G7-30340.2	简化字总表，第3表第340个字头第2个字样
1695	镋	G7-30341.1	简化字总表，第3表第341个字头第1个字样
1696	钂	G7-30341.2	简化字总表，第3表第341个字头第2个字样
1697	冻	G7-30342.1	简化字总表，第3表第342个字头第1个字样
1698	凍	G7-30342.2	简化字总表，第3表第342个字头第2个字样
1699	陈	G7-30343.1	简化字总表，第3表第343个字头第1个字样
1700	陳	G7-30343.2	简化字总表，第3表第343个字头第2个字样
1701	岽	G7-30344.1	简化字总表，第3表第344个字头第1个字样
1702	崬	G7-30344.2	简化字总表，第3表第344个字头第2个字样
1703	栋	G7-30345.1	简化字总表，第3表第345个字头第1个字样
1704	棟	G7-30345.2	简化字总表，第3表第345个字头第2个字样
1705	胨	G7-30346.1	简化字总表，第3表第346个字头第1个字样
1706	腖	G7-30346.2	简化字总表，第3表第346个字头第2个字样
1707	鸫	G7-30347.1	简化字总表，第3表第347个字头第1个字样
1708	鶇	G7-30347.2	简化字总表，第3表第347个字头第2个字样
1709	恸	G7-30348.1	简化字总表，第3表第348个字头第1个字样
1710	慟	G7-30348.2	简化字总表，第3表第348个字头第2个字样
1711	簖	G7-30349.1	简化字总表，第3表第349个字头第1个字样
1712	籪	G7-30349.2	简化字总表，第3表第349个字头第2个字样
1713	怼	G7-30350.1	简化字总表，第3表第350个字头第1个字样
1714	懟	G7-30350.2	简化字总表，第3表第350个字头第2个字样
1715	坠	G7-30351.1	简化字总表，第3表第351个字头第1个字样
1716	墜	G7-30351.2	简化字总表，第3表第351个字头第2个字样
1717	迩	G7-30352.1	简化字总表，第3表第352个字头第1个字样
1718	邇	G7-30352.2	简化字总表，第3表第352个字头第2个字样
1719	弥	G7-30353.1	简化字总表，第3表第353个字头第1个字样
1720	彌	G7-30353.2	简化字总表，第3表第353个字头第2个字样
1721	瀰	G7-30353.3	简化字总表，第3表第353个字头第3个字样
1722	祢	G7-30354.1	简化字总表，第3表第354个字头第1个字样
1723	禰	G7-30354.2	简化字总表，第3表第354个字头第2个字样
1724	玺	G7-30355.1	简化字总表，第3表第355个字头第1个字样
1725	璽	G7-30355.2	简化字总表，第3表第355个字头第2个字样
1726	猕	G7-30356.1	简化字总表，第3表第356个字头第1个字样
1727	獼	G7-30356.2	简化字总表，第3表第356个字头第2个字样
1728	泼	G7-30357.1	简化字总表，第3表第357个字头第1个字样
1729	潑	G7-30357.2	简化字总表，第3表第357个字头第2个字样
1730	废	G7-30358.1	简化字总表，第3表第358个字头第1个字样
1731	廢	G7-30358.2	简化字总表，第3表第358个字头第2个字样
1732	拨	G7-30359.1	简化字总表，第3表第359个字头第1个字样
1733	撥	G7-30359.2	简化字总表，第3表第359个字头第2个字样
1734	䥽	G7-30360.1	简化字总表，第3表第360个字头第1个字样
