num	glyph	pseudo G7-source	description
3149	透	G7-T3149.1	现代汉语通用字表，3149
3150	笄	G7-T3150.1	现代汉语通用字表，3150
3151	笕	G7-T3151.1	现代汉语通用字表，3151
3152	笔	G7-T3152.1	现代汉语通用字表，3152
3153	笑	G7-T3153.1	现代汉语通用字表，3153
3154	笊	G7-T3154.1	现代汉语通用字表，3154
3155	笫	G7-T3155.1	现代汉语通用字表，3155
3156	笏	G7-T3156.1	现代汉语通用字表，3156
3157	笋	G7-T3157.1	现代汉语通用字表，3157
3158	笆	G7-T3158.1	现代汉语通用字表，3158
3159	俸	G7-T3159.1	现代汉语通用字表，3159
3160	倩	G7-T3160.1	现代汉语通用字表，3160
3161	债	G7-T3161.1	现代汉语通用字表，3161
3162	俵	G7-T3162.1	现代汉语通用字表，3162
3163	倻	G7-T3163.1	现代汉语通用字表，3163
3164	借	G7-T3164.1	现代汉语通用字表，3164
3165	偌	G7-T3165.1	现代汉语通用字表，3165
3166	值	G7-T3166.1	现代汉语通用字表，3166
3167	倚	G7-T3167.1	现代汉语通用字表，3167
3168	俺	G7-T3168.1	现代汉语通用字表，3168
3169	倾	G7-T3169.1	现代汉语通用字表，3169
3170	倒	G7-T3170.1	现代汉语通用字表，3170
3171	俳	G7-T3171.1	现代汉语通用字表，3171
3172	俶	G7-T3172.1	现代汉语通用字表，3172
3173	倬	G7-T3173.1	现代汉语通用字表，3173
3174	倏	G7-T3174.1	现代汉语通用字表，3174
3175	倘	G7-T3175.1	现代汉语通用字表，3175
3176	俱	G7-T3176.1	现代汉语通用字表，3176
3177	倡	G7-T3177.1	现代汉语通用字表，3177
3178	候	G7-T3178.1	现代汉语通用字表，3178
3179	赁	G7-T3179.1	现代汉语通用字表，3179
3180	恁	G7-T3180.1	现代汉语通用字表，3180
3181	倭	G7-T3181.1	现代汉语通用字表，3181
3182	倪	G7-T3182.1	现代汉语通用字表，3182
3183	俾	G7-T3183.1	现代汉语通用字表，3183
3184	倜	G7-T3184.1	现代汉语通用字表，3184
3185	隼	G7-T3185.1	现代汉语通用字表，3185
3186	隽	G7-T3186.1	现代汉语通用字表，3186
3187	倞	G7-T3187.1	现代汉语通用字表，3187
3188	俯	G7-T3188.1	现代汉语通用字表，3188
3189	倍	G7-T3189.1	现代汉语通用字表，3189
3190	倦	G7-T3190.1	现代汉语通用字表，3190
3191	倓	G7-T3191.1	现代汉语通用字表，3191
3192	倌	G7-T3192.1	现代汉语通用字表，3192
3193	倥	G7-T3193.1	现代汉语通用字表，3193
3194	臬	G7-T3194.1	现代汉语通用字表，3194
3195	健	G7-T3195.1	现代汉语通用字表，3195
3196	臭	G7-T3196.1	现代汉语通用字表，3196
3197	射	G7-T3197.1	现代汉语通用字表，3197
3198	皋	G7-T3198.1	现代汉语通用字表，3198
3199	躬	G7-T3199.1	现代汉语通用字表，3199
3200	息	G7-T3200.1	现代汉语通用字表，3200
3201	郫	G7-T3201.1	现代汉语通用字表，3201
3202	倨	G7-T3202.1	现代汉语通用字表，3202
3203	倔	G7-T3203.1	现代汉语通用字表，3203
3204	衄	G7-T3204.1	现代汉语通用字表，3204
3205	颀	G7-T3205.1	现代汉语通用字表，3205
3206	徒	G7-T3206.1	现代汉语通用字表，3206
3207	徕	G7-T3207.1	现代汉语通用字表，3207
3208	徐	G7-T3208.1	现代汉语通用字表，3208
3209	殷	G7-T3209.1	现代汉语通用字表，3209
3210	舰	G7-T3210.1	现代汉语通用字表，3210
3211	舨	G7-T3211.1	现代汉语通用字表，3211
3212	舱	G7-T3212.1	现代汉语通用字表，3212
3213	般	G7-T3213.1	现代汉语通用字表，3213
3214	航	G7-T3214.1	现代汉语通用字表，3214
3215	舫	G7-T3215.1	现代汉语通用字表，3215
3216	瓞	G7-T3216.1	现代汉语通用字表，3216
3217	途	G7-T3217.1	现代汉语通用字表，3217
3218	拿	G7-T3218.1	现代汉语通用字表，3218
3219	釜	G7-T3219.1	现代汉语通用字表，3219
3220	耸	G7-T3220.1	现代汉语通用字表，3220
3221	爹	G7-T3221.1	现代汉语通用字表，3221
3222	舀	G7-T3222.1	现代汉语通用字表，3222
3223	爱	G7-T3223.1	现代汉语通用字表，3223
3224	豺	G7-T3224.1	现代汉语通用字表，3224
3225	豹	G7-T3225.1	现代汉语通用字表，3225
3226	奚	G7-T3226.1	现代汉语通用字表，3226
3227	鬯	G7-T3227.1	现代汉语通用字表，3227
3228	衾	G7-T3228.1	现代汉语通用字表，3228
3229	鸰	G7-T3229.1	现代汉语通用字表，3229
3230	颁	G7-T3230.1	现代汉语通用字表，3230
3231	颂	G7-T3231.1	现代汉语通用字表，3231
3232	翁	G7-T3232.1	现代汉语通用字表，3232
3233	胯	G7-T3233.1	现代汉语通用字表，3233
3234	胰	G7-T3234.1	现代汉语通用字表，3234
3235	胱	G7-T3235.1	现代汉语通用字表，3235
3236	胴	G7-T3236.1	现代汉语通用字表，3236
3237	胭	G7-T3237.1	现代汉语通用字表，3237
3238	脍	G7-T3238.1	现代汉语通用字表，3238
3239	脎	G7-T3239.1	现代汉语通用字表，3239
3240	脆	G7-T3240.1	现代汉语通用字表，3240
3241	脂	G7-T3241.1	现代汉语通用字表，3241
3242	胸	G7-T3242.1	现代汉语通用字表，3242
3243	胳	G7-T3243.1	现代汉语通用字表，3243
3244	脏	G7-T3244.1	现代汉语通用字表，3244
3245	脐	G7-T3245.1	现代汉语通用字表，3245
3246	胶	G7-T3246.1	现代汉语通用字表，3246
3247	脑	G7-T3247.1	现代汉语通用字表，3247
3248	胲	G7-T3248.1	现代汉语通用字表，3248
3249	胼	G7-T3249.1	现代汉语通用字表，3249
3250	朕	G7-T3250.1	现代汉语通用字表，3250
3251	脒	G7-T3251.1	现代汉语通用字表，3251
3252	胺	G7-T3252.1	现代汉语通用字表，3252
3253	脓	G7-T3253.1	现代汉语通用字表，3253
3254	鸱	G7-T3254.1	现代汉语通用字表，3254
3255	玺	G7-T3255.1	现代汉语通用字表，3255
3256	鱽	G7-T3256.1	现代汉语通用字表，3256
3257	鸲	G7-T3257.1	现代汉语通用字表，3257
3258	逛	G7-T3258.1	现代汉语通用字表，3258
3259	狴	G7-T3259.1	现代汉语通用字表，3259
3260	狸	G7-T3260.1	现代汉语通用字表，3260
3261	狷	G7-T3261.1	现代汉语通用字表，3261
3262	猁	G7-T3262.1	现代汉语通用字表，3262
3263	狳	G7-T3263.1	现代汉语通用字表，3263
3264	猃	G7-T3264.1	现代汉语通用字表，3264
3265	狺	G7-T3265.1	现代汉语通用字表，3265
3266	逖	G7-T3266.1	现代汉语通用字表，3266
3267	狼	G7-T3267.1	现代汉语通用字表，3267
3268	卿	G7-T3268.1	现代汉语通用字表，3268
3269	狻	G7-T3269.1	现代汉语通用字表，3269
3270	逢	G7-T3270.1	现代汉语通用字表，3270
3271	桀	G7-T3271.1	现代汉语通用字表，3271
3272	鸵	G7-T3272.1	现代汉语通用字表，3272
3273	留	G7-T3273.1	现代汉语通用字表，3273
3274	袅	G7-T3274.1	现代汉语通用字表，3274
3275	眢	G7-T3275.1	现代汉语通用字表，3275
3276	鸳	G7-T3276.1	现代汉语通用字表，3276
3277	皱	G7-T3277.1	现代汉语通用字表，3277
3278	饽	G7-T3278.1	现代汉语通用字表，3278
3279	饿	G7-T3279.1	现代汉语通用字表，3279
3280	馀	G7-T3280.1	现代汉语通用字表，3280
3281	馁	G7-T3281.1	现代汉语通用字表，3281
3282	凌	G7-T3282.1	现代汉语通用字表，3282
3283	凇	G7-T3283.1	现代汉语通用字表，3283
3284	凄	G7-T3284.1	现代汉语通用字表，3284
3285	栾	G7-T3285.1	现代汉语通用字表，3285
3286	挛	G7-T3286.1	现代汉语通用字表，3286
3287	恋	G7-T3287.1	现代汉语通用字表，3287
3288	桨	G7-T3288.1	现代汉语通用字表，3288
3289	浆	G7-T3289.1	现代汉语通用字表，3289
3290	衰	G7-T3290.1	现代汉语通用字表，3290
3291	勍	G7-T3291.1	现代汉语通用字表，3291
3292	衷	G7-T3292.1	现代汉语通用字表，3292
3293	高	G7-T3293.1	现代汉语通用字表，3293
3294	亳	G7-T3294.1	现代汉语通用字表，3294
3295	郭	G7-T3295.1	现代汉语通用字表，3295
3296	席	G7-T3296.1	现代汉语通用字表，3296
3297	准	G7-T3297.1	现代汉语通用字表，3297
3298	座	G7-T3298.1	现代汉语通用字表，3298
3299	脊	G7-T3299.1	现代汉语通用字表，3299
3300	症	G7-T3300.1	现代汉语通用字表，3300
3301	疳	G7-T3301.1	现代汉语通用字表，3301
3302	疴	G7-T3302.1	现代汉语通用字表，3302
3303	病	G7-T3303.1	现代汉语通用字表，3303
3304	疽	G7-T3304.1	现代汉语通用字表，3304
3305	疸	G7-T3305.1	现代汉语通用字表，3305
3306	疾	G7-T3306.1	现代汉语通用字表，3306
3307	痄	G7-T3307.1	现代汉语通用字表，3307
3308	斋	G7-T3308.1	现代汉语通用字表，3308
3309	疹	G7-T3309.1	现代汉语通用字表，3309
3310	痈	G7-T3310.1	现代汉语通用字表，3310
3311	疼	G7-T3311.1	现代汉语通用字表，3311
3312	疱	G7-T3312.1	现代汉语通用字表，3312
3313	疰	G7-T3313.1	现代汉语通用字表，3313
3314	痃	G7-T3314.1	现代汉语通用字表，3314
3315	痂	G7-T3315.1	现代汉语通用字表，3315
3316	疲	G7-T3316.1	现代汉语通用字表，3316
3317	痉	G7-T3317.1	现代汉语通用字表，3317
3318	效	G7-T3318.1	现代汉语通用字表，3318
3319	离	G7-T3319.1	现代汉语通用字表，3319
3320	衮	G7-T3320.1	现代汉语通用字表，3320
3321	紊	G7-T3321.1	现代汉语通用字表，3321
3322	唐	G7-T3322.1	现代汉语通用字表，3322
3323	凋	G7-T3323.1	现代汉语通用字表，3323
3324	颃	G7-T3324.1	现代汉语通用字表，3324
3325	瓷	G7-T3325.1	现代汉语通用字表，3325
3326	资	G7-T3326.1	现代汉语通用字表，3326
3327	恣	G7-T3327.1	现代汉语通用字表，3327
3328	凉	G7-T3328.1	现代汉语通用字表，3328
3329	站	G7-T3329.1	现代汉语通用字表，3329
3330	剖	G7-T3330.1	现代汉语通用字表，3330
3331	竞	G7-T3331.1	现代汉语通用字表，3331
3332	部	G7-T3332.1	现代汉语通用字表，3332
3333	旁	G7-T3333.1	现代汉语通用字表，3333
3334	旆	G7-T3334.1	现代汉语通用字表，3334
3335	旄	G7-T3335.1	现代汉语通用字表，3335
3336	旅	G7-T3336.1	现代汉语通用字表，3336
3337	旃	G7-T3337.1	现代汉语通用字表，3337
3338	畜	G7-T3338.1	现代汉语通用字表，3338
3339	阃	G7-T3339.1	现代汉语通用字表，3339
3340	阄	G7-T3340.1	现代汉语通用字表，3340
3341	阅	G7-T3341.1	现代汉语通用字表，3341
3342	阆	G7-T3342.1	现代汉语通用字表，3342
3343	羞	G7-T3343.1	现代汉语通用字表，3343
3344	羔	G7-T3344.1	现代汉语通用字表，3344
3345	恙	G7-T3345.1	现代汉语通用字表，3345
3346	瓶	G7-T3346.1	现代汉语通用字表，3346
3347	桊	G7-T3347.1	现代汉语通用字表，3347
3348	拳	G7-T3348.1	现代汉语通用字表，3348
3349	敉	G7-T3349.1	现代汉语通用字表，3349
3350	粉	G7-T3350.1	现代汉语通用字表，3350
3351	料	G7-T3351.1	现代汉语通用字表，3351
3352	粑	G7-T3352.1	现代汉语通用字表，3352
3353	益	G7-T3353.1	现代汉语通用字表，3353
3354	兼	G7-T3354.1	现代汉语通用字表，3354
3355	朔	G7-T3355.1	现代汉语通用字表，3355
3356	郸	G7-T3356.1	现代汉语通用字表，3356
3357	烤	G7-T3357.1	现代汉语通用字表，3357
3358	烘	G7-T3358.1	现代汉语通用字表，3358
3359	烜	G7-T3359.1	现代汉语通用字表，3359
3360	烦	G7-T3360.1	现代汉语通用字表，3360
3361	烧	G7-T3361.1	现代汉语通用字表，3361
3362	烛	G7-T3362.1	现代汉语通用字表，3362
3363	烟	G7-T3363.1	现代汉语通用字表，3363
3364	烨	G7-T3364.1	现代汉语通用字表，3364
3365	烩	G7-T3365.1	现代汉语通用字表，3365
3366	烙	G7-T3366.1	现代汉语通用字表，3366
3367	烊	G7-T3367.1	现代汉语通用字表，3367
3368	剡	G7-T3368.1	现代汉语通用字表，3368
3369	郯	G7-T3369.1	现代汉语通用字表，3369
3370	烬	G7-T3370.1	现代汉语通用字表，3370
3371	递	G7-T3371.1	现代汉语通用字表，3371
3372	涛	G7-T3372.1	现代汉语通用字表，3372
3373	浙	G7-T3373.1	现代汉语通用字表，3373
3374	涝	G7-T3374.1	现代汉语通用字表，3374
3375	浡	G7-T3375.1	现代汉语通用字表，3375
3376	浦	G7-T3376.1	现代汉语通用字表，3376
3377	涑	G7-T3377.1	现代汉语通用字表，3377
3378	浯	G7-T3378.1	现代汉语通用字表，3378
3379	酒	G7-T3379.1	现代汉语通用字表，3379
3380	涞	G7-T3380.1	现代汉语通用字表，3380
3381	涟	G7-T3381.1	现代汉语通用字表，3381
3382	涉	G7-T3382.1	现代汉语通用字表，3382
3383	娑	G7-T3383.1	现代汉语通用字表，3383
3384	消	G7-T3384.1	现代汉语通用字表，3384
3385	涅	G7-T3385.1	现代汉语通用字表，3385
3386	涠	G7-T3386.1	现代汉语通用字表，3386
3387	浞	G7-T3387.1	现代汉语通用字表，3387
3388	涓	G7-T3388.1	现代汉语通用字表，3388
3389	涢	G7-T3389.1	现代汉语通用字表，3389
3390	涡	G7-T3390.1	现代汉语通用字表，3390
3391	浥	G7-T3391.1	现代汉语通用字表，3391
3392	涔	G7-T3392.1	现代汉语通用字表，3392
3393	浩	G7-T3393.1	现代汉语通用字表，3393
3394	海	G7-T3394.1	现代汉语通用字表，3394
3395	浜	G7-T3395.1	现代汉语通用字表，3395
3396	涂	G7-T3396.1	现代汉语通用字表，3396
3397	浠	G7-T3397.1	现代汉语通用字表，3397
3398	浴	G7-T3398.1	现代汉语通用字表，3398
3399	浮	G7-T3399.1	现代汉语通用字表，3399
3400	涣	G7-T3400.1	现代汉语通用字表，3400
3401	浼	G7-T3401.1	现代汉语通用字表，3401
3402	涤	G7-T3402.1	现代汉语通用字表，3402
3403	流	G7-T3403.1	现代汉语通用字表，3403
3404	润	G7-T3404.1	现代汉语通用字表，3404
3405	涧	G7-T3405.1	现代汉语通用字表，3405
3406	涕	G7-T3406.1	现代汉语通用字表，3406
3407	浣	G7-T3407.1	现代汉语通用字表，3407
3408	浪	G7-T3408.1	现代汉语通用字表，3408
3409	浸	G7-T3409.1	现代汉语通用字表，3409
3410	涨	G7-T3410.1	现代汉语通用字表，3410
3411	烫	G7-T3411.1	现代汉语通用字表，3411
3412	涩	G7-T3412.1	现代汉语通用字表，3412
3413	涌	G7-T3413.1	现代汉语通用字表，3413
3414	涘	G7-T3414.1	现代汉语通用字表，3414
3415	浚	G7-T3415.1	现代汉语通用字表，3415
3416	悖	G7-T3416.1	现代汉语通用字表，3416
3417	悚	G7-T3417.1	现代汉语通用字表，3417
3418	悟	G7-T3418.1	现代汉语通用字表，3418
3419	悭	G7-T3419.1	现代汉语通用字表，3419
3420	悄	G7-T3420.1	现代汉语通用字表，3420
3421	悍	G7-T3421.1	现代汉语通用字表，3421
3422	悝	G7-T3422.1	现代汉语通用字表，3422
3423	悃	G7-T3423.1	现代汉语通用字表，3423
3424	悒	G7-T3424.1	现代汉语通用字表，3424
3425	悔	G7-T3425.1	现代汉语通用字表，3425
3426	悯	G7-T3426.1	现代汉语通用字表，3426
3427	悦	G7-T3427.1	现代汉语通用字表，3427
3428	悌	G7-T3428.1	现代汉语通用字表，3428
3429	悢	G7-T3429.1	现代汉语通用字表，3429
3430	悛	G7-T3430.1	现代汉语通用字表，3430
3431	害	G7-T3431.1	现代汉语通用字表，3431
3432	宽	G7-T3432.1	现代汉语通用字表，3432
3433	宸	G7-T3433.1	现代汉语通用字表，3433
3434	家	G7-T3434.1	现代汉语通用字表，3434
3435	宵	G7-T3435.1	现代汉语通用字表，3435
3436	宴	G7-T3436.1	现代汉语通用字表，3436
3437	宾	G7-T3437.1	现代汉语通用字表，3437
3438	窍	G7-T3438.1	现代汉语通用字表，3438
3439	窅	G7-T3439.1	现代汉语通用字表，3439
3440	窄	G7-T3440.1	现代汉语通用字表，3440
3441	容	G7-T3441.1	现代汉语通用字表，3441
3442	窈	G7-T3442.1	现代汉语通用字表，3442
3443	剜	G7-T3443.1	现代汉语通用字表，3443
3444	宰	G7-T3444.1	现代汉语通用字表，3444
3445	案	G7-T3445.1	现代汉语通用字表，3445
3446	请	G7-T3446.1	现代汉语通用字表，3446
3447	朗	G7-T3447.1	现代汉语通用字表，3447
3448	诸	G7-T3448.1	现代汉语通用字表，3448
3449	诹	G7-T3449.1	现代汉语通用字表，3449
3450	诺	G7-T3450.1	现代汉语通用字表，3450
3451	读	G7-T3451.1	现代汉语通用字表，3451
3452	扅	G7-T3452.1	现代汉语通用字表，3452
3453	诼	G7-T3453.1	现代汉语通用字表，3453
3454	冢	G7-T3454.1	现代汉语通用字表，3454
3455	扇	G7-T3455.1	现代汉语通用字表，3455
3456	诽	G7-T3456.1	现代汉语通用字表，3456
3457	袜	G7-T3457.1	现代汉语通用字表，3457
3458	袪	G7-T3458.1	现代汉语通用字表，3458
3459	袒	G7-T3459.1	现代汉语通用字表，3459
3460	袖	G7-T3460.1	现代汉语通用字表，3460
3461	袗	G7-T3461.1	现代汉语通用字表，3461
3462	袍	G7-T3462.1	现代汉语通用字表，3462
3463	袢	G7-T3463.1	现代汉语通用字表，3463
3464	被	G7-T3464.1	现代汉语通用字表，3464
3465	袯	G7-T3465.1	现代汉语通用字表，3465
3466	祯	G7-T3466.1	现代汉语通用字表，3466
3467	祧	G7-T3467.1	现代汉语通用字表，3467
3468	祥	G7-T3468.1	现代汉语通用字表，3468
3469	课	G7-T3469.1	现代汉语通用字表，3469
3470	冥	G7-T3470.1	现代汉语通用字表，3470
3471	诿	G7-T3471.1	现代汉语通用字表，3471
3472	谀	G7-T3472.1	现代汉语通用字表，3472
3473	谁	G7-T3473.1	现代汉语通用字表，3473
3474	谂	G7-T3474.1	现代汉语通用字表，3474
3475	调	G7-T3475.1	现代汉语通用字表，3475
3476	冤	G7-T3476.1	现代汉语通用字表，3476
3477	谄	G7-T3477.1	现代汉语通用字表，3477
3478	谅	G7-T3478.1	现代汉语通用字表，3478
3479	谆	G7-T3479.1	现代汉语通用字表，3479
3480	谇	G7-T3480.1	现代汉语通用字表，3480
3481	谈	G7-T3481.1	现代汉语通用字表，3481
3482	谊	G7-T3482.1	现代汉语通用字表，3482
3483	剥	G7-T3483.1	现代汉语通用字表，3483
3484	恳	G7-T3484.1	现代汉语通用字表，3484
3485	展	G7-T3485.1	现代汉语通用字表，3485
3486	剧	G7-T3486.1	现代汉语通用字表，3486
3487	屑	G7-T3487.1	现代汉语通用字表，3487
3488	屐	G7-T3488.1	现代汉语通用字表，3488
3489	屙	G7-T3489.1	现代汉语通用字表，3489
3490	弱	G7-T3490.1	现代汉语通用字表，3490
3491	陵	G7-T3491.1	现代汉语通用字表，3491
3492	陬	G7-T3492.1	现代汉语通用字表，3492
3493	勐	G7-T3493.1	现代汉语通用字表，3493
3494	奘	G7-T3494.1	现代汉语通用字表，3494
3495	疍	G7-T3495.1	现代汉语通用字表，3495
3496	牂	G7-T3496.1	现代汉语通用字表，3496
3497	蚩	G7-T3497.1	现代汉语通用字表，3497
3498	祟	G7-T3498.1	现代汉语通用字表，3498
3499	陲	G7-T3499.1	现代汉语通用字表，3499
3500	陴	G7-T3500.1	现代汉语通用字表，3500
3501	陶	G7-T3501.1	现代汉语通用字表，3501
3502	陷	G7-T3502.1	现代汉语通用字表，3502
3503	陪	G7-T3503.1	现代汉语通用字表，3503
3504	烝	G7-T3504.1	现代汉语通用字表，3504
3505	姬	G7-T3505.1	现代汉语通用字表，3505
3506	娠	G7-T3506.1	现代汉语通用字表，3506
3507	娱	G7-T3507.1	现代汉语通用字表，3507
3508	娌	G7-T3508.1	现代汉语通用字表，3508
3509	娉	G7-T3509.1	现代汉语通用字表，3509
3510	娟	G7-T3510.1	现代汉语通用字表，3510
3511	娲	G7-T3511.1	现代汉语通用字表，3511
3512	恕	G7-T3512.1	现代汉语通用字表，3512
3513	娥	G7-T3513.1	现代汉语通用字表，3513
3514	娩	G7-T3514.1	现代汉语通用字表，3514
3515	娴	G7-T3515.1	现代汉语通用字表，3515
3516	娣	G7-T3516.1	现代汉语通用字表，3516
3517	娘	G7-T3517.1	现代汉语通用字表，3517
3518	娓	G7-T3518.1	现代汉语通用字表，3518
3519	婀	G7-T3519.1	现代汉语通用字表，3519
3520	砮	G7-T3520.1	现代汉语通用字表，3520
3521	哿	G7-T3521.1	现代汉语通用字表，3521
3522	畚	G7-T3522.1	现代汉语通用字表，3522
3523	通	G7-T3523.1	现代汉语通用字表，3523
3524	能	G7-T3524.1	现代汉语通用字表，3524
3525	难	G7-T3525.1	现代汉语通用字表，3525
3526	逡	G7-T3526.1	现代汉语通用字表，3526
3527	预	G7-T3527.1	现代汉语通用字表，3527
3528	桑	G7-T3528.1	现代汉语通用字表，3528
3529	剟	G7-T3529.1	现代汉语通用字表，3529
3530	绠	G7-T3530.1	现代汉语通用字表，3530
3531	骊	G7-T3531.1	现代汉语通用字表，3531
3532	绡	G7-T3532.1	现代汉语通用字表，3532
3533	骋	G7-T3533.1	现代汉语通用字表，3533
3534	绢	G7-T3534.1	现代汉语通用字表，3534
3535	绣	G7-T3535.1	现代汉语通用字表，3535
3536	验	G7-T3536.1	现代汉语通用字表，3536
3537	绤	G7-T3537.1	现代汉语通用字表，3537
3538	绥	G7-T3538.1	现代汉语通用字表，3538
3539	绦	G7-T3539.1	现代汉语通用字表，3539
3540	骍	G7-T3540.1	现代汉语通用字表，3540
3541	继	G7-T3541.1	现代汉语通用字表，3541
3542	绨	G7-T3542.1	现代汉语通用字表，3542
3543	骎	G7-T3543.1	现代汉语通用字表，3543
3544	骏	G7-T3544.1	现代汉语通用字表，3544
3545	邕	G7-T3545.1	现代汉语通用字表，3545
3546	鸶	G7-T3546.1	现代汉语通用字表，3546
3547	彗	G7-T3547.1	现代汉语通用字表，3547
3548	耜	G7-T3548.1	现代汉语通用字表，3548
3549	焘	G7-T3549.1	现代汉语通用字表，3549
3550	舂	G7-T3550.1	现代汉语通用字表，3550
3551	琎	G7-T3551.1	现代汉语通用字表，3551
3552	球	G7-T3552.1	现代汉语通用字表，3552
3553	琏	G7-T3553.1	现代汉语通用字表，3553
3554	琐	G7-T3554.1	现代汉语通用字表，3554
3555	理	G7-T3555.1	现代汉语通用字表，3555
3556	琇	G7-T3556.1	现代汉语通用字表，3556
3557	麸	G7-T3557.1	现代汉语通用字表，3557
3558	琉	G7-T3558.1	现代汉语通用字表，3558
3559	琅	G7-T3559.1	现代汉语通用字表，3559
3560	捧	G7-T3560.1	现代汉语通用字表，3560
3561	掭	G7-T3561.1	现代汉语通用字表，3561
3562	堵	G7-T3562.1	现代汉语通用字表，3562
3563	揶	G7-T3563.1	现代汉语通用字表，3563
3564	措	G7-T3564.1	现代汉语通用字表，3564
3565	描	G7-T3565.1	现代汉语通用字表，3565
3566	埴	G7-T3566.1	现代汉语通用字表，3566
3567	域	G7-T3567.1	现代汉语通用字表，3567
3568	捺	G7-T3568.1	现代汉语通用字表，3568
3569	掎	G7-T3569.1	现代汉语通用字表，3569
3570	埼	G7-T3570.1	现代汉语通用字表，3570
3571	掩	G7-T3571.1	现代汉语通用字表，3571
3572	埯	G7-T3572.1	现代汉语通用字表，3572
3573	捷	G7-T3573.1	现代汉语通用字表，3573
3574	捯	G7-T3574.1	现代汉语通用字表，3574
3575	排	G7-T3575.1	现代汉语通用字表，3575
3576	焉	G7-T3576.1	现代汉语通用字表，3576
3577	掉	G7-T3577.1	现代汉语通用字表，3577
3578	掳	G7-T3578.1	现代汉语通用字表，3578
3579	掴	G7-T3579.1	现代汉语通用字表，3579
3580	埸	G7-T3580.1	现代汉语通用字表，3580
3581	堌	G7-T3581.1	现代汉语通用字表，3581
3582	捶	G7-T3582.1	现代汉语通用字表，3582
3583	赦	G7-T3583.1	现代汉语通用字表，3583
3584	赧	G7-T3584.1	现代汉语通用字表，3584
3585	推	G7-T3585.1	现代汉语通用字表，3585
3586	堆	G7-T3586.1	现代汉语通用字表，3586
3587	捭	G7-T3587.1	现代汉语通用字表，3587
3588	埠	G7-T3588.1	现代汉语通用字表，3588
3589	晢	G7-T3589.1	现代汉语通用字表，3589
3590	掀	G7-T3590.1	现代汉语通用字表，3590
3591	逵	G7-T3591.1	现代汉语通用字表，3591
3592	授	G7-T3592.1	现代汉语通用字表，3592
3593	捻	G7-T3593.1	现代汉语通用字表，3593
3594	埝	G7-T3594.1	现代汉语通用字表，3594
3595	堋	G7-T3595.1	现代汉语通用字表，3595
3596	教	G7-T3596.1	现代汉语通用字表，3596
3597	堍	G7-T3597.1	现代汉语通用字表，3597
3598	掏	G7-T3598.1	现代汉语通用字表，3598
3599	掐	G7-T3599.1	现代汉语通用字表，3599
3600	掬	G7-T3600.1	现代汉语通用字表，3600
3601	鸷	G7-T3601.1	现代汉语通用字表，3601
3602	掠	G7-T3602.1	现代汉语通用字表，3602
3603	掂	G7-T3603.1	现代汉语通用字表，3603
3604	掖	G7-T3604.1	现代汉语通用字表，3604
3605	培	G7-T3605.1	现代汉语通用字表，3605
3606	掊	G7-T3606.1	现代汉语通用字表，3606
3607	接	G7-T3607.1	现代汉语通用字表，3607
3608	堉	G7-T3608.1	现代汉语通用字表，3608
3609	掷	G7-T3609.1	现代汉语通用字表，3609
3610	掸	G7-T3610.1	现代汉语通用字表，3610
3611	控	G7-T3611.1	现代汉语通用字表，3611
3612	捩	G7-T3612.1	现代汉语通用字表，3612
3613	掮	G7-T3613.1	现代汉语通用字表，3613
3614	探	G7-T3614.1	现代汉语通用字表，3614
3615	悫	G7-T3615.1	现代汉语通用字表，3615
3616	埭	G7-T3616.1	现代汉语通用字表，3616
3617	埽	G7-T3617.1	现代汉语通用字表，3617
3618	据	G7-T3618.1	现代汉语通用字表，3618
3619	掘	G7-T3619.1	现代汉语通用字表，3619
3620	掺	G7-T3620.1	现代汉语通用字表，3620
3621	掇	G7-T3621.1	现代汉语通用字表，3621
3622	掼	G7-T3622.1	现代汉语通用字表，3622
3623	职	G7-T3623.1	现代汉语通用字表，3623
3624	聃	G7-T3624.1	现代汉语通用字表，3624
3625	基	G7-T3625.1	现代汉语通用字表，3625
3626	聆	G7-T3626.1	现代汉语通用字表，3626
3627	勘	G7-T3627.1	现代汉语通用字表，3627
3628	聊	G7-T3628.1	现代汉语通用字表，3628
3629	聍	G7-T3629.1	现代汉语通用字表，3629
3630	娶	G7-T3630.1	现代汉语通用字表，3630
3631	菁	G7-T3631.1	现代汉语通用字表，3631
3632	菝	G7-T3632.1	现代汉语通用字表，3632
3633	著	G7-T3633.1	现代汉语通用字表，3633
3634	菱	G7-T3634.1	现代汉语通用字表，3634
3635	萁	G7-T3635.1	现代汉语通用字表，3635
3636	菥	G7-T3636.1	现代汉语通用字表，3636
3637	菘	G7-T3637.1	现代汉语通用字表，3637
3638	堇	G7-T3638.1	现代汉语通用字表，3638
3639	勒	G7-T3639.1	现代汉语通用字表，3639
3640	黄	G7-T3640.1	现代汉语通用字表，3640
3641	萘	G7-T3641.1	现代汉语通用字表，3641
3642	萋	G7-T3642.1	现代汉语通用字表，3642
3643	勚	G7-T3643.1	现代汉语通用字表，3643
3644	菲	G7-T3644.1	现代汉语通用字表，3644
3645	菽	G7-T3645.1	现代汉语通用字表，3645
3646	菖	G7-T3646.1	现代汉语通用字表，3646
3647	萌	G7-T3647.1	现代汉语通用字表，3647
3648	萜	G7-T3648.1	现代汉语通用字表，3648
3649	萝	G7-T3649.1	现代汉语通用字表，3649
