num	glyph	G8-source	description
473	祊	G8-7D39	GB/T 8565.2—1988，93—25
474	祐	G8-7D3A	GB/T 8565.2—1988，93—26
475	祲	G8-7D3B	GB/T 8565.2—1988，93—27
476	禘	G8-7D3C	GB/T 8565.2—1988，93—28
477	禠	G8-7D3D	GB/T 8565.2—1988，93—29
478	禤	G8-7D3E	GB/T 8565.2—1988，93—30
479	矼	G8-7D3F	GB/T 8565.2—1988，93—31
480	矻	G8-7D40	GB/T 8565.2—1988，93—32
481	砢	G8-7D41	GB/T 8565.2—1988，93—33
482	砠	G8-7D42	GB/T 8565.2—1988，93—34
483	硁	G8-7D43	GB/T 8565.2—1988，93—35
484	硚	G8-7D44	GB/T 8565.2—1988，93—36
485	硵	G8-7D45	GB/T 8565.2—1988，93—37
486	碶	G8-7D46	GB/T 8565.2—1988，93—38
487	磡	G8-7D47	GB/T 8565.2—1988，93—39
488	礳	G8-7D48	GB/T 8565.2—1988，93—40
489	詟	G8-7D49	GB/T 8565.2—1988，93—41
490	盻	G8-7D4A	GB/T 8565.2—1988，93—42
491	眛	G8-7D4B	GB/T 8565.2—1988，93—43
492	眬	G8-7D4C	GB/T 8565.2—1988，93—44
493	瞆	G8-7D4D	GB/T 8565.2—1988，93—45
494	瞫	G8-7D4E	GB/T 8565.2—1988，93—46
495	瞭	G8-7D4F	GB/T 8565.2—1988，93—47
496	畤	G8-7D50	GB/T 8565.2—1988，93—48
497	畯	G8-7D51	GB/T 8565.2—1988，93—49
498	榃	G8-7D52	GB/T 8565.2—1988，93—50
499	罽	G8-7D53	GB/T 8565.2—1988，93—51
500	盝	G8-7D54	GB/T 8565.2—1988，93—52
501	盦	G8-7D55	GB/T 8565.2—1988，93—53
502	盬	G8-7D56	GB/T 8565.2—1988，93—54
503	甡	G8-7D57	GB/T 8565.2—1988，93—55
504	秾	G8-7D58	GB/T 8565.2—1988，93—56
505	穄	G8-7D59	GB/T 8565.2—1988，93—57
506	癿	G8-7D5A	GB/T 8565.2—1988，93—58
507	皞	G8-7D5B	GB/T 8565.2—1988，93—59
508	鸧	G8-7D5C	GB/T 8565.2—1988，93—60
509	鸮	G8-7D5D	GB/T 8565.2—1988，93—61
510	鸰	G8-7D5E	GB/T 8565.2—1988，93—62
511	鸴	G8-7D5F	GB/T 8565.2—1988，93—63
512	鹍	G8-7D60	GB/T 8565.2—1988，93—64
513	鹒	G8-7D61	GB/T 8565.2—1988，93—65
514	鹓	G8-7D62	GB/T 8565.2—1988，93—66
515	鹔	G8-7D63	GB/T 8565.2—1988，93—67
516	鹖	G8-7D64	GB/T 8565.2—1988，93—68
517	鹙	G8-7D65	GB/T 8565.2—1988，93—69
518	鹡	G8-7D66	GB/T 8565.2—1988，93—70
519	鹢	G8-7D67	GB/T 8565.2—1988，93—71
520	鹥	G8-7D68	GB/T 8565.2—1988，93—72
521	鹯	G8-7D69	GB/T 8565.2—1988，93—73
522	鹴	G8-7D6A	GB/T 8565.2—1988，93—74
523	疢	G8-7D6B	GB/T 8565.2—1988，93—75
524	瘄	G8-7D6C	GB/T 8565.2—1988，93—76
525	瘈	G8-7D6D	GB/T 8565.2—1988，93—77
526	瘝	G8-7D6E	GB/T 8565.2—1988，93—78
527	竑	G8-7D6F	GB/T 8565.2—1988，93—79
528	窅	G8-7D70	GB/T 8565.2—1988，93—80
529	窎	G8-7D71	GB/T 8565.2—1988，93—81
530	窣	G8-7D72	GB/T 8565.2—1988，93—82
531	窸	G8-7D73	GB/T 8565.2—1988，93—83
532	窾	G8-7D74	GB/T 8565.2—1988，93—84
533	矞	G8-7D75	GB/T 8565.2—1988，93—85
534	耰	G8-7D76	GB/T 8565.2—1988，93—86
535	颋	G8-7D77	GB/T 8565.2—1988，93—87
536	颎	G8-7D78	GB/T 8565.2—1988，93—88
537	颙	G8-7D79	GB/T 8565.2—1988，93—89
538	颣	G8-7D7A	GB/T 8565.2—1988，93—90
539	蚃	G8-7D7B	GB/T 8565.2—1988，93—91
540	蜅	G8-7D7C	GB/T 8565.2—1988，93—92
541	蝘	G8-7D7D	GB/T 8565.2—1988，93—93
542	蟏	G8-7D7E	GB/T 8565.2—1988，93—94
543	蟢	G8-7E21	GB/T 8565.2—1988，94—01
544	蠋	G8-7E22	GB/T 8565.2—1988，94—02
545	胔	G8-7E23	GB/T 8565.2—1988，94—03
546	罍	G8-7E24	GB/T 8565.2—1988，94—04
547	筊	G8-7E25	GB/T 8565.2—1988，94—05
548	筎	G8-7E26	GB/T 8565.2—1988，94—06
549	筿	G8-7E27	GB/T 8565.2—1988，94—07
550	箓	G8-7E28	GB/T 8565.2—1988，94—08
551	篯	G8-7E29	GB/T 8565.2—1988，94—09
552	簉	G8-7E2A	GB/T 8565.2—1988，94—10
553	篰	G8-7E2B	GB/T 8565.2—1988，94—11
554	簕	G8-7E2C	GB/T 8565.2—1988，94—12
555	簃	G8-7E2D	GB/T 8565.2—1988，94—13
556	簠	G8-7E2E	GB/T 8565.2—1988，94—14
557	舺	G8-7E2F	GB/T 8565.2—1988，94—15
558	袆	G8-7E30	GB/T 8565.2—1988，94—16
559	袪	G8-7E31	GB/T 8565.2—1988，94—17
560	裀	G8-7E32	GB/T 8565.2—1988，94—18
561	裈	G8-7E33	GB/T 8565.2—1988，94—19
562	褦	G8-7E34	GB/T 8565.2—1988，94—20
563	襶	G8-7E35	GB/T 8565.2—1988，94—21
564	羑	G8-7E36	GB/T 8565.2—1988，94—22
565	芃	G8-7E37	GB/T 8565.2—1988，94—23
566	芼	G8-7E38	GB/T 8565.2—1988，94—24
567	芧	G8-7E39	GB/T 8565.2—1988，94—25
568	茓	G8-7E3A	GB/T 8565.2—1988，94—26
569	苾	G8-7E3B	GB/T 8565.2—1988，94—27
570	茀	G8-7E3C	GB/T 8565.2—1988，94—28
571	荝	G8-7E3D	GB/T 8565.2—1988，94—29
572	荅	G8-7E3E	GB/T 8565.2—1988，94—30
573	荄	G8-7E3F	GB/T 8565.2—1988，94—31
574	茝	G8-7E40	GB/T 8565.2—1988，94—32
575	莦	G8-7E41	GB/T 8565.2—1988，94—33
576	莙	G8-7E42	GB/T 8565.2—1988，94—34
577	菾	G8-7E43	GB/T 8565.2—1988，94—35
578	萚	G8-7E44	GB/T 8565.2—1988，94—36
579	菼	G8-7E45	GB/T 8565.2—1988，94—37
580	萩	G8-7E46	GB/T 8565.2—1988，94—38
581	萹	G8-7E47	GB/T 8565.2—1988，94—39
582	蒨	G8-7E48	GB/T 8565.2—1988，94—40
583	蓏	G8-7E49	GB/T 8565.2—1988，94—41
584	蒟	G8-7E4A	GB/T 8565.2—1988，94—42
585	蓂	G8-7E4B	GB/T 8565.2—1988，94—43
586	蓷	G8-7E4C	GB/T 8565.2—1988，94—44
587	蕰	G8-7E4D	GB/T 8565.2—1988，94—45
588	薳	G8-7E4E	GB/T 8565.2—1988，94—46
589	薢	G8-7E4F	GB/T 8565.2—1988，94—47
590	雘	G8-7E50	GB/T 8565.2—1988，94—48
591	薸	G8-7E51	GB/T 8565.2—1988，94—49
592	藠	G8-7E52	GB/T 8565.2—1988，94—50
593	翚	G8-7E53	GB/T 8565.2—1988，94—51
594	纮	G8-7E54	GB/T 8565.2—1988，94—52
595	纴	G8-7E55	GB/T 8565.2—1988，94—53
596	纼	G8-7E56	GB/T 8565.2—1988，94—54
597	绖	G8-7E57	GB/T 8565.2—1988，94—55
598	缊	G8-7E58	GB/T 8565.2—1988，94—56
599	孃	G8-7E59	GB/T 8565.2—1988，94—57
600	赪	G8-7E5A	GB/T 8565.2—1988，94—58
601	剅	G8-7E5B	GB/T 8565.2—1988，94—59
602	豨	G8-7E5C	GB/T 8565.2—1988，94—60
603	豮	G8-7E5D	GB/T 8565.2—1988，94—61
604	豭	G8-7E5E	GB/T 8565.2—1988，94—62
605	踖	G8-7E5F	GB/T 8565.2—1988，94—63
606	踦	G8-7E60	GB/T 8565.2—1988，94—64
607	踧	G8-7E61	GB/T 8565.2—1988，94—65
608	蹐	G8-7E62	GB/T 8565.2—1988，94—66
609	邘	G8-7E63	GB/T 8565.2—1988，94—67
610	邠	G8-7E64	GB/T 8565.2—1988，94—68
611	邽	G8-7E65	GB/T 8565.2—1988，94—69
612	郈	G8-7E66	GB/T 8565.2—1988，94—70
613	郃	G8-7E67	GB/T 8565.2—1988，94—71
614	郚	G8-7E68	GB/T 8565.2—1988，94—72
615	郿	G8-7E69	GB/T 8565.2—1988，94—73
616	鄚	G8-7E6A	GB/T 8565.2—1988，94—74
617	鄌	G8-7E6B	GB/T 8565.2—1988，94—75
618	鄠	G8-7E6C	GB/T 8565.2—1988，94—76
619	酂	G8-7E6D	GB/T 8565.2—1988，94—77
620	辵	G8-7E6E	GB/T 8565.2—1988，94—78
621	郤	G8-7E6F	GB/T 8565.2—1988，94—79
622	貆	G8-7E70	GB/T 8565.2—1988，94—80
623	觱	G8-7E71	GB/T 8565.2—1988，94—81
624	讱	G8-7E72	GB/T 8565.2—1988，94—82
625	讻	G8-7E73	GB/T 8565.2—1988，94—83
626	诇	G8-7E74	GB/T 8565.2—1988，94—84
627	诪	G8-7E75	GB/T 8565.2—1988，94—85
628	谉	G8-7E76	GB/T 8565.2—1988，94—86
629	谞	G8-7E77	GB/T 8565.2—1988，94—87
630	霖	G8-7E78	GB/T 8565.2—1988，94—88
631	棐	G8-7E79	GB/T 8565.2—1988，94—89
632	猆	G8-7E7A	GB/T 8565.2—1988，94—90
633	龁	G8-7E7B	GB/T 8565.2—1988，94—91
634	龂	G8-7E7C	GB/T 8565.2—1988，94—92
635	钑	G8-7E7D	GB/T 8565.2—1988，94—93
636	钑	G8-7E7E	GB/T 8565.2—1988，94—94
