983	镀	3	1962	664	
984	肚	3	2197	458	
985	蠹	4	3142	104	
986	妒	4	4032	25	
987	端	1	486	10292	
988	短	2	590	7669	
989	断	1	367	14825	
990	段	1	502	9693	
991	锻	2	975	3416	
992	煅	4	3414	67	
993	缎	5	4268	18	
994	簖	5	4315	17	
995	椴	5	4384	15	
996	堆	2	1228	2198	
997	对	1a	35	78537	
998	队	1	132	36207	
999	兑	4	2595	257	
1000	碓	5	4634	10	
1001	吨	2	1357	1750	
1002	敦	3	1623	818	
1003	蹲	3	1685	1002	
1004	墩	4	2732	244	
1005	镦	4	2940	149	
1006	惇	5	4694	9	
1007	潡	5	6004	1	
1008	蹾	5	6302	1	
1009	盹	4	3989	27	
1010	趸	5	5109	5	
1011	盾	2	732	5793	
1012	顿	3	1483	1428	
1013	钝	3	2212	448	
1014	囤	4	3292	79	
1015	遁	4	3707	42	
1016	沌	4	3953	33	
1017	炖	5	4770	8	
1018	燉	5	4985	6	
1019	多	1	63	54353	
1020	哆	4	3642	50	
1021	咄	4	3984	27	
1022	掇	5	4697	20	
1023	夺	2	803	4899	
1024	踱	4	3870	33	
1025	铎	4	4103	23	
1026	朵	3	2029	598	
1027	躲	4	2484	306	
1028	垛	4	2630	272	
1029	哚	4	3509	56	
1030	痑	5	5698	2	
1031	舵	4	2786	189	
1032	堕	4	2865	167	
1033	惰	4	3214	91	
1034	跺	4	3417	65	
1035	剁	5	5026	6	
1036	屙	5	5279	3	
1037	婀	5	5940	1	
1038	俄	2	843	4593	
1039	额	2	1112	2716	
1040	蛾	3	1620	1122	
1041	鹅	4	2814	181	
1042	峨	4	3324	109	
1043	锇	4	3348	71	
1044	讹	4	3470	60	
1045	莪	5	4754	9	
1046	娥	5	5152	14	
1047	恶	2	1090	2792	
1048	饿	3	2099	540	
1049	扼	4	2588	258	
1050	鄂	4	2597	281	
1051	颚	4	2616	249	# 原文作“顎”，由于“颚”在2312而“顎”不在，故改正。
1052	厄	4	2783	190	
1053	鳄	4	2833	175	
1054	轭	4	2974	138	
1055	垩	4	3059	117	
1056	萼	4	3673	44	
1057	遏	4	3815	35	
1058	噩	4	4131	21	
1059	腭	5	4351	16	
1060	愕	5	4968	10	
1061	鹗	5	5116	5	
1062	呃	5	5191	4	
1063	谔	5	5238	4	
1064	㮙	5	5386	3	
1065	锷	5	5444	3	
1066	堮	5	5573	2	
1067	恩	2	831	4678	
1068	蒽	4	3717	40	
1069	摁	5	5338	3	
1070	而	1	62	54856	
1071	儿	1	397	13304	
1072	鲕	5	4727	9	
1073	尔	1	358	14956	
1074	耳	2	1340	1809	
1075	饵	3	2057	577	
1076	珥	5	4259	19	
1077	迩	5	5042	5	
1078	洱	5	5075	5	
1079	铒	5	5722	2	
1080	二	1	95	44390	
1081	贰	4	3774	38	
1082	弍	5	5497	2	
1083	发	1	44	68599	
1084	阀	2	799	4969	# 按附录三，原少计50次。
1085	乏	3	1519	1307	
1086	伐	3	1655	1064	
1087	罚	4	2449	321	
1088	垡	4	3770	42	
1089	筏	5	4580	11	
1090	㕹	5	5899	1	
1091	法	1	86	45558	
1092	砝	5	4974	6	
1093	珐	4	3819	35	
1094	翻	2	807	4864	
1095	番	3	1787	857	
1096	帆	3	2226	436	
1097	藩	4	3674	99	
1098	幡	5	5346	18	
1099	旛	5	5793	1	
1100	繁	2	1034	3080	
1101	凡	3	1392	1642	
1102	烦	3	2113	618	# 按附录三，原少计88次。
1103	钒	3	2323	384	
1104	矾	4	2850	170	
1105	樊	4	3600	49	
1106	蕃	4	3627	46	
1107	燔	5	4476	17	
1108	墦	5	5922	1	
1109	反	1	108	41795	
1110	返	3	1687	997	
1111	范	2	662	6517	
1112	泛	2	1157	2485	
1113	犯	2	1278	2037	
1114	饭	2	1309	1941	
1115	贩	4	2466	312	
1116	畈	5	4486	13	
1117	梵	5	4568	11	
1118	氾	5	4703	9	
1119	方	1	51	63190	
1120	妨	3	2076	557	
1121	芳	3	2104	536	
1122	邡	5	5879	3	
1123	防	1	352	15290	
1124	房	2	1076	2828	
1125	肪	3	2105	536	
1126	坊	4	2663	231	
1127	鲂	4	3571	51	
1128	访	2	983	3365	
1129	仿	3	1785	861	
1130	纺	3	1808	833	
1131	昉	5	5405	3	
1132	舫	5	5471	3	
1133	放	1	230	24117	
1134	非	1	496	9845	
1135	飞	2	885	4155	
1136	菲	3	1854	773	
1137	啡	4	2978	136	
1138	蜚	4	3941	33	
1139	鲱	5	4451	14	# 原文作“鯡”，由于“鲱”在2312而“鯡”不在，故改正。
1140	扉	5	4763	8	
1141	霏	5	4906	7	
1142	妃	5	5047	5	
1143	绯	5	5107	5	
1144	𧍃	5	6321	1	
1145	肥	1	532	9007	
1146	腓	5	4570	11	
1147	淝	5	5078	5	
1148	匪	3	2125	517	
1149	诽	4	3054	118	
1150	榧	4	3935	30	
1151	斐	5	4230	19	
1152	奜	5	5182	4	
1153	翡	5	5242	4	
1154	费	2	981	3375	
1155	废	2	1083	2809	
1156	肺	3	1584	1195	
1157	沸	3	1849	779	
1158	吠	5	5196	13	
1159	剕	5	5942	2	
1160	痱	5	6166	1	
1161	分	1a	33	79671	
1162	纷	3	1403	1624	
1163	芬	3	1771	872	
1164	酚	3	2190	463	
1165	氛	3	2286	402	
1166	吩	4	3458	60	
1167	棻	5	4563	11	
1168	焚	4	2784	189	
1169	坟	4	2902	157	
1170	鼢	4	3437	63	
1171	汾	4	3982	42	
1172	羒	5	5006	6	
1173	𫅗	5	5814	1	
1174	枌	5	6049	1	
1175	㸮	5	6066	1	
1176	蚡	5	6320	1	
1177	粉	2	600	7506	
1178	奋	2	849	4489	
1179	份	2	970	3468	
1180	粪	3	1459	1471	
1181	愤	3	1776	866	
1182	忿	4	3593	50	
1183	风	1	316	17097	
1184	封	2	626	7031	
1185	丰	2	878	4211	
1186	蜂	2	881	4196	
1187	峰	2	1206	2258	
1188	锋	3	1371	1704	
1189	疯	3	2005	621	
1190	枫	4	2794	184	
1191	砜	4	3141	104	
1192	烽	4	3372	69	
1193	沣	5	4426	14	
1194	缝	2	1301	1974	
1195	冯	3	2188	464	
1196	逢	4	2422	333	
1197	讽	4	2698	219	
1198	奉	3	2140	501	
1199	凤	3	2853	400	# 按附录三，升至3级字。
1200	俸	4	3903	36	
1201	𥊒	5	6233	1	
1202	佛	3	1974	653	
1203	否	2	754	5398	
1204	缶	5	5425	3	
1205	夫	2	608	7343	
1206	孵	3	1665	1036	
1207	肤	3	1924	701	
1208	敷	4	2712	214	
1209	跗	4	2791	187	
1210	麸	4	2975	138	
1211	呋	4	3960	41	
1212	鄜	5	4600	11	
1213	伕	5	5532	5	
1214	服	1	513	9385	
1215	福	2	1013	3200	
1216	伏	2	1019	3154	
1217	符	2	1134	2633	
1218	幅	2	1320	1892	
1219	浮	3	1414	1589	
1220	辐	3	1477	1435	
1221	弗	3	1701	979	
1222	扶	3	1770	875	
1223	氟	3	1985	644	
1224	俘	4	2530	286	
1225	桴	4	3064	125	
1226	茯	4	3288	80	
1227	袱	4	3312	76	
1228	芙	4	3449	61	
1229	拂	4	3838	67	
1230	孚	4	3920	31	
1231	郛	4	3969	28	
1232	涪	4	4046	25	
1233	匐	4	4115	33	
1234	凫	5	4447	14	
1235	菔	5	4518	12	
1236	绂	5	4871	7	
1237	甶	5	5183	4	
1238	蝠	5	5262	4	
1239	茀	5	5375	3	
1240	蜉	5	5447	3	
1241	苻	5	5952	1	
1242	枎	5	6050	1	
1243	榑	5	6052	1	
1244	罘	5	6176	1	
1245	府	2	602.1	7434	
1246	腐	2	947	3638	
1247	辅	2	1064	2904	
1248	甫	3	1827	813	
1249	抚	3	2318	387	
1250	俯	3	2350	371	
1251	腑	4	2922	153	
1252	斧	4	3146	139	
1253	脯	4	3325	78	
1254	釜	4	3818	42	
1255	簠	5	5454	3	
1256	滏	5	6001	1	
1257	拊	5	6029	1	
1258	复	1	308	17773	
1259	副	2	575	7991	
1260	负	2	624	7038	
1261	富	2	749	5457	
1262	附	2	935	3713	
1263	腹	2	1085	2806	
1264	妇	2	1089	2793	
1265	覆	2	1354	1758	
1266	付	3	1479	1433	
1267	傅	3	1520	1307	
1268	父	3	1677	1015	
1269	缚	3	2110	531	
1270	赋	3	2303	393	
1271	赴	3	2327	394	
1272	阜	4	2849	171	
1273	蝮	4	4025	26	
1274	鲋	5	4324	17	
1275	椱	5	5385	3	
1276	冨	5	5781	1	
1277	馥	5	5836	1	
1278	讣	5	6241	1	
1279	咐	4	2661	231	
1280	嘎	4	3012	129	
1281	旮	5	4225	19	
1282	噶	4	3619	47	
1283	钆	5	6188	1	
1284	尕	5	5276	7	
1285	尬	4	3733	39	
1286	该	1	522	9189	
1287	赅	5	5094	5	
1288	陔	5	5873	1	
1289	垓	5	5892	1	
1290	改	1	288	18508	
1291	盖	2	772	5225	
1292	概	2	1166	2456	
1293	钙	3	1427	1546	
1294	溉	3	1702	973	
1295	丐	4	4056	31	
1296	⿰山丐	5	6063	1	
1297	干	1	141	35375	
1298	甘	2	1164	2466	
1299	肝	3	1681	1008	
1300	柑	4	2670	228	
1301	苷	4	2776	193	
1302	竿	4	2937	150	
1303	坩	4	3235	88	
1304	酐	4	3801	36	
1305	尴	4	4183	39	# 按附录三，升至4级字。
1306	泔	5	4520	15	
1307	矸	5	4630	10	
1308	𤴲	5	5696	2	
1309	疳	5	6164	1	
1310	感	1	487	10171	
1311	杆	2	614	7220	
1312	赶	2	1109	2724	
1313	敢	2	1118	3276	# 按附录三，原少计574次。
1314	秆	3	1804	839	
1315	橄	3	2292	399	
1316	擀	5	5339	3	
1317	鳡	5	5478	3	
1318	赣	4	3004	132	
1319	淦	5	5206	6	
1320	绀	5	5218	4	
1321	凎	5	5286	3	
1322	刚	2	657	6583	
1323	钢	2	706	6020	
1324	纲	2	838	4620	
1325	缸	2	906	3924	
1326	肛	3	2388	352	
1327	冈	3	2754	668	# 按附录三，升至3级字。
1328	㭎	5	5635	2	
1329	𮣲	5	6189	1	
1330	岗	2	1223	2211	
1331	港	3	1690	994	
1332	杠	3	1658	1059	
1333	高	1	77	48325	
1334	膏	3	1747	901	
1335	羔	4	2504	299	
1336	睾	4	2942	148	
1337	糕	4	3246	86	
1338	皋	4	3632	46	
1339	篙	4	4158	21	
1340	槔	5	5388	3	
1341	搞	1	497	9841	
1342	稿	3	1618	1125	
1343	镐	4	3112	109	
1344	藁	4	3976	28	
1345	槁	5	5646	3	
1346	筶	5	5741	2	
1347	缟	5	6260	1	
1348	告	2	826	4713	
1349	锆	4	3460	60	
1350	诰	5	4991	6	
1351	割	2	1051	2980	
1352	歌	2	1077	2823	
1353	哥	2	1080	2815	
1354	戈	3	2041	592	
1355	胳	3	2338	413	
1356	搁	4	2623	246	
1357	疙	4	3098	125	
1358	鸽	4	4112	22	
1359	圪	5	4245	18	
1360	𠺝	5	5559	2	
1361	革	1	61	55277	
1362	格	1	430	11736	
1363	隔	2	1198	2317	
1364	阁	3	1919	706	
1365	葛	3	2054	579	
1366	蛤	4	3210	92	
1367	镉	4	3487	57	
1368	塥	4	3595	50	
1369	膈	4	4039	25	
1370	骼	5	4597	11	
1371	嗝	5	5324	3	
1372	搿	5	5622	2	
1373	⿰木阁	5	6051	1	
1374	舸	5	5749	2	
1375	个	1a	18	107623	
1376	各	1	173	29564	
1377	铬	3	1867	762	
1378	给	1	328	16514	
1379	根	1	252	21435	
1380	跟	2	700	6066	
1381	亘	4	4200	24	# 按附录三，升至4级字。
1382	茛	4	4246	22	# 按附录三，升至4级字。
1383	艮	5	5810	1	
1384	耕	2	1027	3122	
1385	庚	4	3531	54	
1386	羹	5	4817	8	
1387	菮	5	5975	2	
1388	梗	4	2498	297	
1389	埂	4	2523	289	
1390	耿	4	2673	228	
1391	哽	5	5193	4	
1392	绠	5	5220	4	
1393	郠	5	5881	1	
1394	更	1	280	18980	
1395	暅	5	6150	1	
1396	工	1a	20	98549	
1397	公	1	214	25778	
1398	供	2	663	6505	
1399	功	2	667	6477	
1400	攻	2	722	5772	
1401	宫	3	1906	722	
1402	弓	4	2448	322	
1403	恭	4	2752	237	
1404	龚	4	2862	168	
1405	躬	4	3540	54	
1406	蚣	4	2563	51	
1407	肱	4	3738	40	
1408	塨	5	5920	1	
1409	巩	2	763	5288	
1410	汞	3	2063	572	
1411	拱	3	2243	424	
1412	珙	5	6116	1	
1413	硔	5	6214	1	
1414	共	1	253	20900	
1415	贡	2	1053	2969	
1416	唝	5	4460	13	
1417	⿰酉共	5	5775	2	
1418	沟	2	911	3903	# 按1级字定义，降至2级字。
1419	钩	3	2001	628	
1420	勾	3	2015	612	
1421	篝	5	4404	15	
1422	佝	5	4455	14	
1423	𫖕	5	5843	1	
1424	狗	3	1678	1013	
1425	苟	4	3716	119	
1426	枸	4	3977	28	
1427	耉	5	5797	1	
1428	芶	5	5957	1	
1429	构	1	493	9970	
1430	够	2	606	7365	
1431	购	3	1739	914	
1432	垢	4	3215	92	
1433	媾	4	4014	26	
1434	彀	5	5817	1	
1435	觏	5	6153	1	
1436	诟	5	6244	1	
1437	估	3	1429	1243	
1438	孤	3	1724	936	
1439	姑	3	1936	689	
1440	蛄	3	2273	407	
1441	咕	4	2601	257	
1442	菇	4	2611	252	
1443	辜	4	3041	122	# 按5级字定义，升至4级字。
1444	箍	4	3099	111	# 按5级字定义，升至4级字。
1445	沽	4	3405	65	# 按5级字定义，升至4级字。
1446	轱	5	4306	17	
1447	鸪	5	4731	9	
1448	蓇	5	4961	6	
1449	菰	5	5062	5	
1450	古	2	644	6776	
1451	鼓	2	656	6596	
1452	骨	2	679	6371	
1453	谷	2	1101	2752	
1454	股	2	1265	2083	
1455	钴	4	2479	307	
1456	毂	4	2646	241	
1457	臌	4	3607	48	
1458	蛊	4	3677	43	
1459	鹘	5	4326	17	
1460	牯	5	4474	16	
1461	鹄	5	5469	3	
1462	瞽	5	5470	3	
1463	嘏	5	5790	1	
1464	罟	5	6177	1	
1465	诂	5	6242	1	
1466	固	1	419	12004	
1467	故	2	716	5879	
1468	顾	2	1142	2580	
1469	雇	3	1850	779	
1470	锢	4	3220	91	
1471	梏	4	3368	70	
1472	崮	4	3736	50	
1473	痼	5	4870	7	
1474	鲴	5	5763	2	
1475	牿	5	6069	1	
1476	刮	3	1383	1669	
1477	瓜	3	1599	1161	
1478	胍	4	3289	80	
1479	呱	4	3335	83	
1480	栝	5	5069	5	
1481	鸹	5	5756	2	
1482	寡	4	2829	177	
1483	剐	5	4737	17	
1484	挂	2	1122	2688	
1485	褂	4	3393	68	
1486	卦	4	4010	29	
1487	乖	4	2907	156	
1488	拐	4	2709	277	# 按附录三，原少〈新闻〉62次。
1489	怪	3	1513	1334	
1490	关	1	145	34918	
1491	观	1	272	19564	
1492	官	2	780	5118	
1493	冠	3	1472	1448	
1494	棺	4	2841	199	
1495	倌	5	4676	17	
1496	鳏	5	5483	3	
1497	管	1	289	18458	
1498	馆	3	1514	1327	
1499	莞	4	3797	36	
1500	琯	5	5205	4	
1501	筦	5	6273	1	
1502	灌	2	941	3677	
1503	贯	2	997	3296	
1504	惯	3	1457	1473	
1505	罐	3	1964	664	
1506	鹳	4	4068	24	
1507	掼	5	5341	3	
1508	瓘	5	5411	3	
1509	光	1	300	18161	
1510	胱	4	3087	112	
1511	𰽵	5	4593	11	
1512	咣	5	4917	6	
1513	广	1	319	16921	
1514	犷	5	4475	15	
1515	逛	5	4374	15	
1516	规	1	405	12540	
1517	归	2	1133	2643	
1518	硅	2	1263	2091	
1519	龟	3	2086	549	
1520	圭	3	2351	371	
1521	闺	4	2837	174	
1522	瑰	4	3084	129	
1523	鲑	5	4728	9	
1524	鬶	5	5102	5	
1525	𱅡	5	5660	2	
1526	珪	5	5675	2	
1527	皈	5	6221	1	
1528	轨	3	1434	1521	
1529	鬼	3	1672	1022	
1530	诡	3	2214	445	
1531	簋	4	3343	72	
1532	癸	4	4047	25	
1533	𣪕	5	4370	16	
1534	宄	5	5156	4	
1535	晷	5	5404	4	
1536	贵	2	929	3729	
1537	桂	3	2024	600	
1538	柜	4	2722	212	
1539	刽	4	2890	160	
1540	跪	4	3519	55	
1541	桧	5	4342	20	
1542	鳜	5	4596	11	
1543	刿	5	4911	6	
1544	⿰马贵	5	5661	2	
1545	滚	2	989	3337	
1546	辊	4	3381	69	
1547	磙	4	3740	39	
1548	衮	5	5258	4	
1549	鲧	5	5482	3	
1550	棍	3	2270	409	
1551	锅	3	1741	911	
1552	郭	3	1793	853	
1553	埚	4	3259	83	
1554	蝈	5	4803	8	
1555	崞	5	5056	5	
1556	国	1a	24	96337	
1557	虢	5	4891	7	
1558	馘	5	5817	1	
1559	果	1	169	30111	
1560	裹	4	2820	179	
1561	椁	4	3344	72	
1562	蜾	5	5252	4	
1563	过	1	58	57303	
1564	哈	2	1162	2469	
1565	嗨	4	2452	320	
1566	𫩯	5	5560	2	
1567	还	1	128	37072	
1568	孩	2	1182	2395	
1569	骸	4	3385	69	
1570	海	1	393	13461	
1571	浬	4	3092	111	
1572	害	1	527	9078	
1573	亥	4	3528	75	
1574	骇	4	3753	51	
1575	氦	4	3876	32	
1576	嗐	5	5901	1	
1577	憨	4	3988	27	
1578	酣	4	4164	22	
1579	蚶	5	6317	1	
1580	含	2	573	8035	
1581	寒	2	1078	2818	
1582	函	3	1635	1098	
1583	韩	3	1720	946	
1584	涵	4	3201	94	
1585	邯	4	3408	65	
1586	焓	5	5189	4	
1587	晗	5	6184	1	
1588	喊	2	1313	1931	
1589	罕	4	2606	254	
1590	焊	2	721	5773	
1591	汉	2	965	3490	
1592	旱	2	992	3324	
1593	汗	3	1503	1373	
1594	捍	3	2028	445	# 按附录三，原多计153次。
1595	翰	4	2960	143	
1596	憾	4	3388	68	
1597	悍	4	3426	63	
1598	撼	4	3438	62	
1599	瀚	4	3936	30	
1600	颔	5	5747	2	
1601	蔊	5	5980	1	
1602	夯	4	2944	150	
1603	航	3	1470	1451	
1604	杭	4	2581	265	
1605	沆	5	5984	3	
1606	蒿	4	2980	136	
1607	薅	5	4333	16	
1608	毫	1	343	15823	
1609	豪	3	1640	1091	
1610	壕	4	2639	240	
1611	嚎	4	3567	59	
1612	嗥	5	4685	12	
1613	㠙	5	4707	9	
1614	濠	5	4768	8	
1615	蚝	5	5445	3	
1616	⿰纟豪	5	6264	1	
1617	好	1	99	43850	
1618	郝	3	1866	762	
1619	号	1	338	16035	
1620	耗	2	1220	2217	
1621	浩	3	1967	659	
1622	颢	4	4167	21	
1623	皓	5	4435	14	
1624	昊	5	5233	6	
1625	灏	5	5402	3	
1626	淏	5	5993	1	
1627	喝	3	1783	860	
1628	呵	3	1932	691	
1629	嗬	4	3161	110	
1630	诃	4	4073	24	# 按5级字定义，升至4级字。
1631	欱	5	6147	1	
1632	和	1a	7	161754	
1633	合	1	110	40841	
1634	何	1	530	9041	
1635	河	1	560	8327	
1636	核	2	888	4134	
1637	荷	2	1230	2194	
1638	禾	3	1953	670	
1639	颌	3	2069	563	
1640	盒	3	2131	510	
1641	貉	4	3748	38	
1642	涸	5	4343	19	
1643	阖	5	4348	16	
1644	菏	5	4375	15	
1645	阂	4	4557	35	# 按附录三，升至4级字。
1646	盉	5	4576	11	
1647	劾	5	4821	7	
1648	盍	5	5421	3	
1649	纥	5	5710	2	
1650	赫	2	1229	2195	
1651	褐	2	1290	1989	
1652	贺	3	1940	683	
1653	鹤	4	3390	68	
1654	壑	4	4057	50	
1655	黑	1	556	8423	
1656	嘿	4	2489	303	
1657	痕	3	1592	1176	
1658	很	1	240	23312	
1659	狠	3	1378	1682	
1660	恨	3	1683	1007	
1661	亨	4	2521	292	
1662	哼	4	2655	234	
1663	横	2	1037	3068	
1664	衡	2	1232	2186	
1665	恒	3	1700	979	
1666	珩	4	2966	151	
1667	桁	4	3863	38	
1668	鸻	5	5009	6	# 原文作“鴴”，由于“鸻”在2312而“鴴”不在，故改正。
1669	蘅	5	6006	3	
1670	轰	3	1797	848	
1671	烘	3	1891	738	
1672	哄	4	2920	153	
1673	薨	5	5982	1	
1674	揈	5	6039	1	
1675	红	1	457	10962	
1676	洪	2	1172	2438	
1677	宏	3	2216	444	
1678	鸿	4	2467	312	
1679	虹	4	2958	144	
1680	弘	4	3231	89	
1681	闳	5	5158	4	
1682	泓	5	5397	4	
1683	竑	5	5519	2	
1684	黉	5	5838	1	
1685	讧	5	4709	9	
1686	侯	3	2020	608	
1687	喉	3	2389	351	
1688	猴	4	2827	177	
1689	骺	5	4810	8	
1690	瘊	5	4794	8	
1691	𥎦	5	5495	2	
1692	糇	5	6294	1	
1693	吼	4	3001	161	
1694	后	1	65	53495	
1695	候	1	528	9078	
1696	厚	2	823	4735	
1697	乎	2	1086	2801	
1698	呼	2	1204	2271	
1699	忽	3	1379	1681	
1700	唿	5	4463	13	
1701	惚	5	4524	12	
1702	滹	5	4769	11	
1703	㫚	5	5403	3	
1704	泘	5	5987	1	
1705	湖	2	1145	2564	
1706	胡	2	1202	2289	
1707	弧	2	1282	2034	
1708	瑚	3	1553	1267	
1709	糊	3	1629	1102	
1710	壶	4	2757	263	# 按附录三，原少计66次。
1711	葫	4	2844	171	
1712	狐	5	3188	10	# 按4级字定义，降至5级字。
1713	斛	4	3958	47	
1714	蝴	5	4195	20	
1715	鹕	5	5115	5	
1716	囫	5	5929	8	
1717	猢	5	6074	2	
1718	虎	2	1342	1801	
1719	唬	4	3071	115	
1720	琥	4	3479	58	
1721	浒	5	4521	12	
1722	护	2	616	7132	
1723	互	2	699	6084	
1724	户	2	1252	2120	
1725	沪	4	3105	142	
1726	祜	4	3868	33	
1727	戽	5	4519	12	
1728	瓠	5	4648	10	
1729	扈	5	4696	9	
1730	怙	5	5228	4	
1731	綔	5	5719	2	
1732	花	1	362	14921	
1733	华	1	453	11096	
1734	滑	2	651	6736	
1735	猾	4	2774	193	
1736	哗	4	2811	241	# 按附录三，原误多1次，并少〈新闻〉60次。
1737	铧	4	3209	92	
1738	骅	5	5352	4	
1739	搳	5	6040	1	
1740	化	1	91	44748	
1741	话	1	443	11334	
1742	划	2	591	7662	
1743	画	2	1070	2854	
1744	桦	4	3542	53	
1745	怀	2	1050	2981	
1746	淮	3	1696	985	
1747	槐	4	2775	215	
1748	徊	4	3773	37	
1749	踝	4	3919	31	
1750	⿰耒不	5	5435	3	
1751	坏	1	550	8668	
1752	欢	2	923	3772	
1753	獾	4	3890	32	
1754	环	2	594	7563	
1755	桓	4	3534	54	
1756	圜	4	3973	28	
1757	寰	4	4248	22	# 按附录三，升至4级字。
1758	萑	5	5377	4	
1759	洹	5	5629	2	
1760	缓	2	1242	2144	
1761	换	2	627	7020	
1762	患	3	1738	914	
1763	焕	3	2111	531	
1764	幻	3	2175	667	# 按附录三，原少计191次。
1765	唤	4	2428	329	
1766	涣	4	3474	59	
1767	痪	4	3526	54	
1768	豢	4	3792	36	
1769	宦	4	4614	32	# 按附录三，升至4级字。
1770	鲩	5	4729	9	
1771	浣	5	5990	1	
1772	漶	5	5999	1	
1773	荒	3	1389	1648	
1774	慌	3	1575	1204	
1775	黄	1	510	9520	
1776	皇	2	1160	2475	
1777	簧	2	1209	2255	
1778	蝗	3	1740	911	
1779	磺	3	2325	383	
1780	煌	4	2624	246	
1781	惶	4	3217	91	
1782	癀	4	3560	52	
1783	蟥	4	3739	39	
1784	凰	4	4114	78	
1785	璜	5	4789	8	
1786	徨	5	4830	8	
1787	隍	5	5051	5	
1788	湟	5	5208	4	
1789	篁	5	6288	1	
1790	晃	3	2334	377	
1791	谎	4	2518	293	
1792	幌	4	3337	95	
1793	恍	4	3872	32	
1794	挥	2	773	5218	
1795	灰	2	819	4771	
1796	辉	2	897	4015	
1797	恢	2	1328	1859	
1798	徽	3	2622	499	# 按附录三，原少计35次，并少〈新闻〉113次，〈科技〉重见。
1799	诙	5	4532	12	
1800	咴	5	4915	6	
1801	晖	5	5409	3	
1802	回	1	317	17082	
1803	蛔	4	3788	36	
1804	茴	4	4036	25	
1805	洄	5	4385	16	
1806	毁	3	1631	1101	
1807	悔	4	2905	156	
1808	会	1a	30	83607	
1809	慧	2	1237	2171	
1810	汇	3	1507	1289	# 按附录三，降至3级字。
1811	绘	3	1780	861	
1812	惠	3	1884	746	# 按4级字定义，升至3级字。
1813	彗	4	2895	160	
1814	讳	4	3130	106	
1815	喙	4	3150	102	
1816	贿	4	3525	54	
1817	晦	4	3579	50	
1818	秽	4	3721	40	
1819	烩	4	3873	32	
1820	诲	5	4314	17	
1821	卉	5	4510	13	
1822	荟	5	5174	4	
1823	蟪	5	5449	3	
1824	嘒	5	5562	2	
1825	婚	3	2313	388	
1826	昏	4	2411	337	# 按3级字定义，降至4级字。
1827	荤	4	4177	26	# 按5级字定义，升至4级字。
1828	浑	3	2085	550	
1829	魂	4	2480	307	
1830	珲	5	4636	11	
1831	𬹉	5	5430	3	
1832	馄	5	5770	5	
1833	混	2	781	5117	
1834	诨	5	4886	7	
1835	掍	5	6014	1	
1836	豁	4	3266	83	
1837	嚯	5	4686	9	
1838	耠	5	4720	9	
1839	嚄	5	5906	1	
1840	⿰口豁	5	5907	1	
1841	⿰马善	5	6103	1	
1842	活	1	238	23404	
1843	火	1	501	9698	
1844	伙	2	1048	2995	
1845	钬	5	4409	15	
1846	或	1	180	29421	
1847	获	2	778	5137	
1848	货	2	1065	2888	
1849	霍	3	1853	774	
1850	祸	4	2436	327	
1851	惑	4	2516	294	
1852	锪	4	3162	101	
1853	藿	5	4178	20	
1854	蠖	5	4407	15	
1855	机	1	70	51243	
1856	基	1	174	29541	
1857	积	1	325	16536	
1858	击	1	523	9166	
1859	激	2	695	6144	
1860	迹	2	1150	2507	
1861	绩	2	1199	2306	
1862	鸡	3	1523	1296	
1863	肌	3	1995	633	
1864	畸	3	2164	485	
1865	讥	4	2541	280	
1866	饥	3	2546	452	# 按附录三，升至3级，原少计174次。
1867	圾	4	2716	213	
1868	稽	4	2982	136	
1869	箕	4	3245	87	
1870	姬	4	3278	81	
1871	叽	4	3641	52	
1872	芨	4	3703	45	
1873	唧	4	3904	31	
1874	矶	4	4123	22	
1875	羁	4	4134	22	
1876	缉	5	4267	19	
1877	筓	5	4492	14	
1878	畿	5	4539	12	
1879	嵇	5	4574	11	
1880	齑	5	4927	6	
1881	咭	5	5194	4	
1882	犄	5	5355	3	
1883	屐	5	5543	2	
1884	跻	5	5743	4	
1885	级	1a	39	73794	
1886	及	1	185	28209	
1887	极	1	248	21966	
1888	集	1	337	16096	
1889	即	1	342	15943	
1890	急	2	882	4193	
1891	吉	3	1480	1432	
1892	辑	3	1537	1264	
1893	疾	3	1719	946	
1894	棘	3	2123	520	
1895	籍	3	2144	498	
1896	瘠	4	2893	159	
1897	汲	4	3238	110	
1898	嵴	4	3764	38	
1899	亟	4	3808	35	
1900	嫉	5	4182	20	
1901	楫	5	4383	15	
1902	蒺	5	4470	15	
1903	岌	4	4514	22	# 按附录三，升至4级字。
1904	𣹜	5	5394	3	
1905	耤	5	5847	1	
1906	伋	5	5855	1	
1907	佶	5	5859	7	
1908	姞	5	5933	1	
1909	戢	5	6095	2	
1910	𰽲	5	6195	1	
1911	笈	5	6269	1	
1912	己	1	251	21595	# 按附录三，《综合表》把已的次数放在己下，现据四分表合计数改正。编号也改了。
1913	几	1	302	18200	
1914	挤	3	1484	1425	
1915	脊	3	1500	1384	
1916	戟	4	3257	96	
1917	麂	5	4469	10	
1918	㠱	5	5499	2	
1919	掎	5	5617	2	
1920	计	1	327	16516	
1921	际	1	402	12966	
1922	济	1	428	11761	
1923	记	1	462	10884	
1924	技	1	480	10293	
1925	继	1	533	9005	
1926	剂	2	592	7662	
1927	季	2	692	6173	
1928	纪	2	782	5103	
1929	既	2	972	3451	
1930	寄	2	1311	1934	
1931	鲫	4	2604	254	
